# Ir,Pd,Pt,Rh,Ru,fd,fd_se
0.10,0.30,0.40,0.20,0.00,0.822973,0.007135
0.10,0.30,0.40,0.10,0.10,0.670270,0.020870
0.10,0.30,0.40,0.00,0.20,0.566216,0.021329
0.10,0.30,0.30,0.30,0.00,0.721622,0.020315
0.10,0.30,0.30,0.20,0.10,0.620270,0.023735
0.10,0.30,0.30,0.10,0.20,0.521622,0.028075
0.10,0.30,0.30,0.00,0.30,0.470270,0.019033
0.10,0.30,0.20,0.40,0.00,0.641216,0.008640
0.10,0.30,0.20,0.30,0.10,0.549324,0.020511
0.10,0.30,0.20,0.20,0.20,0.514865,0.035184
0.10,0.30,0.20,0.10,0.30,0.471622,0.023566
0.10,0.30,0.20,0.00,0.40,0.457432,0.015018
0.10,0.30,0.10,0.50,0.00,0.540541,0.012596
0.10,0.30,0.10,0.40,0.10,0.479054,0.035278
0.10,0.30,0.10,0.30,0.20,0.460811,0.022778
0.10,0.30,0.10,0.20,0.30,0.408108,0.018731
0.10,0.30,0.10,0.10,0.40,0.382432,0.010101
0.10,0.30,0.10,0.00,0.50,0.368243,0.013301
0.10,0.30,0.00,0.60,0.00,0.396622,0.020732
0.10,0.30,0.00,0.50,0.10,0.383108,0.015904
0.10,0.30,0.00,0.40,0.20,0.349324,0.033301
0.10,0.30,0.00,0.30,0.30,0.355405,0.008507
0.10,0.30,0.00,0.20,0.40,0.297973,0.008964
0.10,0.30,0.00,0.10,0.50,0.265541,0.024329
0.10,0.30,0.00,0.00,0.60,0.281081,0.018731
0.10,0.20,0.70,0.00,0.00,0.997297,0.001655
0.10,0.20,0.60,0.10,0.00,0.904054,0.014117
0.10,0.20,0.60,0.00,0.10,0.733108,0.029471
0.10,0.20,0.50,0.20,0.00,0.840541,0.013102
0.10,0.20,0.50,0.10,0.10,0.695946,0.036977
0.10,0.20,0.50,0.00,0.20,0.616216,0.012348
0.10,0.20,0.40,0.30,0.00,0.759459,0.014468
0.10,0.20,0.40,0.20,0.10,0.647297,0.041605
0.10,0.20,0.40,0.10,0.20,0.577703,0.021842
0.10,0.20,0.40,0.00,0.30,0.535135,0.015614
0.10,0.20,0.30,0.40,0.00,0.685135,0.019390
0.10,0.20,0.30,0.30,0.10,0.624324,0.028314
0.10,0.20,0.30,0.20,0.20,0.543919,0.018004
0.10,0.20,0.30,0.10,0.30,0.513514,0.022763
0.10,0.20,0.30,0.00,0.40,0.464865,0.034213
0.10,0.20,0.20,0.50,0.00,0.579054,0.011925
0.10,0.20,0.20,0.40,0.10,0.537162,0.013723
0.10,0.20,0.20,0.30,0.20,0.480405,0.033858
0.10,0.20,0.20,0.20,0.30,0.453378,0.017207
0.10,0.20,0.20,0.10,0.40,0.438514,0.021774
0.10,0.20,0.20,0.00,0.50,0.385811,0.023513
0.10,0.20,0.10,0.60,0.00,0.517568,0.010214
0.10,0.20,0.10,0.50,0.10,0.441892,0.027371
0.10,0.20,0.10,0.40,0.20,0.438514,0.004706
0.10,0.20,0.10,0.30,0.30,0.435811,0.019554
0.10,0.20,0.10,0.20,0.40,0.333784,0.024581
0.10,0.20,0.10,0.10,0.50,0.358784,0.013530
0.10,0.20,0.10,0.00,0.60,0.270946,0.020699
0.10,0.20,0.00,0.70,0.00,0.391216,0.007038
0.10,0.20,0.00,0.60,0.10,0.353378,0.021858
0.10,0.20,0.00,0.50,0.20,0.333784,0.013822
0.10,0.20,0.00,0.40,0.30,0.343243,0.013748
0.10,0.20,0.00,0.30,0.40,0.318243,0.020253
0.10,0.20,0.00,0.20,0.50,0.297973,0.019941
0.10,0.20,0.00,0.10,0.60,0.250000,0.008066
0.10,0.20,0.00,0.00,0.70,0.199324,0.009375
0.10,0.10,0.80,0.00,0.00,1.000000,0.000000
0.10,0.10,0.70,0.10,0.00,0.929054,0.010947
0.10,0.10,0.70,0.00,0.10,0.801351,0.015199
0.10,0.10,0.60,0.20,0.00,0.868919,0.012011
0.10,0.10,0.60,0.10,0.10,0.719595,0.027090
0.10,0.10,0.60,0.00,0.20,0.677703,0.021006
0.10,0.10,0.50,0.30,0.00,0.787162,0.017127
0.10,0.10,0.50,0.20,0.10,0.681757,0.027887
0.10,0.10,0.50,0.10,0.20,0.666216,0.022190
0.10,0.10,0.50,0.00,0.30,0.604730,0.028647
0.10,0.10,0.40,0.40,0.00,0.727703,0.019009
0.10,0.10,0.40,0.30,0.10,0.676351,0.025177
0.10,0.10,0.40,0.20,0.20,0.614865,0.032824
0.10,0.10,0.40,0.10,0.30,0.543919,0.033784
0.10,0.10,0.40,0.00,0.40,0.518243,0.027479
0.10,0.10,0.30,0.50,0.00,0.623649,0.032991
0.10,0.10,0.30,0.40,0.10,0.590541,0.015124
0.10,0.10,0.30,0.30,0.20,0.579054,0.026312
0.10,0.10,0.30,0.20,0.30,0.529054,0.021701
0.10,0.10,0.30,0.10,0.40,0.474324,0.026892
0.10,0.10,0.30,0.00,0.50,0.448649,0.023586
0.10,0.10,0.20,0.60,0.00,0.579054,0.018430
0.10,0.10,0.20,0.50,0.10,0.522973,0.018048
0.10,0.10,0.20,0.40,0.20,0.539189,0.009942
0.10,0.10,0.20,0.30,0.30,0.508784,0.018949
0.10,0.10,0.20,0.20,0.40,0.393919,0.019688
0.10,0.10,0.20,0.10,0.50,0.370270,0.022014
0.10,0.10,0.20,0.00,0.60,0.329054,0.019039
0.10,0.10,0.10,0.70,0.00,0.506757,0.011848
0.10,0.10,0.10,0.60,0.10,0.443243,0.014229
0.10,0.10,0.10,0.50,0.20,0.408108,0.014468
0.10,0.10,0.10,0.40,0.30,0.429054,0.009555
0.10,0.10,0.10,0.30,0.40,0.366892,0.020897
0.10,0.10,0.10,0.20,0.50,0.337838,0.010630
0.10,0.10,0.10,0.10,0.60,0.273649,0.011848
0.10,0.10,0.10,0.00,0.70,0.254054,0.008836
0.10,0.10,0.00,0.80,0.00,0.387838,0.025109
0.10,0.10,0.00,0.70,0.10,0.378378,0.030330
0.10,0.10,0.00,0.60,0.20,0.373649,0.012935
0.10,0.10,0.00,0.50,0.30,0.358108,0.028063
0.10,0.10,0.00,0.40,0.40,0.321622,0.015274
0.10,0.10,0.00,0.30,0.50,0.279054,0.013240
0.10,0.10,0.00,0.20,0.60,0.235135,0.011030
0.10,0.10,0.00,0.10,0.70,0.187838,0.014980
0.10,0.10,0.00,0.00,0.80,0.202703,0.011506
0.10,0.00,0.90,0.00,0.00,1.000000,0.000000
0.10,0.00,0.80,0.10,0.00,0.921622,0.011819
0.10,0.00,0.80,0.00,0.10,0.809459,0.019889
0.10,0.00,0.70,0.20,0.00,0.869595,0.017013
0.10,0.00,0.70,0.10,0.10,0.790541,0.012040
0.10,0.00,0.70,0.00,0.20,0.729730,0.018596
0.10,0.00,0.60,0.30,0.00,0.784459,0.014068
0.10,0.00,0.60,0.20,0.10,0.745270,0.019832
0.10,0.00,0.60,0.10,0.20,0.700000,0.016495
0.10,0.00,0.60,0.00,0.30,0.644595,0.024017
0.10,0.00,0.50,0.40,0.00,0.782432,0.029580
0.10,0.00,0.50,0.30,0.10,0.745946,0.019565
0.10,0.00,0.50,0.20,0.20,0.684459,0.025520
0.10,0.00,0.50,0.10,0.30,0.632432,0.027496
0.10,0.00,0.50,0.00,0.40,0.558784,0.020371
0.10,0.00,0.40,0.50,0.00,0.732432,0.013403
0.10,0.00,0.40,0.40,0.10,0.686486,0.012971
0.10,0.00,0.40,0.30,0.20,0.616216,0.022577
0.10,0.00,0.40,0.20,0.30,0.560811,0.028407
0.10,0.00,0.40,0.10,0.40,0.501351,0.006006
0.10,0.00,0.40,0.00,0.50,0.447297,0.028197
0.10,0.00,0.30,0.60,0.00,0.675000,0.015824
0.10,0.00,0.30,0.50,0.10,0.655405,0.023235
0.10,0.00,0.30,0.40,0.20,0.572297,0.028738
0.10,0.00,0.30,0.30,0.30,0.521622,0.021249
0.10,0.00,0.30,0.20,0.40,0.471622,0.019277
0.10,0.00,0.30,0.10,0.50,0.382432,0.038362
0.10,0.00,0.30,0.00,0.60,0.366216,0.021303
0.10,0.00,0.20,0.70,0.00,0.624324,0.019390
0.10,0.00,0.20,0.60,0.10,0.604730,0.021632
0.10,0.00,0.20,0.50,0.20,0.485135,0.030077
0.10,0.00,0.20,0.40,0.30,0.459459,0.015071
0.10,0.00,0.20,0.30,0.40,0.384459,0.020973
0.10,0.00,0.20,0.20,0.50,0.356081,0.012847
0.10,0.00,0.20,0.10,0.60,0.303378,0.015161
0.10,0.00,0.20,0.00,0.70,0.273649,0.015296
0.10,0.00,0.10,0.80,0.00,0.505405,0.033318
0.10,0.00,0.10,0.70,0.10,0.492568,0.033246
0.10,0.00,0.10,0.60,0.20,0.454054,0.021303
0.10,0.00,0.10,0.50,0.30,0.404730,0.018174
0.10,0.00,0.10,0.40,0.40,0.339189,0.019918
0.10,0.00,0.10,0.30,0.50,0.334459,0.019872
0.10,0.00,0.10,0.20,0.60,0.277027,0.020326
0.10,0.00,0.10,0.10,0.70,0.256757,0.013386
0.10,0.00,0.10,0.00,0.80,0.216892,0.015716
0.10,0.00,0.00,0.90,0.00,0.321622,0.014189
0.10,0.00,0.00,0.80,0.10,0.334459,0.010895
0.10,0.00,0.00,0.70,0.20,0.314865,0.011020
0.10,0.00,0.00,0.60,0.30,0.290541,0.012731
0.10,0.00,0.00,0.50,0.40,0.310811,0.003852
0.10,0.00,0.00,0.40,0.50,0.262162,0.009227
0.10,0.00,0.00,0.30,0.60,0.243243,0.011506
0.10,0.00,0.00,0.20,0.70,0.195270,0.005987
0.10,0.00,0.00,0.10,0.80,0.187838,0.010391
0.10,0.00,0.00,0.00,0.90,0.135135,0.010079
0.00,1.00,0.00,0.00,0.00,1.000000,0.000000
0.00,0.90,0.10,0.00,0.00,1.000000,0.000000
0.00,0.90,0.00,0.10,0.00,0.792568,0.019277
0.00,0.90,0.00,0.00,0.10,0.687162,0.013706
0.00,0.80,0.20,0.00,0.00,1.000000,0.000000
0.00,0.80,0.10,0.10,0.00,0.852027,0.017600
0.00,0.80,0.10,0.00,0.10,0.687162,0.013706
0.00,0.80,0.00,0.20,0.00,0.706757,0.016251
0.00,0.80,0.00,0.10,0.10,0.601351,0.015109
0.00,0.80,0.00,0.00,0.20,0.479054,0.015348
0.00,0.70,0.30,0.00,0.00,1.000000,0.000000
0.00,0.70,0.20,0.10,0.00,0.894595,0.013232
0.00,0.70,0.20,0.00,0.10,0.687162,0.013706
0.00,0.70,0.10,0.20,0.00,0.758108,0.017928
0.00,0.70,0.10,0.10,0.10,0.597297,0.027867
0.00,0.70,0.10,0.00,0.20,0.492568,0.014972
0.00,0.70,0.00,0.30,0.00,0.673649,0.015281
0.00,0.70,0.00,0.20,0.10,0.525676,0.016117
0.00,0.70,0.00,0.10,0.20,0.468919,0.027454
0.00,0.70,0.00,0.00,0.30,0.365541,0.016702
0.00,0.60,0.40,0.00,0.00,1.000000,0.000000
0.00,0.60,0.30,0.10,0.00,0.902027,0.009252
0.00,0.60,0.30,0.00,0.10,0.687162,0.013706
0.00,0.60,0.20,0.20,0.00,0.785135,0.013539
0.00,0.60,0.20,0.10,0.10,0.606757,0.014237
0.00,0.60,0.20,0.00,0.20,0.484459,0.018274
0.00,0.60,0.10,0.30,0.00,0.686486,0.007659
0.00,0.60,0.10,0.20,0.10,0.534459,0.009988
0.00,0.60,0.10,0.10,0.20,0.451351,0.023879
0.00,0.60,0.10,0.00,0.30,0.377703,0.016599
0.00,0.60,0.00,0.40,0.00,0.543243,0.025915
0.00,0.60,0.00,0.30,0.10,0.474324,0.023348
0.00,0.60,0.00,0.20,0.20,0.400676,0.010608
0.00,0.60,0.00,0.10,0.30,0.330405,0.015824
0.00,0.60,0.00,0.00,0.40,0.302027,0.013111
0.00,0.50,0.50,0.00,0.00,1.000000,0.000000
0.00,0.50,0.40,0.10,0.00,0.904054,0.008977
0.00,0.50,0.40,0.00,0.10,0.693243,0.022164
0.00,0.50,0.30,0.20,0.00,0.793243,0.018973
0.00,0.50,0.30,0.10,0.10,0.632432,0.020112
0.00,0.50,0.30,0.00,0.20,0.503378,0.016654
0.00,0.50,0.20,0.30,0.00,0.710811,0.013497
0.00,0.50,0.20,0.20,0.10,0.554730,0.017921
0.00,0.50,0.20,0.10,0.20,0.491892,0.021727
0.00,0.50,0.20,0.00,0.30,0.404730,0.015788
0.00,0.50,0.10,0.40,0.00,0.573649,0.017470
0.00,0.50,0.10,0.30,0.10,0.477703,0.019129
0.00,0.50,0.10,0.20,0.20,0.398649,0.026985
0.00,0.50,0.10,0.10,0.30,0.346622,0.018399
0.00,0.50,0.10,0.00,0.40,0.300000,0.022164
0.00,0.50,0.00,0.50,0.00,0.477703,0.025941
0.00,0.50,0.00,0.40,0.10,0.410811,0.025698
0.00,0.50,0.00,0.30,0.20,0.326351,0.009472
0.00,0.50,0.00,0.20,0.30,0.276351,0.014389
0.00,0.50,0.00,0.10,0.40,0.247297,0.002906
0.00,0.50,0.00,0.00,0.50,0.225000,0.009165
0.00,0.40,0.60,0.00,0.00,1.000000,0.000000
0.00,0.40,0.50,0.10,0.00,0.904730,0.009338
0.00,0.40,0.50,0.00,0.10,0.697297,0.019571
0.00,0.40,0.40,0.20,0.00,0.777027,0.020129
0.00,0.40,0.40,0.10,0.10,0.607432,0.018578
0.00,0.40,0.40,0.00,0.20,0.503378,0.015109
0.00,0.40,0.30,0.30,0.00,0.692568,0.011051
0.00,0.40,0.30,0.20,0.10,0.558108,0.030488
0.00,0.40,0.30,0.10,0.20,0.456081,0.018566
0.00,0.40,0.30,0.00,0.30,0.395270,0.009615
0.00,0.40,0.20,0.40,0.00,0.608108,0.024895
0.00,0.40,0.20,0.30,0.10,0.516892,0.025529
0.00,0.40,0.20,0.20,0.20,0.416892,0.013789
0.00,0.40,0.20,0.10,0.30,0.379054,0.018331
0.00,0.40,0.20,0.00,0.40,0.316892,0.017535
0.00,0.40,0.10,0.50,0.00,0.482432,0.022369
0.00,0.40,0.10,0.40,0.10,0.402027,0.030311
0.00,0.40,0.10,0.30,0.20,0.344595,0.009190
0.00,0.40,0.10,0.20,0.30,0.319595,0.015868
0.00,0.40,0.10,0.10,0.40,0.288514,0.007524
0.00,0.40,0.10,0.00,0.50,0.254054,0.013232
0.00,0.40,0.00,0.60,0.00,0.364865,0.018349
0.00,0.40,0.00,0.50,0.10,0.334459,0.018658
0.00,0.40,0.00,0.40,0.20,0.325000,0.017040
0.00,0.40,0.00,0.30,0.30,0.264189,0.013740
0.00,0.40,0.00,0.20,0.40,0.237162,0.015161
0.00,0.40,0.00,0.10,0.50,0.209459,0.008745
0.00,0.40,0.00,0.00,0.60,0.191216,0.009591
0.00,0.30,0.70,0.00,0.00,1.000000,0.000000
0.00,0.30,0.60,0.10,0.00,0.905405,0.008745
0.00,0.30,0.60,0.00,0.10,0.681081,0.016537
0.00,0.30,0.50,0.20,0.00,0.797297,0.012731
0.00,0.30,0.50,0.10,0.10,0.643919,0.010169
0.00,0.30,0.50,0.00,0.20,0.506757,0.007402
0.00,0.30,0.40,0.30,0.00,0.706081,0.011944
0.00,0.30,0.40,0.20,0.10,0.530405,0.029990
0.00,0.30,0.40,0.10,0.20,0.473649,0.017006
0.00,0.30,0.40,0.00,0.30,0.441892,0.021957
0.00,0.30,0.30,0.40,0.00,0.597297,0.021163
0.00,0.30,0.30,0.30,0.10,0.522973,0.023391
0.00,0.30,0.30,0.20,0.20,0.436486,0.013361
0.00,0.30,0.30,0.10,0.30,0.412838,0.018455
0.00,0.30,0.30,0.00,0.40,0.368243,0.012596
0.00,0.30,0.20,0.50,0.00,0.522297,0.029849
0.00,0.30,0.20,0.40,0.10,0.437162,0.027666
0.00,0.30,0.20,0.30,0.20,0.381081,0.007198
0.00,0.30,0.20,0.20,0.30,0.339189,0.011925
0.00,0.30,0.20,0.10,0.40,0.321622,0.013403
0.00,0.30,0.20,0.00,0.50,0.291216,0.010968
0.00,0.30,0.10,0.60,0.00,0.372297,0.011377
0.00,0.30,0.10,0.50,0.10,0.307432,0.018840
0.00,0.30,0.10,0.40,0.20,0.347297,0.019855
0.00,0.30,0.10,0.30,0.30,0.308784,0.011585
0.00,0.30,0.10,0.20,0.40,0.252027,0.016980
0.00,0.30,0.10,0.10,0.50,0.266892,0.016025
0.00,0.30,0.10,0.00,0.60,0.207432,0.011829
0.00,0.30,0.00,0.70,0.00,0.270946,0.016736
0.00,0.30,0.00,0.60,0.10,0.265541,0.009768
0.00,0.30,0.00,0.50,0.20,0.233784,0.013014
0.00,0.30,0.00,0.40,0.30,0.225000,0.006100
0.00,0.30,0.00,0.30,0.40,0.193243,0.013573
0.00,0.30,0.00,0.20,0.50,0.188514,0.007659
0.00,0.30,0.00,0.10,0.60,0.156757,0.010768
0.00,0.30,0.00,0.00,0.70,0.162162,0.009252
0.00,0.20,0.80,0.00,0.00,1.000000,0.000000
0.00,0.20,0.70,0.10,0.00,0.904730,0.006533
0.00,0.20,0.70,0.00,0.10,0.689865,0.021537
0.00,0.20,0.60,0.20,0.00,0.793243,0.011225
0.00,0.20,0.60,0.10,0.10,0.593243,0.024516
0.00,0.20,0.60,0.00,0.20,0.566216,0.023396
0.00,0.20,0.50,0.30,0.00,0.691892,0.018731
0.00,0.20,0.50,0.20,0.10,0.583784,0.017006
0.00,0.20,0.50,0.10,0.20,0.468919,0.027806
0.00,0.20,0.50,0.00,0.30,0.467568,0.016845
0.00,0.20,0.40,0.40,0.00,0.599324,0.029963
0.00,0.20,0.40,0.30,0.10,0.558784,0.030228
0.00,0.20,0.40,0.20,0.20,0.491216,0.024771
0.00,0.20,0.40,0.10,0.30,0.485135,0.007966
0.00,0.20,0.40,0.00,0.40,0.420946,0.012758
0.00,0.20,0.30,0.50,0.00,0.545946,0.023735
0.00,0.20,0.30,0.40,0.10,0.435811,0.021152
0.00,0.20,0.30,0.30,0.20,0.403378,0.017736
0.00,0.20,0.30,0.20,0.30,0.383784,0.005812
0.00,0.20,0.30,0.10,0.40,0.364189,0.009988
0.00,0.20,0.30,0.00,0.50,0.311486,0.018111
0.00,0.20,0.20,0.60,0.00,0.424324,0.010926
0.00,0.20,0.20,0.50,0.10,0.387838,0.015386
0.00,0.20,0.20,0.40,0.20,0.362838,0.017832
0.00,0.20,0.20,0.30,0.30,0.307432,0.020880
0.00,0.20,0.20,0.20,0.40,0.289189,0.016980
0.00,0.20,0.20,0.10,0.50,0.277027,0.014092
0.00,0.20,0.20,0.00,0.60,0.260135,0.018627
0.00,0.20,0.10,0.70,0.00,0.327027,0.011072
0.00,0.20,0.10,0.60,0.10,0.285811,0.014197
0.00,0.20,0.10,0.50,0.20,0.277027,0.015918
0.00,0.20,0.10,0.40,0.30,0.247973,0.012486
0.00,0.20,0.10,0.30,0.40,0.272297,0.010225
0.00,0.20,0.10,0.20,0.50,0.231757,0.009040
0.00,0.20,0.10,0.10,0.60,0.190541,0.012256
0.00,0.20,0.10,0.00,0.70,0.202027,0.016530
0.00,0.20,0.00,0.80,0.00,0.234459,0.012209
0.00,0.20,0.00,0.70,0.10,0.210135,0.014703
0.00,0.20,0.00,0.60,0.20,0.216216,0.013128
0.00,0.20,0.00,0.50,0.30,0.179730,0.013058
0.00,0.20,0.00,0.40,0.40,0.183784,0.011082
0.00,0.20,0.00,0.30,0.50,0.145946,0.017404
0.00,0.20,0.00,0.20,0.60,0.141892,0.013128
0.00,0.20,0.00,0.10,0.70,0.158784,0.012087
0.00,0.20,0.00,0.00,0.80,0.125676,0.012882
0.00,0.10,0.90,0.00,0.00,1.000000,0.000000
0.00,0.10,0.80,0.10,0.00,0.894595,0.011868
0.00,0.10,0.80,0.00,0.10,0.704730,0.023831
0.00,0.10,0.70,0.20,0.00,0.822973,0.011536
0.00,0.10,0.70,0.10,0.10,0.675676,0.025950
0.00,0.10,0.70,0.00,0.20,0.606757,0.014357
0.00,0.10,0.60,0.30,0.00,0.731757,0.019039
0.00,0.10,0.60,0.20,0.10,0.567568,0.023817
0.00,0.10,0.60,0.10,0.20,0.555405,0.012486
0.00,0.10,0.60,0.00,0.30,0.516216,0.009153
0.00,0.10,0.50,0.40,0.00,0.652703,0.021695
0.00,0.10,0.50,0.30,0.10,0.586486,0.026657
0.00,0.10,0.50,0.20,0.20,0.535135,0.017509
0.00,0.10,0.50,0.10,0.30,0.504730,0.019307
0.00,0.10,0.50,0.00,0.40,0.426351,0.009988
0.00,0.10,0.40,0.50,0.00,0.542568,0.021087
0.00,0.10,0.40,0.40,0.10,0.517568,0.020055
0.00,0.10,0.40,0.30,0.20,0.494595,0.009942
0.00,0.10,0.40,0.20,0.30,0.460135,0.021905
0.00,0.10,0.40,0.10,0.40,0.442568,0.009850
0.00,0.10,0.40,0.00,0.50,0.382432,0.022673
0.00,0.10,0.30,0.60,0.00,0.483784,0.026068
0.00,0.10,0.30,0.50,0.10,0.443243,0.032252
0.00,0.10,0.30,0.40,0.20,0.418919,0.025349
0.00,0.10,0.30,0.30,0.30,0.383108,0.019307
0.00,0.10,0.30,0.20,0.40,0.350000,0.011635
0.00,0.10,0.30,0.10,0.50,0.316216,0.018181
0.00,0.10,0.30,0.00,0.60,0.306757,0.015932
0.00,0.10,0.20,0.70,0.00,0.353378,0.021060
0.00,0.10,0.20,0.60,0.10,0.337162,0.013822
0.00,0.10,0.20,0.50,0.20,0.335135,0.024041
0.00,0.10,0.20,0.40,0.30,0.317568,0.014957
0.00,0.10,0.20,0.30,0.40,0.300000,0.008964
0.00,0.10,0.20,0.20,0.50,0.270270,0.009190
0.00,0.10,0.20,0.10,0.60,0.244595,0.017768
0.00,0.10,0.20,0.00,0.70,0.225000,0.017213
0.00,0.10,0.10,0.80,0.00,0.250676,0.014149
0.00,0.10,0.10,0.70,0.10,0.260811,0.016702
0.00,0.10,0.10,0.60,0.20,0.272297,0.014515
0.00,0.10,0.10,0.50,0.30,0.250676,0.017921
0.00,0.10,0.10,0.40,0.40,0.237162,0.017173
0.00,0.10,0.10,0.30,0.50,0.238514,0.017312
0.00,0.10,0.10,0.20,0.60,0.183784,0.013111
0.00,0.10,0.10,0.10,0.70,0.175676,0.003543
0.00,0.10,0.10,0.00,0.80,0.170946,0.020146
0.00,0.10,0.00,0.90,0.00,0.224324,0.009532
0.00,0.10,0.00,0.80,0.10,0.159459,0.008640
0.00,0.10,0.00,0.70,0.20,0.146622,0.013023
0.00,0.10,0.00,0.60,0.30,0.135811,0.012293
0.00,0.10,0.00,0.50,0.40,0.131757,0.016551
0.00,0.10,0.00,0.40,0.50,0.111486,0.011556
0.00,0.10,0.00,0.30,0.60,0.105405,0.015716
0.00,0.10,0.00,0.20,0.70,0.100000,0.005613
0.00,0.10,0.00,0.10,0.80,0.087838,0.007167
0.00,0.10,0.00,0.00,0.90,0.081081,0.004657
0.00,0.00,1.00,0.00,0.00,1.000000,0.000000
0.00,0.00,0.90,0.10,0.00,0.914865,0.006620
0.00,0.00,0.90,0.00,0.10,0.692568,0.030047
0.00,0.00,0.80,0.20,0.00,0.843919,0.017140
0.00,0.00,0.80,0.10,0.10,0.694595,0.024423
0.00,0.00,0.80,0.00,0.20,0.603378,0.028896
0.00,0.00,0.70,0.30,0.00,0.766216,0.018174
0.00,0.00,0.70,0.20,0.10,0.668919,0.015846
0.00,0.00,0.70,0.10,0.20,0.605405,0.014819
0.00,0.00,0.70,0.00,0.30,0.520946,0.021931
0.00,0.00,0.60,0.40,0.00,0.684459,0.024977
0.00,0.00,0.60,0.30,0.10,0.634459,0.026845
0.00,0.00,0.60,0.20,0.20,0.611486,0.012040
0.00,0.00,0.60,0.10,0.30,0.570946,0.029471
0.00,0.00,0.60,0.00,0.40,0.522297,0.022066
0.00,0.00,0.50,0.50,0.00,0.611486,0.025146
0.00,0.00,0.50,0.40,0.10,0.597297,0.020754
0.00,0.00,0.50,0.30,0.20,0.529054,0.020089
0.00,0.00,0.50,0.20,0.30,0.540541,0.020129
0.00,0.00,0.50,0.10,0.40,0.479730,0.012505
0.00,0.00,0.50,0.00,0.50,0.412162,0.028083
0.00,0.00,0.40,0.60,0.00,0.575000,0.025804
0.00,0.00,0.40,0.50,0.10,0.577703,0.027488
0.00,0.00,0.40,0.40,0.20,0.530405,0.013171
0.00,0.00,0.40,0.30,0.30,0.463514,0.026265
0.00,0.00,0.40,0.20,0.40,0.456081,0.018871
0.00,0.00,0.40,0.10,0.50,0.393919,0.017213
0.00,0.00,0.40,0.00,0.60,0.330405,0.022292
0.00,0.00,0.30,0.70,0.00,0.517568,0.018547
0.00,0.00,0.30,0.60,0.10,0.434459,0.015904
0.00,0.00,0.30,0.50,0.20,0.438514,0.011963
0.00,0.00,0.30,0.40,0.30,0.389865,0.025046
0.00,0.00,0.30,0.30,0.40,0.338514,0.016973
0.00,0.00,0.30,0.20,0.50,0.298649,0.016082
0.00,0.00,0.30,0.10,0.60,0.283784,0.008810
0.00,0.00,0.30,0.00,0.70,0.233108,0.008344
0.00,0.00,0.20,0.80,0.00,0.439865,0.026373
0.00,0.00,0.20,0.70,0.10,0.408108,0.020478
0.00,0.00,0.20,0.60,0.20,0.321622,0.020027
0.00,0.00,0.20,0.50,0.30,0.297973,0.015533
0.00,0.00,0.20,0.40,0.40,0.252703,0.013361
0.00,0.00,0.20,0.30,0.50,0.239865,0.012228
0.00,0.00,0.20,0.20,0.60,0.217568,0.019277
0.00,0.00,0.20,0.10,0.70,0.212162,0.005592
0.00,0.00,0.20,0.00,0.80,0.169595,0.009756
0.00,0.00,0.10,0.90,0.00,0.279730,0.012200
0.00,0.00,0.10,0.80,0.10,0.293919,0.020880
0.00,0.00,0.10,0.70,0.20,0.215541,0.010489
0.00,0.00,0.10,0.60,0.30,0.231081,0.013111
0.00,0.00,0.10,0.50,0.40,0.199324,0.007402
0.00,0.00,0.10,0.40,0.50,0.202027,0.016599
0.00,0.00,0.10,0.30,0.60,0.150676,0.011973
0.00,0.00,0.10,0.20,0.70,0.152703,0.012926
0.00,0.00,0.10,0.10,0.80,0.152027,0.012505
0.00,0.00,0.10,0.00,0.90,0.110811,0.011377
0.00,0.00,0.00,1.00,0.00,0.000000,0.000000
0.00,0.00,0.00,0.90,0.10,0.000000,0.000000
0.00,0.00,0.00,0.80,0.20,0.000000,0.000000
0.00,0.00,0.00,0.70,0.30,0.000000,0.000000
0.00,0.00,0.00,0.60,0.40,0.000000,0.000000
0.00,0.00,0.00,0.50,0.50,0.000000,0.000000
0.00,0.00,0.00,0.40,0.60,0.000000,0.000000
0.00,0.00,0.00,0.30,0.70,0.000000,0.000000
0.00,0.00,0.00,0.20,0.80,0.000000,0.000000
0.00,0.00,0.00,0.10,0.90,0.000000,0.000000
0.00,0.00,0.00,0.00,1.00,0.000000,0.000000
