# Pd,Pt,Ru
0.3021,0.3307,0.3672
0.2984,0.3325,0.3691
0.2974,0.3342,0.3684
0.2990,0.3333,0.3677
0.2971,0.3342,0.3687
0.2987,0.3360,0.3653
0.3003,0.3351,0.3646
0.3011,0.3360,0.3629
0.3027,0.3324,0.3649
0.3016,0.3315,0.3669
0.2978,0.3333,0.3689
0.2978,0.3333,0.3689
0.2967,0.3324,0.3709
0.2948,0.3333,0.3719
0.2948,0.3333,0.3719
0.2908,0.3352,0.3740
0.2908,0.3352,0.3740
0.2917,0.3361,0.3722
0.2925,0.3370,0.3705
0.2941,0.3361,0.3698
0.2961,0.3352,0.3687
0.2949,0.3343,0.3708
0.2966,0.3362,0.3672
0.2926,0.3381,0.3693
0.2898,0.3409,0.3693
0.2857,0.3429,0.3714
0.2857,0.3429,0.3714
0.2816,0.3448,0.3736
0.2804,0.3439,0.3757
0.2812,0.3449,0.3739
0.2799,0.3440,0.3761
0.2799,0.3469,0.3732
0.2807,0.3450,0.3743
0.2807,0.3480,0.3713
0.2815,0.3461,0.3724
0.2832,0.3451,0.3717
0.2811,0.3461,0.3728
0.2798,0.3452,0.3750
0.2806,0.3463,0.3731
0.2814,0.3473,0.3713
0.2814,0.3473,0.3713
0.2823,0.3483,0.3694
0.2831,0.3464,0.3705
0.2848,0.3455,0.3697
0.2827,0.3465,0.3708
0.2835,0.3476,0.3689
0.2827,0.3495,0.3678
0.2814,0.3486,0.3700
0.2822,0.3466,0.3712
0.2831,0.3446,0.3723
0.2817,0.3437,0.3746
0.2826,0.3416,0.3758
0.2857,0.3385,0.3758
0.2844,0.3375,0.3781
0.2830,0.3365,0.3805
0.2839,0.3375,0.3786
0.2816,0.3386,0.3798
0.2816,0.3418,0.3766
0.2816,0.3418,0.3766
0.2817,0.3449,0.3734
0.2794,0.3460,0.3746
0.2812,0.3482,0.3706
0.2780,0.3482,0.3738
0.2797,0.3473,0.3730
0.2806,0.3452,0.3742
0.2792,0.3474,0.3734
0.2810,0.3464,0.3726
0.2810,0.3497,0.3693
0.2820,0.3475,0.3705
0.2829,0.3487,0.3684
0.2843,0.3497,0.3660
0.2885,0.3476,0.3639
0.2862,0.3487,0.3651
0.2862,0.3487,0.3651
0.2871,0.3498,0.3631
0.2890,0.3455,0.3655
0.2900,0.3433,0.3667
0.2900,0.3467,0.3633
0.2919,0.3490,0.3591
0.2895,0.3502,0.3603
0.2895,0.3502,0.3603
0.2862,0.3502,0.3636
0.2848,0.3525,0.3627
