# Pd,Pt,Ru
0.3516,0.3281,0.3203
0.3534,0.3272,0.3194
0.3526,0.3263,0.3211
0.3509,0.3272,0.3219
0.3501,0.3263,0.3236
0.3493,0.3280,0.3227
0.3503,0.3289,0.3208
0.3468,0.3306,0.3226
0.3477,0.3288,0.3235
0.3469,0.3306,0.3225
0.3488,0.3324,0.3188
0.3507,0.3315,0.3178
0.3499,0.3333,0.3168
0.3518,0.3324,0.3158
0.3500,0.3333,0.3167
0.3492,0.3324,0.3184
0.3483,0.3315,0.3202
0.3483,0.3315,0.3202
0.3465,0.3324,0.3211
0.3475,0.3333,0.3192
0.3494,0.3324,0.3182
0.3514,0.3286,0.3200
0.3477,0.3305,0.3218
0.3487,0.3285,0.3228
0.3468,0.3295,0.3237
0.3468,0.3295,0.3237
0.3449,0.3304,0.3247
0.3469,0.3295,0.3236
0.3450,0.3304,0.3246
0.3441,0.3324,0.3235
0.3451,0.3304,0.3245
0.3462,0.3284,0.3254
0.3472,0.3264,0.3264
0.3463,0.3254,0.3283
0.3454,0.3243,0.3303
0.3434,0.3253,0.3313
0.3434,0.3253,0.3313
0.3424,0.3273,0.3303
0.3415,0.3262,0.3323
0.3425,0.3272,0.3303
0.3405,0.3282,0.3313
0.3395,0.3303,0.3302
0.3426,0.3302,0.3272
0.3457,0.3271,0.3272
0.3467,0.3251,0.3282
0.3447,0.3261,0.3292
0.3427,0.3271,0.3302
0.3386,0.3291,0.3323
0.3365,0.3302,0.3333
0.3376,0.3312,0.3312
0.3386,0.3291,0.3323
0.3397,0.3301,0.3302
0.3397,0.3333,0.3270
0.3418,0.3291,0.3291
0.3398,0.3301,0.3301
0.3440,0.3280,0.3280
0.3440,0.3280,0.3280
0.3428,0.3302,0.3270
0.3418,0.3291,0.3291
0.3430,0.3301,0.3269
0.3440,0.3280,0.3280
0.3462,0.3269,0.3269
0.3494,0.3269,0.3237
0.3473,0.3280,0.3247
0.3462,0.3301,0.3237
0.3440,0.3312,0.3248
0.3473,0.3312,0.3215
0.3473,0.3312,0.3215
0.3494,0.3301,0.3205
0.3462,0.3301,0.3237
0.3462,0.3301,0.3237
0.3473,0.3280,0.3247
0.3495,0.3236,0.3269
0.3507,0.3214,0.3279
0.3539,0.3182,0.3279
0.3550,0.3160,0.3290
0.3541,0.3148,0.3311
0.3541,0.3148,0.3311
0.3541,0.3148,0.3311
0.3532,0.3168,0.3300
0.3532,0.3168,0.3300
0.3510,0.3179,0.3311
0.3489,0.3189,0.3322
0.3478,0.3177,0.3345
0.3502,0.3165,0.3333
0.3490,0.3154,0.3356
0.3502,0.3131,0.3367
0.3525,0.3085,0.3390
0.3525,0.3085,0.3390
0.3502,0.3131,0.3367
0.3525,0.3119,0.3356
0.3538,0.3129,0.3333
0.3538,0.3129,0.3333
0.3549,0.3140,0.3311
0.3593,0.3119,0.3288
0.3596,0.3116,0.3288
0.3621,0.3103,0.3276
0.3599,0.3114,0.3287
0.3574,0.3127,0.3299
0.3529,0.3149,0.3322
0.3564,0.3149,0.3287
0.3554,0.3171,0.3275
0.3519,0.3206,0.3275
0.3509,0.3228,0.3263
0.3544,0.3228,0.3228
0.3544,0.3193,0.3263
0.3556,0.3204,0.3240
0.3566,0.3217,0.3217
0.3521,0.3240,0.3239
0.3498,0.3251,0.3251
0.3486,0.3239,0.3275
0.3498,0.3251,0.3251
0.3498,0.3251,0.3251
0.3509,0.3228,0.3263
0.3509,0.3228,0.3263
0.3531,0.3217,0.3252
0.3531,0.3217,0.3252
0.3519,0.3171,0.3310
0.3544,0.3123,0.3333
0.3569,0.3109,0.3322
0.3521,0.3134,0.3345
0.3521,0.3134,0.3345
0.3511,0.3156,0.3333
0.3511,0.3156,0.3333
0.3500,0.3179,0.3321
0.3500,0.3179,0.3321
0.3525,0.3202,0.3273
0.3525,0.3238,0.3237
0.3538,0.3213,0.3249
0.3527,0.3200,0.3273
0.3527,0.3237,0.3236
0.3514,0.3225,0.3261
0.3515,0.3188,0.3297
0.3494,0.3197,0.3309
0.3496,0.3196,0.3308
0.3472,0.3245,0.3283
0.3422,0.3270,0.3308
0.3410,0.3257,0.3333
0.3411,0.3294,0.3295
0.3411,0.3294,0.3295
0.3424,0.3269,0.3307
0.3438,0.3281,0.3281
0.3374,0.3333,0.3293
0.3415,0.3252,0.3333
0.3429,0.3265,0.3306
0.3319,0.3362,0.3319
0.3319,0.3404,0.3277
0.3290,0.3419,0.3291
0.3262,0.3433,0.3305
0.3276,0.3491,0.3233
0.3262,0.3476,0.3262
0.3262,0.3519,0.3219
0.3262,0.3519,0.3219
0.3305,0.3519,0.3176
0.3305,0.3562,0.3133
0.3319,0.3495,0.3186
0.3242,0.3562,0.3196
0.3348,0.3572,0.3080
0.3348,0.3572,0.3080
0.3393,0.3571,0.3036
0.3378,0.3555,0.3067
0.3408,0.3543,0.3049
0.3394,0.3574,0.3032
0.3409,0.3591,0.3000
0.3379,0.3653,0.2968
0.3379,0.3653,0.2968
0.3410,0.3641,0.2949
0.3440,0.3624,0.2936
0.3426,0.3657,0.2917
0.3505,0.3598,0.2897
0.3538,0.3585,0.2877
0.3561,0.3610,0.2829
0.3524,0.3714,0.2762
0.3541,0.3684,0.2775
0.3571,0.3667,0.2762
0.3547,0.3694,0.2759
0.3550,0.3700,0.2750
0.3568,0.3668,0.2764
0.3604,0.3706,0.2690
0.3553,0.3756,0.2691
0.3526,0.3737,0.2737
0.3564,0.3723,0.2713
0.3564,0.3723,0.2713
0.3564,0.3723,0.2713
0.3529,0.3797,0.2674
0.3641,0.3750,0.2609
0.3681,0.3736,0.2583
0.3646,0.3702,0.2652
0.3667,0.3722,0.2611
