# Pd,Pt,Ru
0.3750,0.2812,0.3438
0.3717,0.2827,0.3456
0.3727,0.2835,0.3438
0.3747,0.2849,0.3404
0.3740,0.2865,0.3395
0.3760,0.2853,0.3387
0.3780,0.2842,0.3378
0.3801,0.2830,0.3369
0.3767,0.2845,0.3388
0.3760,0.2861,0.3379
0.3754,0.2849,0.3397
0.3764,0.2830,0.3406
0.3722,0.2861,0.3417
0.3715,0.2877,0.3408
0.3715,0.2877,0.3408
0.3680,0.2893,0.3427
0.3672,0.2882,0.3446
0.3654,0.2890,0.3456
0.3647,0.2906,0.3447
0.3667,0.2923,0.3410
0.3639,0.2951,0.3410
0.3639,0.2951,0.3410
0.3602,0.2968,0.3430
0.3602,0.2968,0.3430
0.3584,0.2977,0.3439
0.3594,0.2986,0.3420
0.3594,0.2986,0.3420
0.3623,0.2986,0.3391
0.3594,0.2986,0.3420
0.3594,0.3015,0.3391
0.3586,0.3032,0.3382
0.3578,0.3050,0.3372
0.3588,0.3059,0.3353
0.3609,0.3077,0.3314
0.3620,0.3086,0.3294
0.3612,0.3104,0.3284
0.3634,0.3093,0.3273
0.3604,0.3123,0.3273
0.3634,0.3123,0.3243
0.3625,0.3112,0.3263
0.3606,0.3121,0.3273
0.3628,0.3079,0.3293
0.3620,0.3098,0.3282
0.3631,0.3108,0.3261
0.3611,0.3117,0.3272
0.3571,0.3137,0.3292
0.3594,0.3125,0.3281
0.3574,0.3135,0.3291
0.3585,0.3145,0.3270
0.3596,0.3155,0.3249
0.3608,0.3164,0.3228
0.3608,0.3164,0.3228
0.3608,0.3164,0.3228
0.3608,0.3164,0.3228
0.3599,0.3153,0.3248
0.3619,0.3143,0.3238
0.3587,0.3175,0.3238
0.3610,0.3131,0.3259
0.3601,0.3119,0.3280
0.3625,0.3139,0.3236
0.3583,0.3160,0.3257
0.3574,0.3147,0.3279
0.3565,0.3168,0.3267
0.3565,0.3168,0.3267
0.3576,0.3146,0.3278
0.3565,0.3135,0.3300
0.3588,0.3123,0.3289
0.3579,0.3110,0.3311
0.3579,0.3144,0.3277
0.3557,0.3154,0.3289
0.3569,0.3165,0.3266
0.3581,0.3142,0.3277
0.3559,0.3153,0.3288
0.3584,0.3140,0.3276
0.3596,0.3151,0.3253
0.3621,0.3138,0.3241
0.3621,0.3138,0.3241
0.3586,0.3173,0.3241
0.3586,0.3173,0.3241
0.3599,0.3149,0.3252
0.3611,0.3160,0.3229
0.3624,0.3171,0.3205
0.3636,0.3147,0.3217
0.3614,0.3158,0.3228
0.3579,0.3158,0.3263
0.3604,0.3180,0.3216
0.3617,0.3192,0.3191
0.3607,0.3214,0.3179
0.3607,0.3214,0.3179
0.3594,0.3239,0.3167
0.3594,0.3239,0.3167
0.3582,0.3262,0.3156
0.3582,0.3262,0.3156
0.3582,0.3262,0.3156
0.3582,0.3262,0.3156
