# Pd,Pt,Ru
0.2786,0.3516,0.3698
0.2775,0.3534,0.3691
0.2790,0.3526,0.3684
0.2778,0.3545,0.3677
0.2793,0.3537,0.3670
0.2781,0.3529,0.3690
0.2784,0.3486,0.3730
0.2772,0.3478,0.3750
0.2752,0.3488,0.3760
0.2740,0.3507,0.3753
0.2727,0.3526,0.3747
0.2743,0.3490,0.3767
0.2758,0.3510,0.3732
0.2745,0.3501,0.3754
0.2725,0.3511,0.3764
0.2753,0.3511,0.3736
0.2761,0.3493,0.3746
0.2740,0.3503,0.3757
0.2719,0.3513,0.3768
0.2699,0.3523,0.3778
0.2707,0.3504,0.3789
0.2686,0.3514,0.3800
0.2665,0.3524,0.3811
0.2680,0.3516,0.3804
0.2667,0.3507,0.3826
0.2682,0.3469,0.3849
0.2682,0.3469,0.3849
0.2711,0.3440,0.3849
0.2698,0.3431,0.3871
0.2714,0.3422,0.3864
0.2722,0.3402,0.3876
0.2738,0.3393,0.3869
0.2725,0.3383,0.3892
0.2733,0.3363,0.3904
0.2733,0.3333,0.3934
0.2741,0.3343,0.3916
0.2741,0.3343,0.3916
0.2741,0.3343,0.3916
0.2749,0.3354,0.3897
0.2758,0.3333,0.3909
0.2758,0.3333,0.3909
0.2758,0.3333,0.3909
0.2758,0.3333,0.3909
0.2774,0.3323,0.3903
0.2774,0.3323,0.3903
0.2788,0.3333,0.3879
0.2788,0.3303,0.3909
0.2788,0.3333,0.3879
0.2805,0.3354,0.3841
0.2814,0.3333,0.3853
0.2831,0.3323,0.3846
0.2839,0.3272,0.3889
0.2848,0.3251,0.3901
0.2866,0.3209,0.3925
0.2857,0.3230,0.3913
0.2875,0.3219,0.3906
0.2875,0.3219,0.3906
0.2884,0.3197,0.3919
0.2853,0.3229,0.3918
0.2853,0.3197,0.3950
0.2862,0.3207,0.3931
0.2862,0.3239,0.3899
0.2853,0.3229,0.3918
0.2853,0.3229,0.3918
0.2866,0.3209,0.3925
0.2866,0.3209,0.3925
0.2884,0.3229,0.3887
0.2893,0.3239,0.3868
0.2911,0.3196,0.3893
0.2921,0.3174,0.3905
0.2952,0.3143,0.3905
0.2939,0.3131,0.3930
0.2949,0.3141,0.3910
0.2949,0.3141,0.3910
0.2958,0.3151,0.3891
0.2968,0.3129,0.3903
0.2977,0.3107,0.3916
0.2987,0.3117,0.3896
0.2997,0.3127,0.3876
0.2987,0.3117,0.3896
0.2997,0.3094,0.3909
0.3016,0.3082,0.3902
0.3026,0.3092,0.3882
0.3059,0.3092,0.3849
0.3069,0.3069,0.3862
0.3080,0.3079,0.3841
0.3059,0.3059,0.3882
0.3059,0.3092,0.3849
0.3046,0.3113,0.3841
0.3059,0.3092,0.3849
0.3059,0.3092,0.3849
0.3046,0.3080,0.3874
0.3059,0.3092,0.3849
0.3092,0.3092,0.3816
0.3102,0.3102,0.3796
0.3102,0.3102,0.3796
0.3113,0.3079,0.3808
0.3168,0.3069,0.3763
0.3123,0.3090,0.3787
0.3113,0.3079,0.3808
0.3090,0.3090,0.3820
0.3056,0.3090,0.3854
0.3056,0.3090,0.3854
