# Pd,Pt,Ru
0.3438,0.3255,0.3307
0.3403,0.3272,0.3325
0.3395,0.3263,0.3342
0.3386,0.3254,0.3360
0.3369,0.3262,0.3369
0.3333,0.3280,0.3387
0.3297,0.3298,0.3405
0.3289,0.3288,0.3423
0.3270,0.3297,0.3433
0.3288,0.3288,0.3424
0.3270,0.3297,0.3433
0.3279,0.3306,0.3415
0.3242,0.3324,0.3434
0.3223,0.3333,0.3444
0.3213,0.3352,0.3435
0.3231,0.3343,0.3426
0.3221,0.3361,0.3418
0.3239,0.3352,0.3409
0.3220,0.3362,0.3418
0.3238,0.3381,0.3381
0.3248,0.3362,0.3390
0.3248,0.3362,0.3390
0.3257,0.3372,0.3371
0.3247,0.3391,0.3362
0.3256,0.3401,0.3343
0.3266,0.3410,0.3324
0.3285,0.3401,0.3314
0.3294,0.3382,0.3324
0.3323,0.3353,0.3324
0.3343,0.3314,0.3343
0.3372,0.3285,0.3343
0.3363,0.3274,0.3363
0.3373,0.3254,0.3373
0.3383,0.3264,0.3353
0.3383,0.3294,0.3323
0.3363,0.3304,0.3333
0.3353,0.3324,0.3323
0.3374,0.3313,0.3313
0.3384,0.3293,0.3323
0.3394,0.3273,0.3333
0.3384,0.3293,0.3323
0.3364,0.3303,0.3333
0.3354,0.3292,0.3354
0.3344,0.3282,0.3374
0.3333,0.3302,0.3365
0.3333,0.3302,0.3365
0.3323,0.3323,0.3354
0.3312,0.3344,0.3344
0.3302,0.3333,0.3365
0.3312,0.3312,0.3376
0.3312,0.3312,0.3376
0.3291,0.3323,0.3386
0.3280,0.3344,0.3376
0.3312,0.3312,0.3376
0.3301,0.3333,0.3366
0.3290,0.3322,0.3388
0.3279,0.3311,0.3410
0.3246,0.3344,0.3410
0.3257,0.3355,0.3388
0.3257,0.3388,0.3355
0.3267,0.3400,0.3333
0.3278,0.3378,0.3344
0.3256,0.3389,0.3355
0.3244,0.3378,0.3378
0.3232,0.3401,0.3367
0.3210,0.3412,0.3378
0.3186,0.3424,0.3390
0.3197,0.3436,0.3367
0.3151,0.3459,0.3390
0.3138,0.3483,0.3379
0.3125,0.3472,0.3403
0.3160,0.3472,0.3368
0.3182,0.3496,0.3322
0.3182,0.3496,0.3322
0.3193,0.3509,0.3298
0.3158,0.3544,0.3298
0.3145,0.3569,0.3286
0.3096,0.3594,0.3310
0.3118,0.3584,0.3298
0.3130,0.3561,0.3309
0.3152,0.3515,0.3333
0.3139,0.3540,0.3321
0.3139,0.3540,0.3321
0.3150,0.3517,0.3333
0.3162,0.3529,0.3309
0.3162,0.3529,0.3309
0.3162,0.3529,0.3309
0.3162,0.3529,0.3309
0.3173,0.3543,0.3284
0.3137,0.3579,0.3284
0.3160,0.3569,0.3271
0.3146,0.3596,0.3258
0.3196,0.3571,0.3233
0.3196,0.3571,0.3233
0.3196,0.3609,0.3195
0.3220,0.3598,0.3182
0.3207,0.3623,0.3170
0.3220,0.3598,0.3182
0.3182,0.3636,0.3182
0.3180,0.3602,0.3218
0.3166,0.3591,0.3243
0.3166,0.3591,0.3243
0.3154,0.3577,0.3269
0.3154,0.3577,0.3269
0.3142,0.3563,0.3295
0.3115,0.3577,0.3308
0.3115,0.3577,0.3308
0.3127,0.3591,0.3282
0.3139,0.3605,0.3256
0.3152,0.3580,0.3268
0.3164,0.3594,0.3242
0.3164,0.3594,0.3242
0.3137,0.3608,0.3255
0.3125,0.3633,0.3242
0.3140,0.3643,0.3217
0.3140,0.3643,0.3217
0.3152,0.3619,0.3229
0.3152,0.3619,0.3229
0.3164,0.3594,0.3242
0.3176,0.3608,0.3216
0.3164,0.3633,0.3203
0.3164,0.3633,0.3203
0.3164,0.3633,0.3203
0.3164,0.3633,0.3203
0.3092,0.3655,0.3253
0.3080,0.3680,0.3240
0.3092,0.3695,0.3213
0.3064,0.3710,0.3226
0.3049,0.3740,0.3211
0.3061,0.3755,0.3184
0.3102,0.3755,0.3143
0.3086,0.3745,0.3169
0.3061,0.3755,0.3184
0.3086,0.3745,0.3169
0.3051,0.3729,0.3220
0.2991,0.3761,0.3248
0.2992,0.3803,0.3205
0.3017,0.3793,0.3190
0.3093,0.3814,0.3093
0.3136,0.3813,0.3051
0.3149,0.3830,0.3021
0.3178,0.3814,0.3008
0.3101,0.3930,0.2969
0.3053,0.3938,0.3009
0.3053,0.3938,0.3009
0.2968,0.3973,0.3059
0.3059,0.3927,0.3014
0.3088,0.3917,0.2995
0.3167,0.4027,0.2806
0.3196,0.4018,0.2786
0.3213,0.3982,0.2805
0.3213,0.3982,0.2805
0.3196,0.4018,0.2786
0.3226,0.4009,0.2765
0.3272,0.4009,0.2719
0.3302,0.4000,0.2698
0.3364,0.4045,0.2591
0.3364,0.4136,0.2500
0.3394,0.4083,0.2523
0.3426,0.4074,0.2500
0.3426,0.4074,0.2500
0.3472,0.4074,0.2454
0.3519,0.4074,0.2407
0.3519,0.4120,0.2361
0.3519,0.4120,0.2361
0.3535,0.4139,0.2326
0.3551,0.4159,0.2290
0.3478,0.4300,0.2222
0.3495,0.4272,0.2233
0.3596,0.4138,0.2266
0.3596,0.4187,0.2217
0.3632,0.4179,0.2189
0.3614,0.4257,0.2129
0.3582,0.4279,0.2139
0.3618,0.4271,0.2111
0.3698,0.4219,0.2083
0.3757,0.4180,0.2063
0.3692,0.4359,0.1949
0.3711,0.4330,0.1959
0.3731,0.4352,0.1917
0.3834,0.4301,0.1865
0.3871,0.4301,0.1828
0.3825,0.4372,0.1803
0.3825,0.4426,0.1749
0.3804,0.4402,0.1794
0.3846,0.4396,0.1758
0.3778,0.4500,0.1722
0.3833,0.4500,0.1667
0.3833,0.4500,0.1667
0.3855,0.4525,0.1620
0.3898,0.4520,0.1582
0.3898,0.4520,0.1582
0.3943,0.4571,0.1486
0.3977,0.4546,0.1477
0.3977,0.4602,0.1421
0.4083,0.4556,0.1361
0.3977,0.4659,0.1364
0.4034,0.4659,0.1307
0.4068,0.4689,0.1243
0.4118,0.4706,0.1176
0.4205,0.4659,0.1136
0.4195,0.4713,0.1092
0.4186,0.4767,0.1047
0.4303,0.4788,0.0909
0.4104,0.4856,0.1040
0.4128,0.4884,0.0988
0.4177,0.4882,0.0941
0.4235,0.4882,0.0883
0.4235,0.4941,0.0824
0.4235,0.5000,0.0765
0.4235,0.5059,0.0706
0.4235,0.5059,0.0706
0.4226,0.5119,0.0655
0.4251,0.5150,0.0599
0.4311,0.5210,0.0479
0.4371,0.5150,0.0479
0.4500,0.5063,0.0437
0.4528,0.5094,0.0378
0.4591,0.5094,0.0315
