# Pd,Pt,Ru
0.3385,0.3203,0.3412
0.3377,0.3194,0.3429
0.3395,0.3184,0.3421
0.3386,0.3175,0.3439
0.3404,0.3138,0.3458
0.3413,0.3120,0.3467
0.3405,0.3110,0.3485
0.3423,0.3100,0.3477
0.3405,0.3108,0.3487
0.3424,0.3098,0.3478
0.3415,0.3115,0.3470
0.3397,0.3123,0.3480
0.3388,0.3141,0.3471
0.3398,0.3121,0.3481
0.3407,0.3130,0.3463
0.3426,0.3092,0.3482
0.3408,0.3100,0.3492
0.3417,0.3081,0.3502
0.3409,0.3070,0.3521
0.3428,0.3059,0.3513
0.3447,0.3049,0.3504
0.3476,0.3048,0.3476
0.3438,0.3066,0.3496
0.3458,0.3055,0.3487
0.3449,0.3073,0.3478
0.3430,0.3082,0.3488
0.3450,0.3070,0.3480
0.3471,0.3029,0.3500
0.3481,0.3038,0.3481
0.3442,0.3056,0.3502
0.3482,0.3036,0.3482
0.3473,0.3054,0.3473
0.3464,0.3072,0.3464
0.3454,0.3061,0.3485
0.3445,0.3079,0.3476
0.3436,0.3067,0.3497
0.3446,0.3077,0.3477
0.3446,0.3108,0.3446
0.3467,0.3096,0.3437
0.3458,0.3115,0.3427
0.3448,0.3135,0.3417
0.3448,0.3135,0.3417
0.3428,0.3144,0.3428
0.3428,0.3144,0.3428
0.3428,0.3144,0.3428
0.3396,0.3176,0.3428
0.3418,0.3164,0.3418
0.3408,0.3153,0.3439
0.3387,0.3163,0.3450
0.3408,0.3119,0.3473
0.3398,0.3139,0.3463
0.3409,0.3117,0.3474
0.3431,0.3072,0.3497
0.3443,0.3082,0.3475
0.3454,0.3092,0.3454
0.3421,0.3125,0.3454
0.3444,0.3112,0.3444
0.3444,0.3112,0.3444
0.3467,0.3100,0.3433
0.3445,0.3110,0.3445
0.3434,0.3098,0.3468
0.3435,0.3131,0.3434
0.3457,0.3119,0.3424
0.3470,0.3129,0.3401
0.3470,0.3129,0.3401
0.3481,0.3106,0.3413
0.3481,0.3106,0.3413
0.3493,0.3117,0.3390
0.3505,0.3127,0.3368
0.3505,0.3127,0.3368
0.3540,0.3127,0.3333
0.3540,0.3127,0.3333
0.3529,0.3149,0.3322
0.3507,0.3160,0.3333
0.3519,0.3171,0.3310
0.3531,0.3147,0.3322
0.3544,0.3158,0.3298
0.3521,0.3169,0.3310
0.3486,0.3204,0.3310
0.3475,0.3192,0.3333
0.3498,0.3216,0.3286
0.3452,0.3238,0.3310
0.3452,0.3238,0.3310
0.3440,0.3262,0.3298
0.3429,0.3250,0.3321
0.3405,0.3262,0.3333
0.3405,0.3262,0.3333
0.3428,0.3286,0.3286
0.3404,0.3298,0.3298
0.3404,0.3298,0.3298
0.3404,0.3298,0.3298
0.3404,0.3298,0.3298
0.3404,0.3298,0.3298
0.3428,0.3286,0.3286
0.3452,0.3238,0.3310
0.3475,0.3227,0.3298
0.3498,0.3216,0.3286
0.3475,0.3227,0.3298
0.3463,0.3215,0.3322
0.3475,0.3227,0.3298
0.3487,0.3203,0.3310
0.3464,0.3214,0.3322
0.3464,0.3214,0.3322
0.3489,0.3202,0.3309
0.3489,0.3202,0.3309
0.3489,0.3202,0.3309
0.3466,0.3213,0.3321
0.3466,0.3177,0.3357
0.3491,0.3200,0.3309
0.3516,0.3187,0.3297
0.3469,0.3210,0.3321
0.3469,0.3210,0.3321
0.3456,0.3235,0.3309
0.3493,0.3198,0.3309
0.3506,0.3210,0.3284
0.3495,0.3234,0.3271
0.3507,0.3209,0.3284
0.3521,0.3183,0.3296
0.3521,0.3183,0.3296
0.3532,0.3160,0.3308
0.3494,0.3197,0.3309
0.3494,0.3197,0.3309
0.3482,0.3222,0.3296
0.3469,0.3210,0.3321
0.3469,0.3247,0.3284
0.3432,0.3284,0.3284
0.3432,0.3284,0.3284
0.3432,0.3284,0.3284
0.3408,0.3296,0.3296
0.3433,0.3283,0.3284
0.3420,0.3309,0.3271
0.3408,0.3296,0.3296
0.3396,0.3321,0.3283
0.3422,0.3308,0.3270
0.3410,0.3333,0.3257
0.3385,0.3346,0.3269
0.3385,0.3346,0.3269
0.3398,0.3320,0.3282
0.3385,0.3346,0.3269
0.3346,0.3385,0.3269
0.3320,0.3399,0.3281
0.3333,0.3373,0.3294
0.3333,0.3373,0.3294
0.3307,0.3386,0.3307
