# Pd,Pt,Ru
0.3177,0.3750,0.3073
0.3194,0.3717,0.3089
0.3210,0.3711,0.3079
0.3201,0.3704,0.3095
0.3218,0.3697,0.3085
0.3182,0.3716,0.3102
0.3199,0.3683,0.3118
0.3207,0.3693,0.3100
0.3198,0.3713,0.3089
0.3215,0.3706,0.3079
0.3224,0.3689,0.3087
0.3214,0.3709,0.3077
0.3177,0.3729,0.3094
0.3139,0.3750,0.3111
0.3148,0.3732,0.3120
0.3129,0.3743,0.3128
0.3090,0.3764,0.3146
0.3107,0.3729,0.3164
0.3096,0.3722,0.3182
0.3057,0.3743,0.3200
0.3057,0.3743,0.3200
0.3066,0.3754,0.3180
0.3055,0.3746,0.3199
0.3035,0.3757,0.3208
0.3052,0.3721,0.3227
0.3032,0.3732,0.3236
0.3050,0.3724,0.3226
0.3059,0.3706,0.3235
0.3068,0.3717,0.3215
0.3079,0.3724,0.3197
0.3088,0.3706,0.3206
0.3077,0.3698,0.3225
0.3056,0.3709,0.3235
0.3066,0.3720,0.3214
0.3086,0.3709,0.3205
0.3104,0.3702,0.3194
0.3084,0.3712,0.3204
0.3072,0.3705,0.3223
0.3030,0.3727,0.3243
0.3039,0.3739,0.3222
0.3030,0.3758,0.3212
0.3006,0.3804,0.3190
0.2994,0.3827,0.3179
0.2981,0.3851,0.3168
0.2981,0.3851,0.3168
0.2969,0.3844,0.3187
0.2987,0.3868,0.3145
0.2975,0.3892,0.3133
0.2930,0.3917,0.3153
0.2939,0.3898,0.3163
0.2971,0.3866,0.3163
0.2994,0.3853,0.3153
0.2994,0.3853,0.3153
0.2962,0.3853,0.3185
0.2962,0.3853,0.3185
0.2981,0.3846,0.3173
0.2981,0.3846,0.3173
0.2990,0.3859,0.3151
0.3000,0.3871,0.3129
0.3019,0.3864,0.3117
0.3029,0.3844,0.3127
0.3029,0.3844,0.3127
0.3016,0.3836,0.3148
0.2993,0.3849,0.3158
0.2984,0.3836,0.3180
0.2970,0.3862,0.3168
0.2937,0.3895,0.3168
0.2947,0.3874,0.3179
0.2947,0.3874,0.3179
0.2924,0.3887,0.3189
0.2923,0.3854,0.3223
0.2933,0.3867,0.3200
0.2933,0.3867,0.3200
0.2943,0.3880,0.3177
0.2919,0.3893,0.3188
0.2910,0.3879,0.3211
0.2919,0.3893,0.3188
0.2943,0.3880,0.3177
0.2933,0.3867,0.3200
0.2929,0.3906,0.3165
0.2929,0.3940,0.3131
0.2973,0.3953,0.3074
0.2983,0.3966,0.3051
0.2939,0.3953,0.3108
0.2963,0.3906,0.3131
0.2963,0.3906,0.3131
0.2996,0.3906,0.3098
0.2973,0.3919,0.3108
0.2973,0.3919,0.3108
0.2925,0.3946,0.3129
0.2925,0.3946,0.3129
0.2925,0.3946,0.3129
0.2925,0.3946,0.3129
0.2921,0.3986,0.3093
0.2897,0.4000,0.3103
0.2911,0.4041,0.3048
0.2945,0.4007,0.3048
