# Pd,Pt,Ru
0.2865,0.3802,0.3333
0.2853,0.3796,0.3351
0.2842,0.3790,0.3368
0.2831,0.3783,0.3386
0.2819,0.3777,0.3404
0.2808,0.3770,0.3422
0.2815,0.3780,0.3405
0.2830,0.3747,0.3423
0.2845,0.3740,0.3415
0.2834,0.3760,0.3406
0.2842,0.3743,0.3415
0.2857,0.3736,0.3407
0.2873,0.3702,0.3425
0.2833,0.3722,0.3445
0.2849,0.3715,0.3436
0.2865,0.3708,0.3427
0.2853,0.3701,0.3446
0.2833,0.3711,0.3456
0.2812,0.3722,0.3466
0.2800,0.3743,0.3457
0.2787,0.3736,0.3477
0.2804,0.3728,0.3468
0.2783,0.3739,0.3478
0.2799,0.3732,0.3469
0.2807,0.3743,0.3450
0.2807,0.3743,0.3450
0.2815,0.3724,0.3461
0.2824,0.3735,0.3441
0.2832,0.3717,0.3451
0.2840,0.3728,0.3432
0.2849,0.3709,0.3442
0.2849,0.3709,0.3442
0.2828,0.3720,0.3452
0.2827,0.3750,0.3423
0.2814,0.3773,0.3413
0.2874,0.3743,0.3383
0.2874,0.3743,0.3383
0.2883,0.3754,0.3363
0.2883,0.3754,0.3363
0.2883,0.3724,0.3393
0.2870,0.3746,0.3384
0.2861,0.3735,0.3404
0.2879,0.3697,0.3424
0.2866,0.3719,0.3415
0.2875,0.3700,0.3425
0.2862,0.3723,0.3415
0.2879,0.3746,0.3375
0.2879,0.3746,0.3375
0.2888,0.3758,0.3354
0.2897,0.3770,0.3333
0.2906,0.3781,0.3313
0.2943,0.3703,0.3354
0.2962,0.3694,0.3344
0.2949,0.3718,0.3333
0.2949,0.3718,0.3333
0.2968,0.3710,0.3322
0.2977,0.3722,0.3301
0.2987,0.3701,0.3312
0.2964,0.3713,0.3323
0.2984,0.3705,0.3311
0.3003,0.3697,0.3300
0.3013,0.3709,0.3278
0.2990,0.3721,0.3289
0.3000,0.3700,0.3300
0.3033,0.3700,0.3267
0.3020,0.3691,0.3289
0.3020,0.3691,0.3289
0.3020,0.3691,0.3289
0.3020,0.3658,0.3322
0.3030,0.3670,0.3300
0.3040,0.3649,0.3311
0.3051,0.3661,0.3288
0.3027,0.3674,0.3299
0.3051,0.3661,0.3288
0.3027,0.3674,0.3299
0.3027,0.3674,0.3299
0.3038,0.3686,0.3276
0.3048,0.3699,0.3253
0.3059,0.3711,0.3230
0.3072,0.3720,0.3208
0.3072,0.3720,0.3208
0.3038,0.3754,0.3208
0.3058,0.3746,0.3196
0.3045,0.3737,0.3218
0.3056,0.3750,0.3194
0.3056,0.3750,0.3194
0.3066,0.3763,0.3171
0.3077,0.3741,0.3182
0.3077,0.3741,0.3182
0.3077,0.3741,0.3182
0.3077,0.3741,0.3182
0.3066,0.3763,0.3171
0.3066,0.3763,0.3171
0.3077,0.3776,0.3147
0.3056,0.3819,0.3125
0.3056,0.3819,0.3125
0.3077,0.3811,0.3112
0.3088,0.3824,0.3088
0.3099,0.3838,0.3063
0.3088,0.3860,0.3052
0.3088,0.3860,0.3052
0.3064,0.3873,0.3063
0.3064,0.3873,0.3063
0.3074,0.3852,0.3074
0.3074,0.3852,0.3074
0.3063,0.3838,0.3099
0.3063,0.3838,0.3099
0.3085,0.3830,0.3085
0.3085,0.3830,0.3085
0.3096,0.3843,0.3061
0.3096,0.3843,0.3061
0.3107,0.3821,0.3072
0.3085,0.3830,0.3085
0.3107,0.3786,0.3107
0.3118,0.3799,0.3083
0.3093,0.3813,0.3094
0.3105,0.3790,0.3105
0.3068,0.3827,0.3105
0.3091,0.3782,0.3127
0.3066,0.3795,0.3139
0.3029,0.3796,0.3175
0.2993,0.3795,0.3212
0.3029,0.3796,0.3175
0.3040,0.3810,0.3150
0.3040,0.3810,0.3150
0.3004,0.3809,0.3187
0.3004,0.3809,0.3187
0.3026,0.3801,0.3173
0.3026,0.3801,0.3173
0.3048,0.3792,0.3160
0.3071,0.3783,0.3146
0.3108,0.3783,0.3109
0.3146,0.3745,0.3109
0.3134,0.3732,0.3134
0.3146,0.3745,0.3109
0.3146,0.3745,0.3109
0.3095,0.3811,0.3094
0.3106,0.3864,0.3030
0.3118,0.3878,0.3004
0.3106,0.3864,0.3030
0.3144,0.3864,0.2992
0.3130,0.3893,0.2977
0.3142,0.3908,0.2950
0.3180,0.3870,0.2950
0.3205,0.3861,0.2934
0.3230,0.3891,0.2879
0.3203,0.3906,0.2891
0.3255,0.3882,0.2863
0.3294,0.3843,0.2863
0.3294,0.3843,0.2863
0.3320,0.3834,0.2846
0.3307,0.3904,0.2789
0.3294,0.3889,0.2817
0.3267,0.3944,0.2789
0.3293,0.3936,0.2771
0.3306,0.3884,0.2810
0.3333,0.3917,0.2750
0.3333,0.3917,0.2750
0.3347,0.3933,0.2720
0.3389,0.3933,0.2678
0.3473,0.3891,0.2636
0.3487,0.3950,0.2563
0.3474,0.3941,0.2585
0.3517,0.3941,0.2542
0.3504,0.3974,0.2522
0.3491,0.4009,0.2500
0.3463,0.4069,0.2468
0.3494,0.4061,0.2445
0.3493,0.4105,0.2402
0.3493,0.4105,0.2402
0.3509,0.4079,0.2412
0.3568,0.4053,0.2379
0.3584,0.4071,0.2345
0.3562,0.4109,0.2329
0.3565,0.4120,0.2315
0.3628,0.4046,0.2326
0.3657,0.4028,0.2315
0.3750,0.3981,0.2269
0.3785,0.3972,0.2243
0.3803,0.3991,0.2206
0.3744,0.4123,0.2133
0.3744,0.4123,0.2133
0.3732,0.4163,0.2105
0.3732,0.4163,0.2105
0.3732,0.4211,0.2057
0.3780,0.4163,0.2057
0.3846,0.4135,0.2019
0.3913,0.4106,0.1981
0.3900,0.4100,0.2000
0.3869,0.4171,0.1960
0.3869,0.4221,0.1910
0.3909,0.4264,0.1827
0.3949,0.4256,0.1795
0.3949,0.4256,0.1795
0.3989,0.4249,0.1762
0.3989,0.4249,0.1762
0.4041,0.4249,0.1710
0.4062,0.4219,0.1719
0.4084,0.4241,0.1675
0.4074,0.4286,0.1640
0.4105,0.4316,0.1579
0.4149,0.4362,0.1489
0.4180,0.4339,0.1481
0.4225,0.4331,0.1444
0.4270,0.4324,0.1406
0.4286,0.4341,0.1373
0.4231,0.4395,0.1374
0.4199,0.4420,0.1381
0.4254,0.4420,0.1326
0.4214,0.4494,0.1292
0.4205,0.4545,0.1250
0.4195,0.4598,0.1207
0.4195,0.4713,0.1092
0.4244,0.4651,0.1105
0.4327,0.4620,0.1053
0.4390,0.4573,0.1037
0.4424,0.4606,0.0970
0.4512,0.4634,0.0854
0.4518,0.4578,0.0904
0.4573,0.4634,0.0793
0.4573,0.4573,0.0854
0.4630,0.4568,0.0802
0.4568,0.4691,0.0741
0.4630,0.4691,0.0679
0.4710,0.4710,0.0580
0.4740,0.4675,0.0585
0.4740,0.4675,0.0585
0.4771,0.4706,0.0523
0.4866,0.4667,0.0467
0.4932,0.4730,0.0338
0.4865,0.4797,0.0338
0.4931,0.4795,0.0274
0.5000,0.4792,0.0208
0.5035,0.4825,0.0140
0.5106,0.4823,0.0071
0.5175,0.4755,0.0070
0.5175,0.4825,0.0000
0.5175,0.4825,0.0000
0.5035,0.4895,0.0070
0.5105,0.4825,0.0070
0.5070,0.4930,0.0000
0.5000,0.4930,0.0070
0.5000,0.5000,0.0000
0.5035,0.4965,0.0000
0.5000,0.4929,0.0071
0.5071,0.4929,0.0000
0.5036,0.4964,0.0000
0.5071,0.4929,0.0000
0.5071,0.4929,0.0000
0.5071,0.4929,0.0000
0.5071,0.4929,0.0000
0.5071,0.4929,0.0000
0.5000,0.5000,0.0000
0.5106,0.4894,0.0000
0.5106,0.4894,0.0000
