# Pd,Pt,Ru
0.3490,0.3437,0.3073
0.3482,0.3429,0.3089
0.3474,0.3421,0.3105
0.3465,0.3413,0.3122
0.3475,0.3422,0.3103
0.3440,0.3440,0.3120
0.3423,0.3449,0.3128
0.3414,0.3441,0.3145
0.3433,0.3405,0.3162
0.3433,0.3432,0.3135
0.3451,0.3451,0.3098
0.3433,0.3461,0.3106
0.3442,0.3443,0.3115
0.3452,0.3425,0.3123
0.3444,0.3416,0.3140
0.3407,0.3435,0.3158
0.3408,0.3408,0.3184
0.3399,0.3399,0.3202
0.3409,0.3380,0.3211
0.3409,0.3380,0.3211
0.3390,0.3362,0.3248
0.3410,0.3324,0.3266
0.3372,0.3343,0.3285
0.3362,0.3362,0.3276
0.3324,0.3382,0.3294
0.3324,0.3382,0.3294
0.3343,0.3372,0.3285
0.3333,0.3363,0.3304
0.3333,0.3363,0.3304
0.3343,0.3372,0.3285
0.3343,0.3372,0.3285
0.3343,0.3372,0.3285
0.3324,0.3382,0.3294
0.3333,0.3363,0.3304
0.3323,0.3383,0.3294
0.3333,0.3363,0.3304
0.3343,0.3343,0.3314
0.3353,0.3353,0.3294
0.3374,0.3343,0.3283
0.3363,0.3364,0.3273
0.3354,0.3384,0.3262
0.3354,0.3384,0.3262
0.3344,0.3404,0.3252
0.3354,0.3384,0.3262
0.3333,0.3395,0.3272
0.3323,0.3385,0.3292
0.3333,0.3364,0.3303
0.3354,0.3354,0.3292
0.3344,0.3374,0.3282
0.3333,0.3396,0.3271
0.3354,0.3417,0.3229
0.3365,0.3428,0.3207
0.3375,0.3439,0.3186
0.3375,0.3439,0.3186
0.3333,0.3460,0.3207
0.3312,0.3471,0.3217
0.3344,0.3471,0.3185
0.3312,0.3471,0.3217
0.3323,0.3482,0.3195
0.3301,0.3494,0.3205
0.3301,0.3494,0.3205
0.3312,0.3505,0.3183
0.3269,0.3527,0.3204
0.3279,0.3539,0.3182
0.3290,0.3518,0.3192
0.3268,0.3497,0.3235
0.3279,0.3508,0.3213
0.3279,0.3508,0.3213
0.3290,0.3518,0.3192
0.3279,0.3507,0.3214
0.3301,0.3495,0.3204
0.3301,0.3495,0.3204
0.3301,0.3495,0.3204
0.3290,0.3485,0.3225
0.3290,0.3453,0.3257
0.3301,0.3464,0.3235
0.3268,0.3497,0.3235
0.3279,0.3508,0.3213
0.3256,0.3520,0.3224
0.3246,0.3541,0.3213
0.3256,0.3553,0.3191
0.3234,0.3565,0.3201
0.3234,0.3565,0.3201
0.3245,0.3576,0.3179
0.3245,0.3576,0.3179
0.3201,0.3598,0.3201
0.3212,0.3576,0.3212
0.3200,0.3567,0.3233
0.3200,0.3567,0.3233
0.3211,0.3545,0.3244
0.3244,0.3545,0.3211
0.3232,0.3536,0.3232
0.3265,0.3538,0.3197
0.3288,0.3525,0.3187
0.3311,0.3513,0.3176
0.3311,0.3513,0.3176
0.3356,0.3525,0.3119
0.3300,0.3535,0.3165
0.3367,0.3502,0.3131
0.3367,0.3535,0.3098
0.3378,0.3514,0.3108
0.3401,0.3502,0.3097
0.3412,0.3480,0.3108
0.3412,0.3514,0.3074
0.3390,0.3525,0.3085
0.3390,0.3525,0.3085
0.3425,0.3459,0.3116
0.3436,0.3471,0.3093
0.3448,0.3448,0.3104
0.3438,0.3472,0.3090
0.3472,0.3438,0.3090
0.3495,0.3460,0.3045
0.3461,0.3462,0.3077
0.3451,0.3486,0.3063
0.3486,0.3486,0.3028
0.3511,0.3475,0.3014
0.3546,0.3440,0.3014
0.3559,0.3416,0.3025
0.3594,0.3417,0.2989
0.3572,0.3464,0.2964
0.3572,0.3464,0.2964
0.3553,0.3480,0.2967
0.3556,0.3481,0.2963
0.3520,0.3521,0.2959
0.3510,0.3509,0.2981
0.3585,0.3509,0.2906
0.3547,0.3510,0.2943
0.3574,0.3498,0.2928
0.3588,0.3511,0.2901
0.3601,0.3525,0.2874
0.3605,0.3527,0.2868
0.3633,0.3516,0.2851
0.3686,0.3490,0.2824
0.3669,0.3468,0.2863
0.3674,0.3469,0.2857
0.3699,0.3496,0.2805
0.3724,0.3473,0.2803
0.3771,0.3475,0.2754
0.3660,0.3574,0.2766
0.3648,0.3605,0.2747
0.3648,0.3605,0.2747
0.3664,0.3621,0.2715
0.3645,0.3644,0.2711
0.3694,0.3603,0.2703
0.3665,0.3620,0.2715
0.3637,0.3636,0.2727
0.3624,0.3670,0.2706
0.3704,0.3657,0.2639
0.3704,0.3657,0.2639
0.3750,0.3657,0.2593
0.3738,0.3692,0.2570
0.3785,0.3645,0.2570
0.3803,0.3709,0.2488
0.3821,0.3679,0.2500
0.3853,0.3762,0.2385
0.3927,0.3744,0.2329
0.3927,0.3744,0.2329
0.3935,0.3796,0.2269
0.3917,0.3825,0.2258
0.4000,0.3762,0.2238
0.4058,0.3720,0.2222
0.4010,0.3768,0.2222
0.4098,0.3756,0.2146
0.4098,0.3756,0.2146
0.4069,0.3774,0.2157
0.4109,0.3812,0.2079
0.4129,0.3831,0.2040
0.4129,0.3831,0.2040
0.4150,0.3900,0.1950
0.4141,0.3889,0.1970
0.4112,0.3959,0.1929
0.4112,0.4061,0.1827
0.4163,0.4010,0.1827
0.4184,0.4081,0.1735
0.4184,0.4081,0.1735
0.4286,0.4021,0.1693
0.4332,0.3957,0.1711
0.4408,0.3925,0.1667
0.4439,0.3957,0.1604
0.4486,0.3946,0.1568
0.4565,0.3859,0.1576
0.4590,0.3880,0.1530
0.4585,0.3923,0.1492
0.4560,0.3956,0.1484
0.4586,0.3978,0.1436
0.4536,0.4098,0.1366
0.4556,0.4111,0.1333
0.4566,0.4104,0.1330
0.4699,0.4096,0.1205
0.4724,0.4049,0.1227
0.4753,0.4074,0.1173
0.4750,0.4063,0.1187
0.4843,0.4088,0.1069
0.4780,0.4151,0.1069
0.4873,0.4114,0.1013
0.4843,0.4214,0.0943
0.4904,0.4204,0.0892
0.4936,0.4231,0.0833
0.4936,0.4231,0.0833
0.5033,0.4183,0.0784
0.5099,0.4172,0.0729
0.5235,0.4094,0.0671
0.5203,0.4189,0.0608
0.5274,0.4178,0.0548
0.5347,0.4167,0.0486
0.5385,0.4196,0.0419
0.5461,0.4184,0.0355
0.5500,0.4214,0.0286
0.5532,0.4184,0.0284
0.5611,0.4173,0.0216
0.5572,0.4214,0.0214
0.5611,0.4245,0.0144
0.5652,0.4275,0.0073
0.5809,0.4191,0.0000
0.5809,0.4191,0.0000
0.5809,0.4191,0.0000
0.5725,0.4275,0.0000
0.5725,0.4275,0.0000
0.5725,0.4275,0.0000
0.5725,0.4275,0.0000
0.5693,0.4307,0.0000
0.5662,0.4338,0.0000
0.5630,0.4370,0.0000
0.5662,0.4338,0.0000
0.5620,0.4307,0.0073
0.5704,0.4296,0.0000
0.5704,0.4296,0.0000
0.5746,0.4254,0.0000
0.5704,0.4296,0.0000
0.5662,0.4338,0.0000
