# Pd,Pt,Ru
0.3641,0.4000,0.2359
0.3641,0.4000,0.2359
0.3660,0.3969,0.2371
0.3698,0.4010,0.2292
0.3698,0.4010,0.2292
0.3730,0.3946,0.2324
0.3708,0.4045,0.2247
0.3771,0.4000,0.2229
0.3828,0.3943,0.2229
0.3807,0.3977,0.2216
0.3750,0.4091,0.2159
0.3793,0.4138,0.2069
0.3815,0.4104,0.2081
0.3895,0.4070,0.2035
0.3977,0.4035,0.1988
0.4000,0.4059,0.1941
0.4110,0.3988,0.1902
0.4162,0.4037,0.1801
0.4088,0.4088,0.1824
0.4063,0.4125,0.1812
0.4062,0.4188,0.1750
0.4114,0.4177,0.1709
0.4177,0.4177,0.1646
0.4129,0.4258,0.1613
0.4091,0.4351,0.1558
0.4156,0.4351,0.1493
0.4248,0.4314,0.1438
0.4467,0.4200,0.1333
0.4527,0.4122,0.1351
0.4558,0.4150,0.1292
0.4658,0.4178,0.1164
0.4653,0.4167,0.1180
0.4685,0.4196,0.1119
0.4631,0.4228,0.1141
0.4694,0.4218,0.1088
0.4641,0.4379,0.0980
0.4671,0.4408,0.0921
0.4702,0.4503,0.0795
0.4631,0.4564,0.0805
0.4702,0.4503,0.0795
0.4698,0.4564,0.0738
0.4765,0.4564,0.0671
0.4762,0.4626,0.0612
0.4830,0.4626,0.0544
0.4896,0.4621,0.0483
0.4932,0.4589,0.0479
0.5069,0.4514,0.0417
0.5070,0.4583,0.0347
0.5070,0.4648,0.0282
0.5106,0.4681,0.0213
0.5108,0.4748,0.0144
0.5182,0.4745,0.0073
0.5221,0.4779,0.0000
0.5221,0.4779,0.0000
0.5221,0.4779,0.0000
0.5221,0.4779,0.0000
0.5255,0.4745,0.0000
0.5294,0.4706,0.0000
0.5294,0.4706,0.0000
0.5294,0.4706,0.0000
0.5328,0.4672,0.0000
0.5362,0.4638,0.0000
