# Pd,Pt,Ru
0.3307,0.3542,0.3151
0.3272,0.3560,0.3168
0.3281,0.3543,0.3176
0.3298,0.3509,0.3193
0.3289,0.3501,0.3210
0.3307,0.3493,0.3200
0.3298,0.3512,0.3190
0.3315,0.3504,0.3181
0.3279,0.3523,0.3198
0.3270,0.3515,0.3215
0.3279,0.3497,0.3224
0.3269,0.3489,0.3242
0.3260,0.3508,0.3232
0.3269,0.3490,0.3241
0.3287,0.3454,0.3259
0.3296,0.3464,0.3240
0.3249,0.3474,0.3277
0.3239,0.3494,0.3267
0.3200,0.3514,0.3286
0.3181,0.3553,0.3266
0.3190,0.3534,0.3276
0.3170,0.3545,0.3285
0.3141,0.3574,0.3285
0.3131,0.3565,0.3304
0.3119,0.3557,0.3324
0.3127,0.3510,0.3363
0.3145,0.3502,0.3353
0.3134,0.3523,0.3343
0.3084,0.3563,0.3353
0.3093,0.3574,0.3333
0.3072,0.3584,0.3344
0.3060,0.3576,0.3364
0.3091,0.3576,0.3333
0.3061,0.3606,0.3333
0.3091,0.3576,0.3333
0.3070,0.3587,0.3343
0.3058,0.3609,0.3333
0.3077,0.3600,0.3323
0.3117,0.3580,0.3303
0.3117,0.3580,0.3303
0.3137,0.3602,0.3261
0.3146,0.3614,0.3240
0.3146,0.3614,0.3240
0.3125,0.3625,0.3250
0.3123,0.3628,0.3249
0.3111,0.3619,0.3270
0.3121,0.3631,0.3248
0.3099,0.3642,0.3259
0.3077,0.3654,0.3269
0.3065,0.3645,0.3290
0.3087,0.3633,0.3280
0.3074,0.3625,0.3301
0.3062,0.3616,0.3322
0.3039,0.3628,0.3333
0.3049,0.3639,0.3312
0.3059,0.3651,0.3290
0.3059,0.3651,0.3290
0.3069,0.3631,0.3300
0.3046,0.3643,0.3311
0.3023,0.3655,0.3322
0.3043,0.3612,0.3345
0.3077,0.3579,0.3344
0.3098,0.3569,0.3333
0.3108,0.3547,0.3345
0.3108,0.3547,0.3345
0.3108,0.3547,0.3345
0.3098,0.3569,0.3333
0.3108,0.3581,0.3311
0.3074,0.3581,0.3345
0.3027,0.3606,0.3367
0.3027,0.3572,0.3401
0.3014,0.3596,0.3390
0.3014,0.3596,0.3390
0.3024,0.3608,0.3368
0.3035,0.3586,0.3379
0.3045,0.3599,0.3356
0.3021,0.3611,0.3368
0.3010,0.3633,0.3357
0.3000,0.3655,0.3345
0.2976,0.3668,0.3356
0.2976,0.3668,0.3356
0.2976,0.3668,0.3356
0.3010,0.3668,0.3322
0.2996,0.3659,0.3345
0.3045,0.3633,0.3322
0.3045,0.3633,0.3322
0.3021,0.3646,0.3333
0.3021,0.3646,0.3333
0.3021,0.3646,0.3333
0.3031,0.3624,0.3345
0.3021,0.3611,0.3368
0.3031,0.3589,0.3380
0.3042,0.3566,0.3392
0.2993,0.3592,0.3415
0.2968,0.3604,0.3428
0.2979,0.3581,0.3440
0.2979,0.3581,0.3440
0.2979,0.3581,0.3440
0.2989,0.3594,0.3417
0.2979,0.3617,0.3404
0.2979,0.3617,0.3404
0.2979,0.3617,0.3404
0.2958,0.3627,0.3415
0.2979,0.3581,0.3440
0.2954,0.3594,0.3452
0.2954,0.3559,0.3487
0.2964,0.3572,0.3464
0.2975,0.3548,0.3477
0.2964,0.3572,0.3464
0.2986,0.3597,0.3417
0.2996,0.3610,0.3394
0.3007,0.3587,0.3406
0.2982,0.3600,0.3418
0.2993,0.3613,0.3394
0.2956,0.3613,0.3431
0.2967,0.3626,0.3407
0.2952,0.3616,0.3432
0.2974,0.3643,0.3383
0.3000,0.3630,0.3370
0.2989,0.3616,0.3395
0.2974,0.3643,0.3383
0.2985,0.3657,0.3358
0.3022,0.3657,0.3321
0.2950,0.3717,0.3333
0.2946,0.3760,0.3294
0.3034,0.3670,0.3296
0.3045,0.3647,0.3308
0.3030,0.3674,0.3296
0.3057,0.3660,0.3283
0.3068,0.3674,0.3258
0.3106,0.3712,0.3182
0.3118,0.3726,0.3156
0.3118,0.3764,0.3118
0.3142,0.3755,0.3103
0.3180,0.3717,0.3103
0.3231,0.3731,0.3038
