# Pd,Pt,Ru
0.3412,0.3255,0.3333
0.3403,0.3272,0.3325
0.3395,0.3263,0.3342
0.3413,0.3254,0.3333
0.3378,0.3271,0.3351
0.3387,0.3280,0.3333
0.3405,0.3271,0.3324
0.3423,0.3289,0.3288
0.3415,0.3279,0.3306
0.3379,0.3297,0.3324
0.3379,0.3297,0.3324
0.3388,0.3279,0.3333
0.3406,0.3242,0.3352
0.3425,0.3232,0.3343
0.3407,0.3241,0.3352
0.3417,0.3250,0.3333
0.3436,0.3212,0.3352
0.3427,0.3230,0.3343
0.3437,0.3239,0.3324
0.3456,0.3230,0.3314
0.3447,0.3248,0.3305
0.3438,0.3238,0.3324
0.3438,0.3238,0.3324
0.3458,0.3228,0.3314
0.3439,0.3237,0.3324
0.3468,0.3237,0.3295
0.3450,0.3217,0.3333
0.3441,0.3235,0.3324
0.3461,0.3225,0.3314
0.3442,0.3234,0.3324
0.3433,0.3224,0.3343
0.3454,0.3183,0.3363
0.3464,0.3163,0.3373
0.3474,0.3142,0.3384
0.3465,0.3161,0.3374
0.3475,0.3171,0.3354
0.3476,0.3140,0.3384
0.3506,0.3140,0.3354
0.3475,0.3171,0.3354
0.3445,0.3201,0.3354
0.3405,0.3221,0.3374
0.3395,0.3210,0.3395
0.3375,0.3220,0.3405
0.3405,0.3220,0.3375
0.3416,0.3230,0.3354
0.3416,0.3230,0.3354
0.3406,0.3250,0.3344
0.3417,0.3229,0.3354
0.3438,0.3250,0.3312
0.3459,0.3239,0.3302
0.3470,0.3218,0.3312
0.3501,0.3218,0.3281
0.3513,0.3228,0.3259
0.3535,0.3185,0.3280
0.3567,0.3185,0.3248
0.3567,0.3185,0.3248
0.3567,0.3185,0.3248
0.3546,0.3195,0.3259
0.3537,0.3183,0.3280
0.3537,0.3183,0.3280
0.3537,0.3183,0.3280
0.3560,0.3171,0.3269
0.3551,0.3192,0.3257
0.3539,0.3214,0.3247
0.3506,0.3247,0.3247
0.3464,0.3268,0.3268
0.3442,0.3279,0.3279
0.3442,0.3279,0.3279
0.3443,0.3246,0.3311
0.3443,0.3246,0.3311
0.3421,0.3257,0.3322
0.3400,0.3267,0.3333
0.3378,0.3311,0.3311
0.3401,0.3333,0.3266
0.3423,0.3322,0.3255
0.3423,0.3356,0.3221
0.3412,0.3345,0.3243
0.3412,0.3345,0.3243
0.3390,0.3356,0.3254
0.3378,0.3345,0.3277
0.3402,0.3299,0.3299
0.3379,0.3310,0.3311
0.3379,0.3310,0.3311
0.3390,0.3322,0.3288
0.3402,0.3333,0.3265
0.3414,0.3310,0.3276
0.3403,0.3333,0.3264
0.3403,0.3333,0.3264
0.3403,0.3333,0.3264
0.3368,0.3368,0.3264
0.3391,0.3357,0.3252
0.3391,0.3357,0.3252
0.3391,0.3357,0.3252
0.3345,0.3380,0.3275
0.3322,0.3426,0.3252
0.3345,0.3416,0.3239
