# Pd,Pt,Ru
0.2786,0.3490,0.3724
0.2775,0.3482,0.3743
0.2763,0.3474,0.3763
0.2751,0.3492,0.3757
0.2759,0.3475,0.3766
0.2739,0.3484,0.3777
0.2754,0.3476,0.3770
0.2703,0.3513,0.3784
0.2717,0.3506,0.3777
0.2678,0.3524,0.3798
0.2685,0.3534,0.3781
0.2685,0.3562,0.3753
0.2700,0.3526,0.3774
0.2659,0.3546,0.3795
0.2646,0.3538,0.3816
0.2633,0.3557,0.3810
0.2612,0.3568,0.3820
0.2612,0.3568,0.3820
0.2627,0.3531,0.3842
0.2642,0.3494,0.3864
0.2621,0.3504,0.3875
0.2636,0.3496,0.3868
0.2615,0.3506,0.3879
0.2622,0.3516,0.3862
0.2601,0.3526,0.3873
0.2601,0.3555,0.3844
0.2580,0.3565,0.3855
0.2566,0.3557,0.3877
0.2551,0.3549,0.3900
0.2559,0.3529,0.3912
0.2574,0.3550,0.3876
0.2582,0.3531,0.3887
0.2559,0.3542,0.3899
0.2567,0.3522,0.3911
0.2567,0.3522,0.3911
0.2552,0.3561,0.3887
0.2552,0.3561,0.3887
0.2560,0.3571,0.3869
0.2567,0.3552,0.3881
0.2575,0.3533,0.3892
0.2590,0.3554,0.3856
0.2568,0.3565,0.3867
0.2584,0.3556,0.3860
0.2584,0.3556,0.3860
0.2569,0.3578,0.3853
0.2577,0.3589,0.3834
0.2577,0.3589,0.3834
0.2554,0.3600,0.3846
0.2546,0.3650,0.3804
0.2539,0.3622,0.3839
0.2570,0.3591,0.3839
0.2578,0.3602,0.3820
0.2578,0.3602,0.3820
0.2594,0.3625,0.3781
0.2602,0.3636,0.3762
0.2625,0.3625,0.3750
0.2633,0.3605,0.3762
0.2610,0.3616,0.3774
0.2618,0.3628,0.3754
0.2603,0.3651,0.3746
0.2603,0.3651,0.3746
0.2620,0.3610,0.3770
0.2620,0.3610,0.3770
0.2620,0.3610,0.3770
0.2628,0.3590,0.3782
0.2613,0.3581,0.3806
0.2645,0.3548,0.3807
0.2597,0.3572,0.3831
0.2606,0.3583,0.3811
0.2582,0.3595,0.3823
0.2599,0.3618,0.3783
0.2583,0.3609,0.3808
0.2567,0.3633,0.3800
0.2600,0.3633,0.3767
0.2618,0.3624,0.3758
0.2618,0.3624,0.3758
0.2618,0.3624,0.3758
0.2626,0.3603,0.3771
0.2610,0.3627,0.3763
0.2619,0.3639,0.3742
0.2619,0.3639,0.3742
0.2619,0.3639,0.3742
0.2603,0.3664,0.3733
0.2577,0.3677,0.3746
0.2595,0.3668,0.3737
0.2604,0.3646,0.3750
0.2613,0.3659,0.3728
0.2639,0.3646,0.3715
0.2588,0.3671,0.3741
0.2606,0.3697,0.3697
0.2624,0.3653,0.3723
0.2643,0.3643,0.3714
0.2652,0.3620,0.3728
0.2662,0.3597,0.3741
0.2662,0.3597,0.3741
0.2635,0.3610,0.3755
0.2635,0.3610,0.3755
0.2573,0.3659,0.3768
0.2555,0.3686,0.3759
0.2555,0.3686,0.3759
0.2573,0.3640,0.3787
0.2546,0.3653,0.3801
0.2565,0.3643,0.3792
0.2584,0.3633,0.3783
0.2594,0.3609,0.3797
0.2576,0.3636,0.3788
0.2557,0.3626,0.3817
0.2577,0.3615,0.3808
0.2577,0.3615,0.3808
0.2597,0.3566,0.3837
0.2597,0.3566,0.3837
0.2587,0.3591,0.3822
0.2587,0.3629,0.3784
0.2587,0.3629,0.3784
0.2597,0.3605,0.3798
0.2607,0.3580,0.3813
0.2607,0.3580,0.3813
0.2617,0.3594,0.3789
0.2617,0.3594,0.3789
0.2627,0.3569,0.3804
0.2627,0.3569,0.3804
0.2627,0.3569,0.3804
0.2656,0.3555,0.3789
0.2646,0.3541,0.3813
0.2677,0.3583,0.3740
0.2698,0.3532,0.3770
0.2709,0.3546,0.3745
0.2731,0.3494,0.3775
0.2720,0.3480,0.3800
0.2731,0.3494,0.3775
0.2742,0.3508,0.3750
0.2731,0.3494,0.3775
0.2753,0.3522,0.3725
0.2794,0.3522,0.3684
0.2753,0.3563,0.3684
0.2793,0.3563,0.3644
0.2764,0.3577,0.3659
0.2764,0.3618,0.3618
0.2775,0.3633,0.3592
0.2757,0.3663,0.3580
0.2798,0.3663,0.3539
0.2863,0.3651,0.3486
0.2875,0.3667,0.3458
0.2887,0.3640,0.3473
0.2887,0.3640,0.3473
0.2899,0.3656,0.3445
0.2924,0.3602,0.3474
0.2924,0.3559,0.3517
0.2966,0.3559,0.3475
0.2936,0.3575,0.3489
0.2919,0.3605,0.3476
