# Pd,Pt,Ru
0.3568,0.3333,0.3099
0.3586,0.3325,0.3089
0.3579,0.3316,0.3105
0.3562,0.3325,0.3113
0.3581,0.3316,0.3103
0.3600,0.3307,0.3093
0.3566,0.3324,0.3110
0.3549,0.3333,0.3118
0.3541,0.3324,0.3135
0.3533,0.3315,0.3152
0.3497,0.3333,0.3170
0.3489,0.3324,0.3187
0.3453,0.3343,0.3204
0.3463,0.3324,0.3213
0.3472,0.3333,0.3195
0.3482,0.3343,0.3175
0.3492,0.3352,0.3156
0.3483,0.3343,0.3174
0.3465,0.3352,0.3183
0.3484,0.3343,0.3173
0.3494,0.3352,0.3154
0.3504,0.3362,0.3134
0.3496,0.3381,0.3123
0.3487,0.3401,0.3112
0.3449,0.3420,0.3131
0.3469,0.3411,0.3120
0.3460,0.3402,0.3138
0.3451,0.3392,0.3157
0.3462,0.3402,0.3136
0.3472,0.3383,0.3145
0.3442,0.3413,0.3145
0.3442,0.3413,0.3145
0.3463,0.3403,0.3134
0.3454,0.3393,0.3153
0.3464,0.3404,0.3132
0.3464,0.3404,0.3132
0.3474,0.3414,0.3112
0.3496,0.3404,0.3100
0.3456,0.3425,0.3119
0.3456,0.3425,0.3119
0.3466,0.3436,0.3098
0.3457,0.3457,0.3086
0.3437,0.3467,0.3096
0.3458,0.3458,0.3084
0.3500,0.3437,0.3063
0.3511,0.3448,0.3041
0.3522,0.3459,0.3019
0.3522,0.3459,0.3019
0.3502,0.3470,0.3028
0.3533,0.3470,0.2997
0.3524,0.3492,0.2984
0.3524,0.3492,0.2984
0.3524,0.3492,0.2984
0.3535,0.3471,0.2994
0.3535,0.3471,0.2994
0.3513,0.3449,0.3038
0.3533,0.3439,0.3028
0.3524,0.3428,0.3048
0.3535,0.3408,0.3057
0.3526,0.3429,0.3045
0.3546,0.3387,0.3067
0.3558,0.3397,0.3045
0.3537,0.3408,0.3055
0.3548,0.3387,0.3065
0.3560,0.3398,0.3042
0.3571,0.3377,0.3052
0.3507,0.3409,0.3084
0.3518,0.3388,0.3094
0.3529,0.3399,0.3072
0.3475,0.3410,0.3115
0.3454,0.3421,0.3125
0.3487,0.3421,0.3092
0.3487,0.3454,0.3059
0.3488,0.3455,0.3057
0.3488,0.3455,0.3057
0.3522,0.3422,0.3056
0.3522,0.3455,0.3023
0.3545,0.3411,0.3044
0.3545,0.3411,0.3044
0.3545,0.3411,0.3044
0.3545,0.3411,0.3044
0.3545,0.3411,0.3044
0.3579,0.3378,0.3043
0.3590,0.3356,0.3054
0.3569,0.3367,0.3064
0.3603,0.3333,0.3064
0.3590,0.3356,0.3054
0.3579,0.3378,0.3043
0.3615,0.3378,0.3007
0.3606,0.3367,0.3027
0.3562,0.3390,0.3048
0.3618,0.3379,0.3003
0.3642,0.3368,0.2990
0.3646,0.3368,0.2986
0.3655,0.3345,0.3000
0.3655,0.3345,0.3000
0.3677,0.3368,0.2955
0.3655,0.3379,0.2966
0.3677,0.3368,0.2955
0.3702,0.3391,0.2907
0.3728,0.3415,0.2857
0.3719,0.3404,0.2877
0.3746,0.3392,0.2862
0.3781,0.3357,0.2862
0.3808,0.3345,0.2847
0.3786,0.3357,0.2857
0.3799,0.3369,0.2832
0.3813,0.3381,0.2806
0.3840,0.3406,0.2754
0.3818,0.3418,0.2764
0.3827,0.3429,0.2744
0.3796,0.3394,0.2810
0.3832,0.3394,0.2774
0.3787,0.3419,0.2794
0.3787,0.3382,0.2831
0.3764,0.3395,0.2841
0.3801,0.3395,0.2804
0.3764,0.3432,0.2804
0.3636,0.3523,0.2841
0.3609,0.3534,0.2857
0.3623,0.3547,0.2830
0.3598,0.3561,0.2841
0.3612,0.3536,0.2852
0.3612,0.3498,0.2890
0.3694,0.3470,0.2836
0.3731,0.3470,0.2799
0.3745,0.3483,0.2772
0.3774,0.3434,0.2792
0.3726,0.3460,0.2814
0.3702,0.3473,0.2825
0.3717,0.3448,0.2835
0.3716,0.3410,0.2874
0.3692,0.3423,0.2885
0.3707,0.3436,0.2857
0.3731,0.3423,0.2846
0.3745,0.3436,0.2819
0.3760,0.3449,0.2791
0.3774,0.3424,0.2802
0.3789,0.3438,0.2773
0.3804,0.3412,0.2784
0.3794,0.3439,0.2767
0.3785,0.3426,0.2789
0.3785,0.3426,0.2789
0.3785,0.3426,0.2789
0.3750,0.3468,0.2782
0.3750,0.3468,0.2782
0.3831,0.3427,0.2742
0.3765,0.3441,0.2794
0.3781,0.3455,0.2764
0.3781,0.3455,0.2764
0.3796,0.3510,0.2694
0.3740,0.3571,0.2689
0.3802,0.3554,0.2644
0.3802,0.3554,0.2644
0.3817,0.3569,0.2614
0.3761,0.3632,0.2607
0.3866,0.3571,0.2563
0.3810,0.3636,0.2554
0.3816,0.3596,0.2588
0.3816,0.3640,0.2544
0.3799,0.3625,0.2576
0.3799,0.3625,0.2576
0.3843,0.3624,0.2533
0.3860,0.3596,0.2544
0.3877,0.3612,0.2511
0.3818,0.3636,0.2546
0.3897,0.3521,0.2582
0.3915,0.3538,0.2547
0.3952,0.3572,0.2476
0.3925,0.3692,0.2383
0.3925,0.3692,0.2383
0.3944,0.3709,0.2347
0.3981,0.3689,0.2330
0.3922,0.3725,0.2353
0.3960,0.3713,0.2327
0.3961,0.3762,0.2277
0.4000,0.3750,0.2250
0.4100,0.3700,0.2200
0.4171,0.3668,0.2161
0.4141,0.3687,0.2172
0.4141,0.3687,0.2172
0.4184,0.3673,0.2143
0.4180,0.3704,0.2116
0.4202,0.3723,0.2075
0.4167,0.3750,0.2083
0.4249,0.3730,0.2021
0.4194,0.3817,0.1989
0.4262,0.3716,0.2022
0.4261,0.3750,0.1989
0.4333,0.3778,0.1889
0.4309,0.3812,0.1879
0.4389,0.3778,0.1833
0.4389,0.3833,0.1778
0.4389,0.3778,0.1833
0.4389,0.3778,0.1833
0.4407,0.3842,0.1751
0.4432,0.3807,0.1761
0.4379,0.3905,0.1716
0.4371,0.3952,0.1677
0.4458,0.3976,0.1566
0.4451,0.4025,0.1524
0.4478,0.3988,0.1534
0.4451,0.4025,0.1524
0.4506,0.4012,0.1482
0.4534,0.4037,0.1429
0.4563,0.4062,0.1375
0.4615,0.4103,0.1282
0.4640,0.4118,0.1242
0.4667,0.4200,0.1133
0.4631,0.4228,0.1141
0.4636,0.4238,0.1126
0.4631,0.4228,0.1141
0.4626,0.4286,0.1088
0.4589,0.4315,0.1096
0.4589,0.4384,0.1027
0.4621,0.4414,0.0965
0.4685,0.4406,0.0909
0.4755,0.4406,0.0839
0.4895,0.4336,0.0769
0.4930,0.4366,0.0704
0.4929,0.4428,0.0643
0.5000,0.4429,0.0571
0.5108,0.4460,0.0432
0.5180,0.4388,0.0432
0.5180,0.4388,0.0432
0.5147,0.4485,0.0368
0.5182,0.4453,0.0365
0.5221,0.4485,0.0294
0.5259,0.4519,0.0222
0.5263,0.4587,0.0150
0.5227,0.4621,0.0152
0.5231,0.4692,0.0077
0.5191,0.4733,0.0076
0.5267,0.4733,0.0000
0.5303,0.4697,0.0000
0.5308,0.4692,0.0000
0.5379,0.4621,0.0000
0.5344,0.4656,0.0000
0.5308,0.4692,0.0000
0.5308,0.4692,0.0000
0.5308,0.4692,0.0000
0.5385,0.4615,0.0000
0.5420,0.4580,0.0000
0.5373,0.4552,0.0075
0.5294,0.4485,0.0221
0.5368,0.4485,0.0147
0.5588,0.4412,0.0000
0.5441,0.4559,0.0000
0.5407,0.4593,0.0000
0.5448,0.4552,0.0000
0.5407,0.4593,0.0000
0.5407,0.4593,0.0000
0.5373,0.4627,0.0000
0.5338,0.4662,0.0000
0.5441,0.4559,0.0000
0.5441,0.4559,0.0000
0.5373,0.4627,0.0000
0.5373,0.4627,0.0000
0.5333,0.4667,0.0000
0.5333,0.4667,0.0000
0.5294,0.4706,0.0000
0.5299,0.4701,0.0000
