# Pd,Pt,Ru
0.3372,0.3373,0.3255
0.3346,0.3386,0.3268
0.3360,0.3399,0.3241
0.3360,0.3399,0.3241
0.3333,0.3413,0.3254
0.3333,0.3413,0.3254
0.3373,0.3413,0.3214
0.3373,0.3452,0.3175
0.3347,0.3466,0.3187
0.3373,0.3494,0.3133
0.3360,0.3520,0.3120
0.3387,0.3468,0.3145
0.3401,0.3482,0.3117
0.3441,0.3482,0.3077
0.3441,0.3522,0.3037
0.3459,0.3458,0.3083
0.3391,0.3476,0.3133
0.3362,0.3535,0.3103
0.3362,0.3535,0.3103
0.3348,0.3609,0.3043
0.3348,0.3565,0.3087
0.3362,0.3581,0.3057
0.3333,0.3641,0.3026
0.3333,0.3761,0.2906
0.3487,0.3740,0.2773
0.3502,0.3713,0.2785
0.3544,0.3755,0.2701
0.3517,0.3771,0.2712
0.3537,0.3756,0.2707
0.3584,0.3761,0.2655
0.3616,0.3750,0.2634
0.3587,0.3767,0.2646
0.3587,0.3767,0.2646
0.3565,0.3750,0.2685
0.3581,0.3721,0.2698
0.3628,0.3721,0.2651
0.3645,0.3738,0.2617
0.3679,0.3774,0.2547
0.3662,0.3803,0.2535
0.3697,0.3839,0.2464
0.3684,0.3828,0.2488
0.3713,0.3762,0.2525
0.3743,0.3744,0.2513
0.3827,0.3775,0.2398
0.3827,0.3775,0.2398
0.3866,0.3814,0.2320
0.3827,0.3775,0.2398
0.3846,0.3795,0.2359
0.3834,0.3834,0.2332
0.3854,0.3854,0.2292
0.3875,0.3874,0.2251
0.3875,0.3874,0.2251
0.3916,0.3915,0.2169
0.3874,0.3927,0.2199
0.3863,0.3968,0.2169
0.3863,0.3968,0.2169
0.3904,0.3957,0.2139
0.3946,0.3946,0.2108
0.3968,0.3967,0.2065
0.3989,0.3989,0.2022
0.3989,0.4044,0.1967
0.4044,0.4044,0.1912
0.4089,0.4088,0.1823
0.4022,0.4134,0.1844
0.4034,0.4148,0.1818
0.4091,0.4148,0.1761
0.4081,0.4195,0.1724
0.4138,0.4195,0.1667
0.4251,0.4072,0.1677
0.4277,0.4096,0.1627
0.4303,0.4121,0.1576
0.4303,0.4121,0.1576
0.4364,0.4121,0.1515
0.4417,0.4172,0.1411
0.4390,0.4146,0.1464
0.4383,0.4197,0.1420
0.4417,0.4172,0.1411
0.4383,0.4197,0.1420
0.4383,0.4197,0.1420
0.4410,0.4224,0.1366
0.4383,0.4259,0.1358
0.4410,0.4286,0.1304
0.4491,0.4371,0.1138
0.4491,0.4371,0.1138
0.4578,0.4338,0.1084
0.4578,0.4338,0.1084
0.4518,0.4458,0.1024
0.4512,0.4512,0.0976
0.4522,0.4650,0.0828
0.4534,0.4596,0.0870
0.4625,0.4562,0.0813
0.4625,0.4625,0.0750
0.4706,0.4706,0.0588
0.4650,0.4777,0.0573
0.4710,0.4710,0.0580
0.4774,0.4710,0.0516
0.4774,0.4710,0.0516
0.4740,0.4740,0.0520
0.4805,0.4740,0.0455
0.4740,0.4805,0.0455
0.4802,0.4803,0.0395
0.4768,0.4835,0.0397
0.4768,0.4901,0.0331
0.4834,0.4901,0.0265
0.4867,0.4933,0.0200
0.4867,0.5000,0.0133
0.4899,0.5034,0.0067
0.4865,0.5068,0.0067
0.4863,0.5137,0.0000
0.4863,0.5137,0.0000
0.4828,0.5172,0.0000
0.4795,0.5205,0.0000
0.4828,0.5172,0.0000
0.4759,0.5241,0.0000
0.4759,0.5241,0.0000
0.4726,0.5274,0.0000
0.4726,0.5274,0.0000
0.4694,0.5306,0.0000
0.4662,0.5338,0.0000
0.4667,0.5267,0.0066
0.4765,0.5235,0.0000
0.4832,0.5168,0.0000
0.4867,0.5133,0.0000
0.4865,0.5135,0.0000
0.4865,0.5135,0.0000
0.4830,0.5170,0.0000
0.4830,0.5170,0.0000
0.4759,0.5241,0.0000
0.4722,0.5278,0.0000
0.4722,0.5278,0.0000
0.4792,0.5208,0.0000
