# Pd,Pt,Ru
0.3412,0.3333,0.3255
0.3403,0.3351,0.3246
0.3421,0.3342,0.3237
0.3413,0.3333,0.3254
0.3404,0.3325,0.3271
0.3396,0.3342,0.3262
0.3387,0.3333,0.3280
0.3369,0.3342,0.3289
0.3379,0.3324,0.3297
0.3388,0.3306,0.3306
0.3379,0.3297,0.3324
0.3397,0.3260,0.3343
0.3389,0.3278,0.3333
0.3389,0.3278,0.3333
0.3389,0.3278,0.3333
0.3379,0.3269,0.3352
0.3333,0.3277,0.3390
0.3324,0.3268,0.3408
0.3333,0.3277,0.3390
0.3324,0.3267,0.3409
0.3343,0.3286,0.3371
0.3352,0.3296,0.3352
0.3352,0.3296,0.3352
0.3343,0.3314,0.3343
0.3324,0.3324,0.3352
0.3314,0.3314,0.3372
0.3294,0.3324,0.3382
0.3304,0.3304,0.3392
0.3294,0.3324,0.3382
0.3275,0.3333,0.3392
0.3284,0.3343,0.3373
0.3244,0.3363,0.3393
0.3244,0.3333,0.3423
0.3204,0.3353,0.3443
0.3193,0.3373,0.3434
0.3212,0.3364,0.3424
0.3201,0.3354,0.3445
0.3211,0.3333,0.3456
0.3221,0.3343,0.3436
0.3242,0.3333,0.3425
0.3200,0.3354,0.3446
0.3179,0.3364,0.3457
0.3199,0.3354,0.3447
0.3178,0.3364,0.3458
0.3178,0.3364,0.3458
0.3166,0.3386,0.3448
0.3176,0.3396,0.3428
0.3186,0.3407,0.3407
0.3155,0.3407,0.3438
0.3175,0.3397,0.3428
0.3195,0.3418,0.3387
0.3183,0.3441,0.3376
0.3183,0.3441,0.3376
0.3172,0.3430,0.3398
0.3159,0.3453,0.3388
0.3137,0.3464,0.3399
0.3158,0.3454,0.3388
0.3179,0.3444,0.3377
0.3133,0.3467,0.3400
0.3167,0.3400,0.3433
0.3177,0.3412,0.3411
0.3165,0.3434,0.3401
0.3186,0.3424,0.3390
0.3197,0.3436,0.3367
0.3208,0.3447,0.3345
0.3219,0.3459,0.3322
0.3230,0.3437,0.3333
0.3196,0.3471,0.3333
0.3196,0.3471,0.3333
0.3162,0.3505,0.3333
0.3172,0.3483,0.3345
0.3207,0.3448,0.3345
0.3218,0.3426,0.3356
0.3240,0.3380,0.3380
0.3252,0.3357,0.3391
0.3263,0.3333,0.3404
0.3239,0.3345,0.3416
0.3240,0.3345,0.3415
0.3264,0.3333,0.3403
0.3264,0.3333,0.3403
0.3275,0.3345,0.3380
0.3287,0.3322,0.3391
0.3263,0.3333,0.3404
0.3263,0.3333,0.3404
0.3275,0.3310,0.3415
0.3275,0.3310,0.3415
0.3275,0.3310,0.3415
0.3252,0.3322,0.3426
0.3252,0.3357,0.3391
0.3217,0.3357,0.3426
0.3182,0.3357,0.3461
0.3191,0.3369,0.3440
0.3178,0.3393,0.3429
0.3202,0.3381,0.3417
0.3202,0.3381,0.3417
0.3226,0.3369,0.3405
0.3249,0.3394,0.3357
0.3249,0.3394,0.3357
0.3225,0.3406,0.3369
0.3225,0.3442,0.3333
0.3225,0.3442,0.3333
0.3248,0.3394,0.3358
0.3248,0.3394,0.3358
0.3236,0.3418,0.3346
0.3236,0.3418,0.3346
0.3248,0.3431,0.3321
0.3235,0.3456,0.3309
0.3235,0.3419,0.3346
0.3235,0.3419,0.3346
0.3210,0.3432,0.3358
0.3222,0.3445,0.3333
0.3210,0.3469,0.3321
0.3197,0.3494,0.3309
0.3172,0.3507,0.3321
0.3134,0.3508,0.3358
0.3160,0.3494,0.3346
0.3134,0.3508,0.3358
0.3134,0.3545,0.3321
0.3134,0.3545,0.3321
0.3146,0.3521,0.3333
0.3146,0.3521,0.3333
0.3146,0.3521,0.3333
0.3123,0.3569,0.3308
0.3148,0.3556,0.3296
0.3172,0.3545,0.3283
0.3183,0.3521,0.3296
0.3207,0.3472,0.3321
0.3182,0.3485,0.3333
0.3206,0.3473,0.3321
0.3244,0.3473,0.3283
0.3231,0.3500,0.3269
0.3217,0.3527,0.3256
0.3243,0.3514,0.3243
0.3243,0.3514,0.3243
0.3243,0.3552,0.3205
0.3217,0.3566,0.3217
0.3256,0.3527,0.3217
0.3268,0.3541,0.3191
0.3281,0.3555,0.3164
0.3281,0.3555,0.3164
0.3242,0.3555,0.3203
0.3242,0.3555,0.3203
0.3241,0.3597,0.3162
