# Pd,Pt,Ru
0.3542,0.3229,0.3229
0.3534,0.3246,0.3220
0.3526,0.3237,0.3237
0.3492,0.3254,0.3254
0.3484,0.3245,0.3271
0.3467,0.3253,0.3280
0.3432,0.3271,0.3297
0.3450,0.3262,0.3288
0.3442,0.3279,0.3279
0.3406,0.3297,0.3297
0.3415,0.3279,0.3306
0.3406,0.3297,0.3297
0.3406,0.3297,0.3297
0.3425,0.3315,0.3260
0.3435,0.3324,0.3241
0.3417,0.3333,0.3250
0.3399,0.3315,0.3286
0.3418,0.3333,0.3249
0.3428,0.3343,0.3229
0.3428,0.3343,0.3229
0.3447,0.3333,0.3220
0.3457,0.3343,0.3200
0.3477,0.3333,0.3190
0.3487,0.3314,0.3199
0.3477,0.3333,0.3190
0.3468,0.3324,0.3208
0.3459,0.3343,0.3198
0.3480,0.3333,0.3187
0.3441,0.3353,0.3206
0.3451,0.3333,0.3216
0.3413,0.3353,0.3234
0.3393,0.3363,0.3244
0.3393,0.3363,0.3244
0.3383,0.3383,0.3234
0.3343,0.3404,0.3253
0.3353,0.3414,0.3233
0.3353,0.3414,0.3233
0.3353,0.3414,0.3233
0.3333,0.3395,0.3272
0.3323,0.3385,0.3292
0.3344,0.3374,0.3282
0.3364,0.3364,0.3272
0.3354,0.3354,0.3292
0.3375,0.3344,0.3281
0.3375,0.3344,0.3281
0.3333,0.3365,0.3302
0.3333,0.3396,0.3271
0.3344,0.3375,0.3281
0.3365,0.3333,0.3302
0.3386,0.3355,0.3259
0.3398,0.3333,0.3269
0.3419,0.3323,0.3258
0.3387,0.3355,0.3258
0.3387,0.3355,0.3258
0.3376,0.3344,0.3280
0.3376,0.3312,0.3312
0.3376,0.3280,0.3344
0.3366,0.3301,0.3333
0.3376,0.3280,0.3344
0.3387,0.3290,0.3323
0.3408,0.3280,0.3312
0.3408,0.3280,0.3312
0.3398,0.3301,0.3301
0.3418,0.3291,0.3291
0.3430,0.3269,0.3301
0.3430,0.3269,0.3301
0.3430,0.3269,0.3301
0.3430,0.3237,0.3333
0.3430,0.3237,0.3333
0.3430,0.3237,0.3333
0.3450,0.3227,0.3323
0.3462,0.3237,0.3301
0.3440,0.3248,0.3312
0.3474,0.3247,0.3279
0.3473,0.3280,0.3247
0.3495,0.3269,0.3236
0.3506,0.3247,0.3247
0.3528,0.3236,0.3236
0.3497,0.3268,0.3235
0.3508,0.3246,0.3246
0.3497,0.3235,0.3268
0.3508,0.3246,0.3246
0.3520,0.3256,0.3224
0.3532,0.3267,0.3201
