# Pd,Pt,Ru
0.3698,0.2865,0.3437
0.3691,0.2880,0.3429
0.3684,0.2869,0.3447
0.3677,0.2884,0.3439
0.3697,0.2872,0.3431
0.3697,0.2872,0.3431
0.3707,0.2853,0.3440
0.3707,0.2853,0.3440
0.3690,0.2861,0.3449
0.3700,0.2868,0.3432
0.3710,0.2849,0.3441
0.3730,0.2811,0.3459
0.3696,0.2826,0.3478
0.3706,0.2834,0.3460
0.3671,0.2849,0.3480
0.3681,0.2830,0.3489
0.3701,0.2818,0.3481
0.3722,0.2833,0.3445
0.3715,0.2821,0.3464
0.3715,0.2821,0.3464
0.3708,0.2837,0.3455
0.3672,0.2853,0.3475
0.3683,0.2861,0.3456
0.3675,0.2878,0.3447
0.3668,0.2865,0.3467
0.3678,0.2874,0.3448
0.3678,0.2874,0.3448
0.3707,0.2845,0.3448
0.3700,0.2861,0.3439
0.3721,0.2820,0.3459
0.3684,0.2836,0.3480
0.3714,0.2836,0.3450
0.3732,0.2828,0.3440
0.3714,0.2836,0.3450
0.3724,0.2815,0.3461
0.3687,0.2832,0.3481
0.3709,0.2789,0.3502
0.3702,0.2776,0.3522
0.3720,0.2768,0.3512
0.3694,0.2763,0.3543
0.3724,0.2763,0.3513
0.3708,0.2766,0.3526
0.3731,0.2752,0.3517
0.3700,0.2783,0.3517
0.3712,0.2791,0.3497
0.3735,0.2747,0.3518
0.3746,0.2694,0.3560
0.3758,0.2671,0.3571
0.3719,0.2687,0.3594
0.3719,0.2656,0.3625
0.3719,0.2656,0.3625
0.3688,0.2687,0.3625
0.3688,0.2687,0.3625
0.3688,0.2687,0.3625
0.3696,0.2671,0.3633
0.3688,0.2687,0.3625
0.3730,0.2696,0.3574
0.3742,0.2673,0.3585
0.3766,0.2626,0.3608
0.3734,0.2658,0.3608
0.3758,0.2643,0.3599
0.3750,0.2660,0.3590
0.3750,0.2660,0.3590
0.3730,0.2669,0.3601
0.3730,0.2669,0.3601
0.3698,0.2701,0.3601
0.3722,0.2718,0.3560
0.3734,0.2727,0.3539
0.3754,0.2718,0.3528
0.3778,0.2704,0.3518
0.3791,0.2712,0.3497
0.3779,0.2736,0.3485
0.3771,0.2754,0.3475
0.3750,0.2763,0.3487
0.3763,0.2739,0.3498
0.3750,0.2730,0.3520
0.3742,0.2715,0.3543
0.3733,0.2700,0.3567
0.3746,0.2675,0.3579
0.3746,0.2675,0.3579
0.3737,0.2694,0.3569
0.3742,0.2687,0.3571
0.3763,0.2678,0.3559
0.3763,0.2678,0.3559
0.3776,0.2687,0.3537
0.3789,0.2696,0.3515
0.3801,0.2706,0.3493
0.3780,0.2715,0.3505
0.3780,0.2715,0.3505
0.3780,0.2715,0.3505
0.3759,0.2724,0.3517
0.3759,0.2724,0.3517
0.3785,0.2673,0.3542
0.3785,0.2673,0.3542
0.3772,0.2699,0.3529
0.3798,0.2683,0.3519
0.3776,0.2692,0.3532
0.3728,0.2718,0.3554
0.3706,0.2727,0.3567
0.3719,0.2737,0.3544
0.3684,0.2737,0.3579
0.3697,0.2711,0.3592
0.3723,0.2695,0.3582
0.3723,0.2695,0.3582
0.3737,0.2633,0.3630
0.3759,0.2660,0.3581
0.3723,0.2695,0.3582
0.3688,0.2695,0.3617
0.3714,0.2714,0.3572
0.3728,0.2724,0.3548
0.3718,0.2744,0.3538
0.3718,0.2744,0.3538
0.3718,0.2780,0.3502
0.3746,0.2727,0.3527
0.3736,0.2711,0.3553
0.3736,0.2711,0.3553
0.3759,0.2701,0.3540
0.3727,0.2694,0.3579
0.3755,0.2714,0.3531
0.3745,0.2734,0.3521
0.3745,0.2734,0.3521
0.3773,0.2755,0.3472
0.3736,0.2755,0.3509
0.3736,0.2755,0.3509
0.3764,0.2776,0.3460
0.3741,0.2786,0.3473
0.3755,0.2797,0.3448
0.3755,0.2797,0.3448
0.3769,0.2808,0.3423
0.3784,0.2818,0.3398
0.3784,0.2818,0.3398
0.3769,0.2846,0.3385
0.3755,0.2873,0.3372
0.3799,0.2868,0.3333
0.3745,0.2869,0.3386
0.3785,0.2868,0.3347
0.3825,0.2868,0.3307
0.3800,0.2880,0.3320
0.3815,0.2892,0.3293
0.3815,0.2892,0.3293
0.3831,0.2903,0.3266
0.3806,0.2915,0.3279
0.3821,0.2927,0.3252
0.3837,0.2939,0.3224
0.3821,0.2927,0.3252
0.3766,0.2929,0.3305
0.3798,0.2911,0.3291
0.3872,0.2894,0.3234
0.3872,0.2894,0.3234
0.3950,0.2941,0.3109
0.3898,0.2966,0.3136
0.3915,0.2979,0.3106
0.3904,0.2982,0.3114
0.3938,0.2920,0.3142
0.3929,0.2946,0.3125
0.3919,0.2973,0.3108
0.3991,0.3026,0.2983
