# Au,Cu,Pt
0.3646,0.3177,0.3177
0.3639,0.3167,0.3194
0.3658,0.3132,0.3210
0.3641,0.3140,0.3219
0.3634,0.3130,0.3236
0.3617,0.3138,0.3245
0.3610,0.3128,0.3262
0.3619,0.3110,0.3271
0.3646,0.3110,0.3244
0.3646,0.3110,0.3244
0.3639,0.3127,0.3234
0.3622,0.3135,0.3243
0.3641,0.3125,0.3234
0.3634,0.3115,0.3251
0.3626,0.3105,0.3269
0.3591,0.3122,0.3287
0.3583,0.3139,0.3278
0.3603,0.3101,0.3296
0.3595,0.3118,0.3287
0.3577,0.3127,0.3296
0.3587,0.3136,0.3277
0.3551,0.3153,0.3296
0.3561,0.3163,0.3276
0.3543,0.3171,0.3286
0.3534,0.3161,0.3305
0.3497,0.3179,0.3324
0.3507,0.3160,0.3333
0.3507,0.3189,0.3304
0.3460,0.3197,0.3343
0.3441,0.3206,0.3353
0.3462,0.3195,0.3343
0.3452,0.3185,0.3363
0.3443,0.3204,0.3353
0.3404,0.3223,0.3373
0.3424,0.3212,0.3364
0.3404,0.3222,0.3374
0.3425,0.3211,0.3364
0.3436,0.3190,0.3374
0.3446,0.3169,0.3385
0.3457,0.3148,0.3395
0.3467,0.3158,0.3375
0.3489,0.3115,0.3396
0.3511,0.3103,0.3386
0.3522,0.3082,0.3396
0.3522,0.3113,0.3365
0.3522,0.3113,0.3365
0.3533,0.3123,0.3344
0.3533,0.3123,0.3344
0.3556,0.3079,0.3365
0.3535,0.3089,0.3376
0.3482,0.3131,0.3387
0.3462,0.3141,0.3397
0.3462,0.3141,0.3397
0.3484,0.3161,0.3355
0.3484,0.3161,0.3355
0.3474,0.3182,0.3344
0.3453,0.3192,0.3355
0.3410,0.3213,0.3377
0.3421,0.3224,0.3355
0.3433,0.3201,0.3366
0.3466,0.3168,0.3366
0.3466,0.3168,0.3366
0.3444,0.3179,0.3377
0.3455,0.3156,0.3389
0.3412,0.3177,0.3411
0.3401,0.3198,0.3401
0.3424,0.3152,0.3424
0.3424,0.3152,0.3424
0.3390,0.3152,0.3458
0.3412,0.3142,0.3446
0.3412,0.3142,0.3446
0.3356,0.3153,0.3491
0.3344,0.3176,0.3480
0.3345,0.3142,0.3513
0.3311,0.3176,0.3513
0.3300,0.3165,0.3535
0.3288,0.3153,0.3559
0.3311,0.3140,0.3549
0.3311,0.3140,0.3549
0.3299,0.3129,0.3572
0.3311,0.3140,0.3549
0.3322,0.3151,0.3527
0.3345,0.3140,0.3515
0.3333,0.3163,0.3504
0.3288,0.3185,0.3527
0.3265,0.3196,0.3539
0.3276,0.3207,0.3517
0.3230,0.3230,0.3540
0.3265,0.3230,0.3505
0.3276,0.3241,0.3483
0.3265,0.3230,0.3505
0.3287,0.3218,0.3495
0.3287,0.3218,0.3495
0.3310,0.3171,0.3519
0.3298,0.3158,0.3544
0.3298,0.3158,0.3544
0.3275,0.3169,0.3556
0.3275,0.3204,0.3521
0.3298,0.3191,0.3511
0.3298,0.3191,0.3511
0.3286,0.3216,0.3498
0.3286,0.3216,0.3498
0.3298,0.3191,0.3511
0.3298,0.3191,0.3511
0.3286,0.3180,0.3534
0.3274,0.3167,0.3559
0.3274,0.3203,0.3523
0.3297,0.3190,0.3513
0.3309,0.3166,0.3525
0.3333,0.3152,0.3515
0.3358,0.3102,0.3540
0.3382,0.3125,0.3493
0.3370,0.3111,0.3519
0.3358,0.3100,0.3542
0.3333,0.3111,0.3556
0.3370,0.3074,0.3556
0.3370,0.3037,0.3593
0.3346,0.3048,0.3606
0.3321,0.3100,0.3579
0.3308,0.3123,0.3569
0.3346,0.3085,0.3569
0.3358,0.3060,0.3582
0.3346,0.3083,0.3571
0.3346,0.3120,0.3534
0.3383,0.3083,0.3534
0.3396,0.3094,0.3510
0.3371,0.3106,0.3523
0.3384,0.3118,0.3498
0.3384,0.3118,0.3498
0.3384,0.3080,0.3536
0.3384,0.3080,0.3536
0.3372,0.3065,0.3563
0.3359,0.3089,0.3552
0.3359,0.3127,0.3514
0.3359,0.3127,0.3514
0.3359,0.3127,0.3514
0.3372,0.3140,0.3488
0.3372,0.3140,0.3488
0.3359,0.3164,0.3477
0.3373,0.3176,0.3451
0.3386,0.3189,0.3425
0.3360,0.3162,0.3478
0.3387,0.3187,0.3426
0.3400,0.3200,0.3400
0.3426,0.3187,0.3387
0.3440,0.3200,0.3360
0.3440,0.3240,0.3320
0.3466,0.3227,0.3307
0.3454,0.3213,0.3333
0.3454,0.3213,0.3333
0.3454,0.3213,0.3333
0.3454,0.3213,0.3333
0.3427,0.3226,0.3347
0.3427,0.3226,0.3347
0.3427,0.3226,0.3347
0.3427,0.3226,0.3347
0.3441,0.3239,0.3320
0.3441,0.3239,0.3320
0.3375,0.3250,0.3375
0.3418,0.3291,0.3291
0.3391,0.3261,0.3348
0.3392,0.3260,0.3348
0.3407,0.3230,0.3363
0.3438,0.3214,0.3348
0.3408,0.3184,0.3408
0.3437,0.3170,0.3393
0.3424,0.3153,0.3423
0.3453,0.3139,0.3408
0.3453,0.3139,0.3408
0.3543,0.3049,0.3408
0.3543,0.3049,0.3408
0.3559,0.3018,0.3423
0.3575,0.2986,0.3439
0.3545,0.3000,0.3455
0.3532,0.2982,0.3486
0.3518,0.2963,0.3519
0.3535,0.2930,0.3535
0.3615,0.2817,0.3568
0.3538,0.2877,0.3585
0.3538,0.2877,0.3585
0.3538,0.2877,0.3585
0.3505,0.2850,0.3645
0.3538,0.2830,0.3632
0.3571,0.2762,0.3667
0.3554,0.2749,0.3697
0.3602,0.2701,0.3697
0.3589,0.2679,0.3732
0.3541,0.2631,0.3828
0.3558,0.2596,0.3846
0.3582,0.2537,0.3881
