# Au,Cu,Pt
0.3385,0.3073,0.3542
0.3351,0.3089,0.3560
0.3342,0.3079,0.3579
0.3307,0.3095,0.3598
0.3298,0.3112,0.3590
0.3315,0.3075,0.3610
0.3298,0.3083,0.3619
0.3271,0.3110,0.3619
0.3261,0.3127,0.3612
0.3270,0.3135,0.3595
0.3234,0.3152,0.3614
0.3251,0.3142,0.3607
0.3214,0.3159,0.3627
0.3223,0.3168,0.3609
0.3232,0.3177,0.3591
0.3222,0.3195,0.3583
0.3195,0.3194,0.3611
0.3176,0.3203,0.3621
0.3193,0.3165,0.3642
0.3202,0.3146,0.3652
0.3183,0.3155,0.3662
0.3164,0.3164,0.3672
0.3173,0.3144,0.3683
0.3183,0.3155,0.3662
0.3173,0.3173,0.3654
0.3191,0.3134,0.3675
0.3209,0.3152,0.3639
0.3199,0.3141,0.3660
0.3208,0.3150,0.3642
0.3208,0.3150,0.3642
0.3227,0.3110,0.3663
0.3207,0.3120,0.3673
0.3226,0.3108,0.3666
0.3235,0.3118,0.3647
0.3215,0.3127,0.3658
0.3175,0.3145,0.3680
0.3185,0.3125,0.3690
0.3174,0.3114,0.3712
0.3163,0.3102,0.3735
0.3182,0.3121,0.3697
0.3151,0.3152,0.3697
0.3151,0.3152,0.3697
0.3140,0.3140,0.3720
0.3150,0.3150,0.3700
0.3119,0.3150,0.3731
0.3139,0.3169,0.3692
0.3127,0.3189,0.3684
0.3084,0.3209,0.3707
0.3094,0.3219,0.3687
0.3092,0.3249,0.3659
0.3091,0.3281,0.3628
0.3091,0.3281,0.3628
0.3103,0.3292,0.3605
0.3123,0.3312,0.3565
0.3111,0.3333,0.3556
0.3067,0.3355,0.3578
0.3077,0.3365,0.3558
0.3087,0.3376,0.3537
0.3077,0.3397,0.3526
0.3097,0.3387,0.3516
0.3097,0.3419,0.3484
0.3117,0.3409,0.3474
0.3082,0.3410,0.3508
0.3069,0.3432,0.3499
0.3046,0.3444,0.3510
0.3036,0.3465,0.3499
0.3046,0.3444,0.3510
0.3023,0.3489,0.3488
0.3000,0.3500,0.3500
0.3020,0.3490,0.3490
0.2996,0.3502,0.3502
0.2987,0.3490,0.3523
0.2987,0.3490,0.3523
