# Au,Cu,Pt
0.3620,0.3021,0.3359
0.3586,0.3037,0.3377
0.3579,0.3026,0.3395
0.3588,0.3008,0.3404
0.3554,0.3024,0.3422
0.3537,0.3032,0.3431
0.3529,0.3048,0.3423
0.3495,0.3064,0.3441
0.3504,0.3046,0.3450
0.3523,0.3008,0.3469
0.3488,0.3024,0.3488
0.3470,0.3033,0.3497
0.3452,0.3041,0.3507
0.3471,0.3003,0.3526
0.3453,0.3011,0.3536
0.3462,0.2992,0.3546
0.3472,0.3000,0.3528
0.3464,0.2989,0.3547
0.3455,0.2978,0.3567
0.3475,0.2966,0.3559
0.3485,0.2946,0.3569
0.3466,0.2954,0.3580
0.3457,0.2943,0.3600
0.3467,0.2951,0.3582
0.3477,0.2960,0.3563
0.3468,0.2977,0.3555
0.3488,0.2965,0.3547
0.3469,0.2974,0.3557
0.3490,0.2932,0.3578
0.3490,0.2932,0.3578
0.3500,0.2912,0.3588
0.3521,0.2899,0.3580
0.3501,0.2908,0.3591
0.3463,0.2925,0.3612
0.3453,0.2943,0.3604
0.3494,0.2892,0.3614
0.3535,0.2870,0.3595
0.3515,0.2879,0.3606
0.3515,0.2879,0.3606
0.3515,0.2879,0.3606
0.3495,0.2888,0.3617
0.3495,0.2888,0.3617
0.3517,0.2875,0.3608
0.3508,0.2892,0.3600
0.3530,0.2910,0.3560
0.3550,0.2901,0.3549
0.3541,0.2919,0.3540
0.3500,0.2937,0.3563
0.3522,0.2925,0.3553
0.3542,0.2916,0.3542
0.3522,0.2925,0.3553
0.3544,0.2943,0.3513
0.3567,0.2930,0.3503
0.3567,0.2930,0.3503
0.3558,0.2949,0.3493
0.3537,0.2990,0.3473
0.3537,0.2990,0.3473
0.3537,0.2990,0.3473
0.3548,0.3000,0.3452
0.3548,0.3000,0.3452
0.3549,0.3032,0.3419
0.3549,0.3032,0.3419
0.3550,0.2997,0.3453
0.3571,0.2987,0.3442
0.3583,0.2964,0.3453
0.3583,0.2964,0.3453
0.3606,0.2951,0.3443
0.3639,0.2918,0.3443
0.3639,0.2918,0.3443
0.3616,0.2964,0.3420
0.3616,0.2964,0.3420
0.3595,0.2974,0.3431
0.3595,0.2974,0.3431
0.3583,0.2964,0.3453
0.3562,0.2974,0.3464
0.3553,0.2993,0.3454
0.3565,0.3003,0.3432
0.3555,0.2990,0.3455
0.3555,0.2990,0.3455
0.3555,0.2990,0.3455
0.3522,0.2990,0.3488
0.3533,0.2967,0.3500
0.3533,0.2967,0.3500
0.3557,0.2987,0.3456
0.3591,0.2953,0.3456
0.3603,0.2963,0.3434
0.3593,0.2949,0.3458
0.3572,0.2959,0.3469
0.3538,0.2959,0.3503
0.3513,0.3007,0.3480
0.3513,0.3007,0.3480
0.3469,0.3027,0.3504
0.3447,0.3038,0.3515
0.3435,0.3061,0.3504
0.3435,0.3027,0.3538
0.3435,0.3027,0.3538
0.3459,0.3014,0.3527
0.3436,0.3024,0.3540
0.3448,0.3035,0.3517
0.3471,0.3024,0.3505
0.3436,0.3024,0.3540
0.3402,0.3058,0.3540
0.3436,0.3024,0.3540
0.3448,0.3035,0.3517
0.3460,0.3010,0.3530
0.3460,0.3010,0.3530
0.3450,0.3031,0.3519
0.3415,0.3066,0.3519
0.3450,0.3066,0.3484
0.3460,0.3045,0.3495
0.3460,0.3045,0.3495
0.3460,0.3045,0.3495
0.3438,0.3090,0.3472
0.3427,0.3112,0.3461
0.3427,0.3112,0.3461
0.3427,0.3112,0.3461
0.3403,0.3123,0.3474
0.3345,0.3169,0.3486
0.3333,0.3156,0.3511
0.3321,0.3145,0.3534
0.3298,0.3156,0.3546
0.3309,0.3132,0.3559
0.3321,0.3179,0.3500
0.3309,0.3202,0.3489
0.3309,0.3202,0.3489
0.3309,0.3166,0.3525
0.3321,0.3177,0.3502
0.3321,0.3177,0.3502
0.3357,0.3177,0.3466
0.3382,0.3200,0.3418
0.3382,0.3200,0.3418
0.3382,0.3236,0.3382
0.3358,0.3248,0.3394
0.3259,0.3258,0.3483
0.3295,0.3258,0.3447
0.3270,0.3270,0.3460
0.3295,0.3218,0.3487
0.3269,0.3231,0.3500
0.3321,0.3243,0.3436
0.3346,0.3230,0.3424
0.3359,0.3203,0.3438
0.3320,0.3203,0.3477
0.3333,0.3137,0.3530
0.3359,0.3125,0.3516
0.3385,0.3113,0.3502
0.3412,0.3059,0.3529
0.3386,0.3068,0.3546
0.3399,0.3083,0.3518
0.3333,0.3049,0.3618
0.3333,0.3045,0.3622
0.3319,0.3071,0.3610
0.3375,0.3083,0.3542
0.3305,0.3047,0.3648
0.3304,0.3044,0.3652
0.3290,0.3070,0.3640
0.3275,0.3100,0.3625
0.3290,0.3070,0.3640
0.3303,0.2987,0.3710
0.3348,0.2982,0.3670
0.3348,0.2982,0.3670
0.3318,0.2995,0.3687
0.3318,0.2995,0.3687
0.3349,0.2977,0.3674
0.3317,0.2981,0.3702
0.3301,0.3010,0.3689
0.3316,0.2965,0.3719
0.3300,0.2956,0.3744
0.3218,0.2970,0.3812
0.3234,0.2985,0.3781
0.3216,0.2965,0.3819
0.3125,0.2969,0.3906
0.3175,0.3016,0.3809
0.3191,0.2979,0.3830
0.3191,0.2979,0.3830
0.3245,0.2979,0.3776
0.3333,0.2903,0.3764
0.3369,0.2888,0.3743
0.3333,0.2850,0.3817
0.3370,0.2826,0.3804
0.3388,0.2787,0.3825
0.3370,0.2826,0.3804
0.3315,0.2818,0.3867
0.3333,0.2778,0.3889
0.3333,0.2778,0.3889
0.3333,0.2722,0.3945
0.3371,0.2640,0.3989
0.3408,0.2626,0.3966
0.3408,0.2626,0.3966
0.3390,0.2599,0.4011
0.3409,0.2557,0.4034
0.3466,0.2443,0.4091
0.3523,0.2443,0.4034
0.3543,0.2457,0.4000
0.3584,0.2370,0.4046
0.3567,0.2339,0.4094
0.3509,0.2339,0.4152
0.3491,0.2308,0.4201
0.3452,0.2322,0.4226
0.3494,0.2289,0.4217
0.3537,0.2256,0.4207
0.3558,0.2147,0.4295
0.3580,0.2161,0.4259
0.3602,0.2112,0.4286
0.3648,0.2075,0.4277
0.3631,0.2038,0.4331
0.3742,0.1935,0.4323
0.3742,0.2000,0.4258
0.3718,0.2051,0.4231
0.3742,0.2000,0.4258
0.3766,0.1948,0.4286
0.3750,0.1908,0.4342
0.3666,0.1867,0.4467
0.3643,0.1854,0.4503
0.3733,0.1800,0.4467
0.3709,0.1788,0.4503
0.3709,0.1788,0.4503
0.3775,0.1722,0.4503
0.3775,0.1722,0.4503
0.3841,0.1656,0.4503
0.3841,0.1656,0.4503
0.3867,0.1600,0.4533
0.3919,0.1486,0.4595
0.3973,0.1438,0.4589
0.3973,0.1438,0.4589
0.3946,0.1428,0.4626
0.3931,0.1379,0.4690
0.3958,0.1320,0.4722
0.3942,0.1314,0.4744
0.4000,0.1259,0.4741
0.4074,0.1185,0.4741
0.4074,0.1185,0.4741
0.4254,0.1045,0.4701
0.4179,0.1119,0.4702
0.4046,0.1069,0.4885
0.4141,0.0937,0.4922
0.4127,0.0952,0.4921
0.4202,0.0840,0.4958
0.4273,0.0855,0.4872
0.4359,0.0769,0.4872
0.4397,0.0603,0.5000
0.4397,0.0603,0.5000
0.4474,0.0526,0.5000
0.4505,0.0450,0.5045
0.4464,0.0447,0.5089
0.4513,0.0443,0.5044
0.4513,0.0443,0.5044
0.4561,0.0439,0.5000
0.4554,0.0357,0.5089
0.4554,0.0357,0.5089
0.4595,0.0270,0.5135
0.4587,0.0275,0.5138
0.4580,0.0280,0.5140
0.4712,0.0192,0.5096
0.4706,0.0098,0.5196
