# Au,Cu,Pt
0.3542,0.3229,0.3229
0.3508,0.3246,0.3246
0.3474,0.3263,0.3263
0.3439,0.3281,0.3280
0.3431,0.3271,0.3298
0.3440,0.3253,0.3307
0.3422,0.3262,0.3316
0.3441,0.3226,0.3333
0.3433,0.3216,0.3351
0.3442,0.3198,0.3360
0.3442,0.3198,0.3360
0.3424,0.3206,0.3370
0.3433,0.3188,0.3379
0.3415,0.3197,0.3388
0.3415,0.3170,0.3415
0.3406,0.3187,0.3407
0.3416,0.3196,0.3388
0.3425,0.3205,0.3370
0.3435,0.3186,0.3379
0.3454,0.3203,0.3343
0.3446,0.3193,0.3361
0.3465,0.3183,0.3352
0.3456,0.3173,0.3371
0.3447,0.3191,0.3362
0.3429,0.3200,0.3371
0.3410,0.3209,0.3381
0.3429,0.3170,0.3401
0.3420,0.3160,0.3420
0.3460,0.3109,0.3431
0.3451,0.3127,0.3422
0.3413,0.3145,0.3442
0.3403,0.3164,0.3433
0.3383,0.3174,0.3443
0.3393,0.3183,0.3424
0.3383,0.3204,0.3413
0.3383,0.3174,0.3443
0.3403,0.3193,0.3404
0.3414,0.3202,0.3384
0.3414,0.3202,0.3384
0.3444,0.3172,0.3384
0.3444,0.3172,0.3384
0.3474,0.3172,0.3354
0.3465,0.3192,0.3343
0.3456,0.3180,0.3364
0.3456,0.3180,0.3364
0.3466,0.3190,0.3344
0.3488,0.3179,0.3333
0.3488,0.3179,0.3333
0.3529,0.3158,0.3313
0.3551,0.3147,0.3302
0.3531,0.3156,0.3313
0.3520,0.3147,0.3333
0.3542,0.3135,0.3323
0.3533,0.3155,0.3312
0.3556,0.3111,0.3333
0.3556,0.3111,0.3333
0.3556,0.3111,0.3333
0.3578,0.3131,0.3291
0.3558,0.3141,0.3301
0.3590,0.3109,0.3301
0.3548,0.3129,0.3323
0.3539,0.3149,0.3312
0.3530,0.3137,0.3333
0.3553,0.3125,0.3322
0.3565,0.3102,0.3333
0.3565,0.3102,0.3333
0.3576,0.3080,0.3344
0.3522,0.3123,0.3355
0.3534,0.3133,0.3333
0.3545,0.3110,0.3345
0.3523,0.3121,0.3356
0.3547,0.3142,0.3311
0.3559,0.3119,0.3322
0.3572,0.3129,0.3299
0.3549,0.3140,0.3311
0.3584,0.3106,0.3310
0.3608,0.3127,0.3265
0.3621,0.3138,0.3241
0.3621,0.3172,0.3207
0.3646,0.3160,0.3194
