# Au,Cu,Pt
0.3412,0.3333,0.3255
0.3377,0.3351,0.3272
0.3395,0.3316,0.3289
0.3386,0.3307,0.3307
0.3378,0.3298,0.3324
0.3387,0.3280,0.3333
0.3378,0.3298,0.3324
0.3342,0.3316,0.3342
0.3352,0.3324,0.3324
0.3343,0.3315,0.3342
0.3352,0.3324,0.3324
0.3334,0.3333,0.3333
0.3352,0.3324,0.3324
0.3315,0.3342,0.3343
0.3306,0.3361,0.3333
0.3296,0.3380,0.3324
0.3277,0.3390,0.3333
0.3258,0.3399,0.3343
0.3277,0.3390,0.3333
0.3268,0.3408,0.3324
0.3286,0.3428,0.3286
0.3276,0.3419,0.3305
0.3286,0.3428,0.3286
0.3304,0.3391,0.3305
0.3314,0.3372,0.3314
0.3334,0.3333,0.3333
0.3323,0.3353,0.3324
0.3314,0.3343,0.3343
0.3294,0.3353,0.3353
0.3323,0.3353,0.3324
0.3333,0.3363,0.3304
0.3304,0.3392,0.3304
0.3313,0.3373,0.3314
0.3324,0.3353,0.3323
0.3314,0.3343,0.3343
0.3294,0.3353,0.3353
0.3313,0.3374,0.3313
0.3313,0.3374,0.3313
0.3333,0.3364,0.3303
0.3333,0.3364,0.3303
0.3323,0.3384,0.3293
0.3333,0.3395,0.3272
0.3333,0.3395,0.3272
0.3354,0.3385,0.3261
0.3374,0.3344,0.3282
0.3385,0.3354,0.3261
0.3375,0.3375,0.3250
0.3396,0.3333,0.3271
0.3396,0.3333,0.3271
0.3418,0.3291,0.3291
0.3428,0.3302,0.3270
0.3418,0.3323,0.3259
0.3418,0.3323,0.3259
0.3430,0.3301,0.3269
0.3430,0.3301,0.3269
0.3462,0.3301,0.3237
0.3452,0.3322,0.3226
0.3452,0.3290,0.3258
0.3474,0.3279,0.3247
0.3485,0.3290,0.3225
0.3497,0.3268,0.3235
0.3497,0.3268,0.3235
0.3530,0.3235,0.3235
0.3562,0.3235,0.3203
0.3562,0.3235,0.3203
0.3541,0.3246,0.3213
0.3565,0.3267,0.3168
0.3522,0.3289,0.3189
0.3488,0.3289,0.3223
0.3500,0.3267,0.3233
0.3524,0.3255,0.3221
0.3547,0.3243,0.3210
0.3559,0.3254,0.3187
0.3559,0.3288,0.3153
0.3538,0.3299,0.3163
0.3538,0.3299,0.3163
0.3538,0.3299,0.3163
0.3572,0.3265,0.3163
0.3572,0.3265,0.3163
0.3596,0.3253,0.3151
0.3574,0.3265,0.3161
0.3574,0.3265,0.3161
0.3586,0.3241,0.3173
0.3564,0.3253,0.3183
0.3542,0.3264,0.3194
0.3554,0.3275,0.3171
0.3566,0.3287,0.3147
0.3566,0.3287,0.3147
0.3601,0.3287,0.3112
0.3646,0.3264,0.3090
0.3659,0.3275,0.3066
0.3659,0.3275,0.3066
0.3684,0.3228,0.3088
0.3684,0.3228,0.3088
0.3684,0.3228,0.3088
0.3640,0.3251,0.3109
0.3666,0.3238,0.3096
0.3692,0.3226,0.3082
0.3656,0.3226,0.3118
0.3646,0.3213,0.3141
0.3637,0.3236,0.3127
0.3626,0.3224,0.3150
0.3626,0.3224,0.3150
0.3603,0.3235,0.3162
0.3616,0.3247,0.3137
0.3616,0.3247,0.3137
0.3616,0.3247,0.3137
0.3643,0.3271,0.3086
0.3680,0.3234,0.3086
0.3717,0.3197,0.3086
0.3680,0.3234,0.3086
0.3680,0.3234,0.3086
0.3694,0.3246,0.3060
0.3708,0.3258,0.3034
0.3684,0.3271,0.3045
0.3660,0.3283,0.3057
0.3661,0.3245,0.3094
0.3661,0.3245,0.3094
0.3650,0.3232,0.3118
0.3650,0.3232,0.3118
0.3650,0.3232,0.3118
0.3674,0.3220,0.3106
0.3688,0.3194,0.3118
0.3664,0.3206,0.3130
0.3664,0.3168,0.3168
0.3692,0.3154,0.3154
0.3644,0.3178,0.3178
0.3643,0.3217,0.3140
0.3633,0.3242,0.3125
0.3647,0.3216,0.3137
0.3597,0.3241,0.3162
0.3626,0.3187,0.3187
0.3614,0.3173,0.3213
0.3603,0.3158,0.3239
0.3603,0.3158,0.3239
0.3577,0.3171,0.3252
0.3618,0.3130,0.3252
0.3618,0.3130,0.3252
0.3603,0.3158,0.3239
0.3542,0.3125,0.3333
0.3577,0.3171,0.3252
0.3618,0.3171,0.3211
0.3647,0.3115,0.3238
0.3618,0.3171,0.3211
0.3515,0.3180,0.3305
0.3475,0.3220,0.3305
0.3504,0.3163,0.3333
0.3504,0.3120,0.3376
0.3547,0.3120,0.3333
0.3535,0.3103,0.3362
0.3556,0.3022,0.3422
0.3565,0.3087,0.3348
0.3565,0.3044,0.3391
0.3565,0.3044,0.3391
0.3632,0.2915,0.3453
0.3591,0.2954,0.3455
0.3591,0.2954,0.3455
0.3653,0.2922,0.3425
0.3636,0.2909,0.3455
0.3670,0.2890,0.3440
0.3641,0.2857,0.3502
0.3624,0.2844,0.3532
0.3670,0.2752,0.3578
0.3657,0.2778,0.3565
0.3721,0.2744,0.3535
0.3709,0.2723,0.3568
0.3756,0.2723,0.3521
0.3860,0.2698,0.3442
0.3925,0.2617,0.3458
0.3907,0.2605,0.3488
0.3944,0.2582,0.3474
0.3962,0.2547,0.3491
0.3812,0.2574,0.3614
0.3869,0.2563,0.3568
0.3850,0.2600,0.3550
0.3889,0.2525,0.3586
0.3939,0.2475,0.3586
0.3846,0.2513,0.3641
0.3886,0.2435,0.3679
0.3846,0.2410,0.3744
0.3866,0.2371,0.3763
0.3834,0.2332,0.3834
0.3874,0.2304,0.3822
0.3915,0.2222,0.3863
0.3957,0.2246,0.3797
0.3979,0.2204,0.3817
0.4108,0.2162,0.3730
0.4101,0.2191,0.3708
0.4152,0.2164,0.3684
0.4167,0.2143,0.3690
0.4192,0.2096,0.3712
0.4182,0.2121,0.3697
0.4177,0.2152,0.3671
0.4167,0.2115,0.3718
0.4221,0.2078,0.3701
0.4221,0.2078,0.3701
0.4351,0.2013,0.3636
0.4410,0.1925,0.3665
0.4410,0.1863,0.3727
0.4465,0.1761,0.3774
0.4506,0.1728,0.3766
0.4534,0.1677,0.3789
0.4563,0.1625,0.3812
0.4444,0.1634,0.3922
0.4408,0.1579,0.4013
0.4437,0.1523,0.4040
0.4497,0.1476,0.4027
0.4497,0.1476,0.4027
0.4467,0.1533,0.4000
0.4490,0.1428,0.4082
0.4497,0.1476,0.4027
0.4527,0.1419,0.4054
0.4490,0.1428,0.4082
0.4490,0.1428,0.4082
0.4552,0.1379,0.4069
0.4615,0.1259,0.4126
0.4685,0.1189,0.4126
0.4667,0.1200,0.4133
0.4734,0.1133,0.4133
0.4765,0.1074,0.4161
0.4765,0.1007,0.4228
0.4832,0.0940,0.4228
0.4930,0.0915,0.4155
0.4965,0.0851,0.4184
0.5036,0.0780,0.4184
0.5070,0.0775,0.4155
0.5108,0.0719,0.4173
0.5072,0.0714,0.4214
0.5073,0.0652,0.4275
0.5185,0.0593,0.4222
0.5263,0.0526,0.4211
0.5420,0.0458,0.4122
0.5426,0.0388,0.4186
0.5469,0.0312,0.4219
0.5512,0.0236,0.4252
0.5496,0.0153,0.4351
0.5538,0.0077,0.4385
0.5538,0.0077,0.4385
0.5547,0.0000,0.4453
0.5547,0.0000,0.4453
0.5469,0.0078,0.4453
0.5476,0.0000,0.4524
0.5476,0.0000,0.4524
0.5433,0.0000,0.4567
0.5360,0.0000,0.4640
0.5366,0.0000,0.4634
0.5323,0.0000,0.4677
0.5360,0.0000,0.4640
0.5397,0.0000,0.4603
0.5397,0.0000,0.4603
0.5323,0.0000,0.4677
0.5280,0.0080,0.4640
0.5323,0.0000,0.4677
0.5242,0.0081,0.4677
0.5323,0.0000,0.4677
0.5242,0.0081,0.4677
0.5285,0.0000,0.4715
0.5207,0.0000,0.4793
0.5207,0.0000,0.4793
0.5164,0.0000,0.4836
0.5164,0.0000,0.4836
0.5081,0.0161,0.4758
0.5164,0.0082,0.4754
0.5289,0.0000,0.4711
0.5210,0.0000,0.4790
0.5167,0.0083,0.4750
0.5254,0.0000,0.4746
0.5169,0.0085,0.4746
0.5254,0.0000,0.4746
0.5172,0.0000,0.4828
0.5086,0.0086,0.4828
0.5130,0.0000,0.4870
0.5175,0.0000,0.4825
0.5043,0.0085,0.4872
0.5086,0.0000,0.4914
0.5130,0.0000,0.4870
0.5088,0.0000,0.4912
0.5128,0.0000,0.4872
0.5088,0.0000,0.4912
0.5000,0.0088,0.4912
0.5000,0.0000,0.5000
0.5000,0.0086,0.4914
0.5043,0.0000,0.4957
0.5000,0.0000,0.5000
0.5000,0.0000,0.5000
