# Au,Cu,Pt
0.3333,0.3672,0.2995
0.3298,0.3691,0.3011
0.3316,0.3658,0.3026
0.3333,0.3625,0.3042
0.3351,0.3617,0.3032
0.3360,0.3600,0.3040
0.3351,0.3593,0.3056
0.3360,0.3575,0.3065
0.3387,0.3575,0.3038
0.3369,0.3585,0.3046
0.3396,0.3558,0.3046
0.3378,0.3568,0.3054
0.3397,0.3532,0.3071
0.3379,0.3542,0.3079
0.3361,0.3552,0.3087
0.3352,0.3544,0.3104
0.3370,0.3536,0.3094
0.3361,0.3528,0.3111
0.3333,0.3556,0.3111
0.3324,0.3575,0.3101
0.3333,0.3558,0.3109
0.3296,0.3577,0.3127
0.3277,0.3587,0.3136
0.3267,0.3608,0.3125
0.3276,0.3590,0.3134
0.3286,0.3600,0.3114
0.3295,0.3582,0.3123
0.3276,0.3592,0.3132
0.3266,0.3584,0.3150
0.3256,0.3575,0.3169
0.3275,0.3567,0.3158
0.3265,0.3588,0.3147
0.3245,0.3599,0.3156
0.3254,0.3580,0.3166
0.3244,0.3571,0.3185
0.3274,0.3542,0.3184
0.3284,0.3522,0.3194
0.3243,0.3544,0.3213
0.3233,0.3565,0.3202
0.3191,0.3587,0.3222
0.3191,0.3587,0.3222
0.3201,0.3598,0.3201
0.3190,0.3589,0.3221
0.3200,0.3600,0.3200
0.3231,0.3569,0.3200
0.3220,0.3560,0.3220
0.3209,0.3551,0.3240
0.3178,0.3551,0.3271
0.3156,0.3594,0.3250
0.3125,0.3594,0.3281
0.3070,0.3639,0.3291
0.3089,0.3599,0.3312
0.3089,0.3599,0.3312
0.3099,0.3578,0.3323
0.3099,0.3578,0.3323
0.3109,0.3558,0.3333
0.3141,0.3526,0.3333
0.3151,0.3537,0.3312
0.3151,0.3505,0.3344
0.3161,0.3516,0.3323
0.3161,0.3516,0.3323
0.3172,0.3495,0.3333
0.3172,0.3495,0.3333
0.3149,0.3507,0.3344
0.3182,0.3506,0.3312
0.3192,0.3518,0.3290
0.3192,0.3518,0.3290
0.3203,0.3529,0.3268
0.3224,0.3487,0.3289
0.3245,0.3510,0.3245
0.3234,0.3533,0.3233
0.3222,0.3522,0.3256
0.3222,0.3522,0.3256
0.3222,0.3522,0.3256
0.3200,0.3533,0.3267
0.3177,0.3545,0.3278
0.3144,0.3579,0.3277
0.3144,0.3612,0.3244
0.3165,0.3569,0.3266
0.3187,0.3559,0.3254
0.3197,0.3538,0.3265
0.3185,0.3527,0.3288
0.3161,0.3540,0.3299
0.3183,0.3495,0.3322
0.3194,0.3507,0.3299
0.3171,0.3519,0.3310
0.3182,0.3496,0.3322
0.3158,0.3509,0.3333
0.3158,0.3509,0.3333
0.3158,0.3509,0.3333
0.3180,0.3463,0.3357
0.3134,0.3451,0.3415
0.3098,0.3451,0.3451
0.3074,0.3463,0.3463
0.3074,0.3463,0.3463
0.3039,0.3463,0.3498
0.3050,0.3440,0.3510
0.3072,0.3464,0.3464
0.3072,0.3464,0.3464
0.3085,0.3475,0.3440
0.3096,0.3488,0.3416
0.3107,0.3500,0.3393
0.3130,0.3525,0.3345
0.3143,0.3500,0.3357
0.3130,0.3489,0.3381
0.3116,0.3514,0.3370
0.3139,0.3503,0.3358
0.3102,0.3504,0.3394
0.3102,0.3504,0.3394
0.3102,0.3504,0.3394
0.3102,0.3467,0.3431
0.3102,0.3504,0.3394
0.3088,0.3493,0.3419
0.3088,0.3493,0.3419
0.3111,0.3482,0.3407
0.3111,0.3482,0.3407
0.3074,0.3482,0.3444
0.3097,0.3507,0.3396
0.3097,0.3507,0.3396
0.3109,0.3520,0.3371
0.3120,0.3534,0.3346
0.3132,0.3547,0.3321
0.3132,0.3547,0.3321
0.3156,0.3574,0.3270
0.3168,0.3550,0.3282
0.3142,0.3563,0.3295
0.3104,0.3563,0.3333
0.3104,0.3563,0.3333
0.3104,0.3563,0.3333
0.3104,0.3563,0.3333
0.3089,0.3591,0.3320
0.3074,0.3619,0.3307
0.3074,0.3619,0.3307
0.3074,0.3619,0.3307
0.3035,0.3658,0.3307
0.3035,0.3658,0.3307
0.2996,0.3697,0.3307
0.3035,0.3658,0.3307
0.3047,0.3633,0.3320
0.3047,0.3633,0.3320
0.3074,0.3619,0.3307
0.3086,0.3594,0.3320
