# Au,Cu,Pt
0.3438,0.3255,0.3307
0.3455,0.3220,0.3325
0.3447,0.3237,0.3316
0.3430,0.3245,0.3325
0.3439,0.3254,0.3307
0.3404,0.3271,0.3325
0.3387,0.3280,0.3333
0.3396,0.3289,0.3315
0.3414,0.3280,0.3306
0.3414,0.3280,0.3306
0.3433,0.3243,0.3324
0.3442,0.3225,0.3333
0.3433,0.3215,0.3352
0.3425,0.3233,0.3342
0.3406,0.3242,0.3352
0.3370,0.3260,0.3370
0.3379,0.3241,0.3380
0.3398,0.3231,0.3371
0.3380,0.3240,0.3380
0.3380,0.3240,0.3380
0.3361,0.3249,0.3390
0.3380,0.3240,0.3380
0.3380,0.3240,0.3380
0.3371,0.3230,0.3399
0.3352,0.3239,0.3409
0.3362,0.3248,0.3390
0.3381,0.3267,0.3352
0.3372,0.3256,0.3372
0.3410,0.3238,0.3352
0.3391,0.3247,0.3362
0.3391,0.3247,0.3362
0.3410,0.3266,0.3324
0.3430,0.3227,0.3343
0.3450,0.3217,0.3333
0.3431,0.3226,0.3343
0.3441,0.3235,0.3324
0.3422,0.3245,0.3333
0.3413,0.3234,0.3353
0.3423,0.3244,0.3333
0.3443,0.3234,0.3323
0.3443,0.3234,0.3323
0.3443,0.3234,0.3323
0.3443,0.3234,0.3323
0.3434,0.3223,0.3343
0.3424,0.3212,0.3364
0.3435,0.3191,0.3374
0.3395,0.3211,0.3394
0.3344,0.3251,0.3405
0.3323,0.3262,0.3415
0.3323,0.3262,0.3415
0.3354,0.3261,0.3385
0.3344,0.3251,0.3405
0.3344,0.3282,0.3374
0.3344,0.3251,0.3405
0.3354,0.3261,0.3385
0.3344,0.3282,0.3374
0.3333,0.3302,0.3365
0.3344,0.3312,0.3344
0.3323,0.3323,0.3354
0.3312,0.3344,0.3344
0.3323,0.3323,0.3354
0.3333,0.3302,0.3365
0.3333,0.3302,0.3365
0.3323,0.3323,0.3354
0.3323,0.3323,0.3354
0.3302,0.3333,0.3365
0.3281,0.3344,0.3375
0.3270,0.3365,0.3365
0.3270,0.3365,0.3365
0.3249,0.3376,0.3375
0.3281,0.3375,0.3344
0.3291,0.3355,0.3354
0.3270,0.3365,0.3365
0.3270,0.3365,0.3365
0.3291,0.3354,0.3355
0.3301,0.3366,0.3333
0.3322,0.3323,0.3355
0.3333,0.3301,0.3366
0.3344,0.3279,0.3377
0.3344,0.3279,0.3377
0.3333,0.3268,0.3399
0.3355,0.3257,0.3388
0.3344,0.3278,0.3378
0.3344,0.3278,0.3378
0.3378,0.3278,0.3344
0.3367,0.3300,0.3333
0.3367,0.3300,0.3333
0.3345,0.3311,0.3344
0.3322,0.3322,0.3356
0.3322,0.3322,0.3356
0.3334,0.3333,0.3333
0.3322,0.3322,0.3356
0.3345,0.3310,0.3345
0.3356,0.3322,0.3322
