# Au,Cu,Pt
0.3307,0.3516,0.3177
0.3272,0.3534,0.3194
0.3290,0.3526,0.3184
0.3307,0.3492,0.3201
0.3324,0.3511,0.3165
0.3307,0.3520,0.3173
0.3271,0.3539,0.3190
0.3261,0.3558,0.3181
0.3252,0.3550,0.3198
0.3234,0.3560,0.3206
0.3224,0.3552,0.3224
0.3242,0.3544,0.3214
0.3260,0.3536,0.3204
0.3269,0.3546,0.3185
0.3259,0.3538,0.3203
0.3268,0.3520,0.3212
0.3249,0.3530,0.3221
0.3240,0.3521,0.3239
0.3258,0.3484,0.3258
0.3276,0.3476,0.3248
0.3295,0.3467,0.3238
0.3285,0.3458,0.3257
0.3266,0.3468,0.3266
0.3285,0.3430,0.3285
0.3314,0.3401,0.3285
0.3343,0.3372,0.3285
0.3324,0.3382,0.3294
0.3314,0.3372,0.3314
0.3334,0.3333,0.3333
0.3353,0.3324,0.3323
0.3363,0.3304,0.3333
0.3373,0.3314,0.3313
0.3373,0.3314,0.3313
0.3394,0.3273,0.3333
0.3414,0.3263,0.3323
0.3404,0.3283,0.3313
0.3395,0.3272,0.3333
0.3395,0.3272,0.3333
0.3405,0.3282,0.3313
0.3436,0.3282,0.3282
0.3466,0.3252,0.3282
0.3466,0.3252,0.3282
0.3457,0.3241,0.3302
0.3477,0.3231,0.3292
0.3457,0.3241,0.3302
0.3447,0.3261,0.3292
0.3458,0.3240,0.3302
0.3469,0.3250,0.3281
0.3459,0.3271,0.3270
0.3470,0.3249,0.3281
0.3470,0.3281,0.3249
0.3470,0.3312,0.3218
0.3491,0.3302,0.3207
0.3511,0.3292,0.3197
0.3470,0.3312,0.3218
0.3491,0.3270,0.3239
0.3513,0.3259,0.3228
0.3524,0.3270,0.3206
0.3514,0.3291,0.3195
0.3526,0.3269,0.3205
0.3526,0.3269,0.3205
0.3516,0.3258,0.3226
0.3528,0.3236,0.3236
0.3506,0.3247,0.3247
0.3497,0.3268,0.3235
0.3508,0.3279,0.3213
0.3532,0.3267,0.3201
0.3543,0.3245,0.3212
0.3543,0.3245,0.3212
0.3576,0.3245,0.3179
0.3567,0.3233,0.3200
0.3535,0.3266,0.3199
0.3492,0.3288,0.3220
0.3492,0.3288,0.3220
0.3492,0.3288,0.3220
0.3481,0.3311,0.3208
0.3505,0.3299,0.3196
0.3505,0.3265,0.3230
0.3529,0.3253,0.3218
0.3507,0.3264,0.3229
0.3495,0.3287,0.3218
0.3495,0.3287,0.3218
0.3519,0.3241,0.3240
0.3544,0.3228,0.3228
0.3556,0.3240,0.3204
0.3556,0.3240,0.3204
0.3511,0.3262,0.3227
0.3500,0.3250,0.3250
0.3512,0.3226,0.3262
0.3512,0.3226,0.3262
0.3525,0.3202,0.3273
0.3551,0.3188,0.3261
0.3515,0.3188,0.3297
0.3504,0.3175,0.3321
0.3480,0.3187,0.3333
0.3493,0.3198,0.3309
0.3493,0.3198,0.3309
0.3519,0.3148,0.3333
0.3531,0.3123,0.3346
0.3547,0.3132,0.3321
0.3571,0.3083,0.3346
0.3609,0.3083,0.3308
0.3585,0.3094,0.3321
0.3572,0.3120,0.3308
0.3572,0.3120,0.3308
0.3547,0.3132,0.3321
0.3523,0.3144,0.3333
0.3536,0.3118,0.3346
0.3511,0.3130,0.3359
0.3486,0.3142,0.3372
0.3513,0.3089,0.3398
0.3513,0.3089,0.3398
0.3513,0.3089,0.3398
0.3475,0.3127,0.3398
0.3502,0.3113,0.3385
0.3477,0.3125,0.3398
0.3477,0.3125,0.3398
0.3464,0.3150,0.3386
0.3464,0.3150,0.3386
0.3464,0.3150,0.3386
0.3451,0.3137,0.3412
0.3478,0.3162,0.3360
0.3492,0.3175,0.3333
0.3518,0.3162,0.3320
0.3492,0.3175,0.3333
0.3478,0.3162,0.3360
0.3518,0.3162,0.3320
0.3506,0.3147,0.3347
0.3506,0.3108,0.3386
0.3454,0.3132,0.3414
0.3454,0.3132,0.3414
0.3454,0.3132,0.3414
0.3454,0.3173,0.3373
0.3441,0.3199,0.3360
0.3469,0.3143,0.3388
0.3469,0.3102,0.3429
0.3457,0.3169,0.3374
0.3471,0.3182,0.3347
0.3471,0.3141,0.3388
0.3485,0.3154,0.3361
0.3485,0.3154,0.3361
0.3485,0.3154,0.3361
0.3444,0.3195,0.3361
0.3473,0.3180,0.3347
0.3458,0.3209,0.3333
0.3444,0.3195,0.3361
0.3444,0.3195,0.3361
0.3417,0.3208,0.3375
0.3389,0.3222,0.3389
0.3417,0.3208,0.3375
0.3446,0.3151,0.3403
0.3475,0.3093,0.3432
0.3488,0.3109,0.3403
0.3488,0.3109,0.3403
0.3517,0.3051,0.3432
0.3559,0.3051,0.3390
0.3575,0.3021,0.3404
0.3575,0.3021,0.3404
0.3590,0.3034,0.3376
0.3605,0.3004,0.3391
0.3628,0.2876,0.3496
0.3587,0.2915,0.3498
0.3575,0.2941,0.3484
0.3604,0.2928,0.3468
0.3562,0.2968,0.3470
0.3538,0.2924,0.3538
0.3524,0.2905,0.3571
0.3641,0.2857,0.3502
0.3657,0.2824,0.3519
0.3641,0.2857,0.3502
0.3670,0.2844,0.3486
0.3704,0.2824,0.3472
0.3704,0.2778,0.3518
0.3687,0.2765,0.3548
0.3657,0.2824,0.3519
0.3615,0.2817,0.3568
0.3632,0.2783,0.3585
0.3679,0.2736,0.3585
0.3709,0.2723,0.3568
0.3679,0.2736,0.3585
0.3756,0.2676,0.3568
0.3714,0.2667,0.3619
0.3714,0.2667,0.3619
0.3768,0.2609,0.3623
0.3768,0.2560,0.3672
0.3750,0.2548,0.3702
0.3768,0.2512,0.3720
0.3756,0.2488,0.3756
0.3756,0.2488,0.3756
0.3805,0.2439,0.3756
0.3903,0.2390,0.3707
0.3911,0.2327,0.3762
0.3881,0.2338,0.3781
0.3920,0.2311,0.3769
0.3940,0.2323,0.3737
0.3897,0.2308,0.3795
0.3980,0.2245,0.3775
0.3980,0.2194,0.3826
0.4000,0.2154,0.3846
0.4042,0.2124,0.3834
0.4086,0.2043,0.3871
0.4098,0.2077,0.3825
0.4144,0.2044,0.3812
0.4111,0.2056,0.3833
0.4144,0.1989,0.3867
0.4138,0.1897,0.3965
0.4152,0.1930,0.3918
0.4094,0.1871,0.4035
0.4070,0.1918,0.4012
0.4118,0.1882,0.4000
0.4142,0.1834,0.4024
0.4083,0.1834,0.4083
0.4083,0.1834,0.4083
0.4072,0.1796,0.4132
0.4062,0.1750,0.4188
0.4114,0.1772,0.4114
0.4140,0.1720,0.4140
0.4166,0.1667,0.4167
0.4258,0.1613,0.4129
0.4314,0.1503,0.4183
0.4276,0.1513,0.4211
0.4342,0.1447,0.4211
0.4444,0.1373,0.4183
0.4520,0.1233,0.4247
0.4545,0.1259,0.4196
0.4545,0.1259,0.4196
0.4615,0.1189,0.4196
0.4507,0.1197,0.4296
0.4539,0.1135,0.4326
0.4545,0.1119,0.4336
0.4539,0.1064,0.4397
0.4539,0.0993,0.4468
0.4604,0.0935,0.4461
0.4676,0.0863,0.4461
0.4676,0.0863,0.4461
0.4718,0.0845,0.4437
0.4685,0.0839,0.4476
0.4685,0.0839,0.4476
0.4718,0.0775,0.4507
0.4718,0.0775,0.4507
0.4685,0.0699,0.4616
0.4714,0.0643,0.4643
0.4676,0.0576,0.4748
0.4676,0.0576,0.4748
0.4710,0.0507,0.4783
0.4710,0.0507,0.4783
0.4710,0.0507,0.4783
0.4744,0.0511,0.4745
0.4890,0.0438,0.4672
0.4926,0.0368,0.4706
0.5000,0.0299,0.4701
0.4964,0.0360,0.4676
0.5000,0.0357,0.4643
0.5000,0.0290,0.4710
0.4963,0.0292,0.4745
0.5000,0.0221,0.4779
0.5000,0.0221,0.4779
0.5038,0.0150,0.4812
0.5075,0.0149,0.4776
0.5076,0.0151,0.4773
0.5000,0.0154,0.4846
0.5000,0.0154,0.4846
0.5000,0.0154,0.4846
0.5039,0.0155,0.4806
0.5000,0.0077,0.4923
0.4923,0.0154,0.4923
0.5039,0.0158,0.4803
0.5120,0.0080,0.4800
0.5161,0.0000,0.4839
0.5161,0.0000,0.4839
0.5200,0.0000,0.4800
0.5276,0.0000,0.4724
0.5238,0.0000,0.4762
0.5194,0.0000,0.4806
0.5159,0.0000,0.4841
0.5159,0.0000,0.4841
0.5159,0.0000,0.4841
0.5161,0.0000,0.4839
0.5242,0.0000,0.4758
0.5323,0.0000,0.4677
0.5285,0.0000,0.4715
0.5246,0.0000,0.4754
0.5285,0.0000,0.4715
0.5242,0.0000,0.4758
