# Au,Cu,Pt
0.3073,0.3437,0.3490
0.3063,0.3455,0.3482
0.3071,0.3438,0.3491
0.3061,0.3430,0.3509
0.3077,0.3422,0.3501
0.3094,0.3413,0.3493
0.3083,0.3405,0.3512
0.3046,0.3423,0.3531
0.3062,0.3388,0.3550
0.3079,0.3406,0.3515
0.3087,0.3388,0.3525
0.3087,0.3361,0.3552
0.3077,0.3379,0.3544
0.3094,0.3343,0.3563
0.3056,0.3361,0.3583
0.3064,0.3343,0.3593
0.3081,0.3333,0.3586
0.3062,0.3343,0.3595
0.3079,0.3333,0.3588
0.3088,0.3343,0.3569
0.3077,0.3333,0.3590
0.3086,0.3314,0.3600
0.3066,0.3324,0.3610
0.3046,0.3333,0.3621
0.3063,0.3324,0.3613
0.3073,0.3333,0.3594
0.3090,0.3295,0.3615
0.3099,0.3304,0.3597
0.3109,0.3284,0.3607
0.3098,0.3274,0.3628
0.3086,0.3294,0.3620
0.3095,0.3304,0.3601
0.3095,0.3333,0.3572
0.3114,0.3293,0.3593
0.3093,0.3303,0.3604
0.3112,0.3323,0.3565
0.3100,0.3344,0.3556
0.3070,0.3374,0.3556
0.3049,0.3384,0.3567
0.3079,0.3354,0.3567
0.3089,0.3333,0.3578
0.3108,0.3354,0.3538
0.3127,0.3344,0.3529
0.3084,0.3365,0.3551
0.3072,0.3386,0.3542
0.3050,0.3396,0.3554
0.3070,0.3354,0.3576
0.3070,0.3354,0.3576
0.3089,0.3376,0.3535
0.3099,0.3355,0.3546
0.3077,0.3365,0.3558
0.3077,0.3365,0.3558
0.3097,0.3387,0.3516
0.3107,0.3366,0.3527
0.3117,0.3377,0.3506
0.3084,0.3409,0.3507
0.3052,0.3442,0.3506
0.3082,0.3410,0.3508
0.3082,0.3410,0.3508
0.3059,0.3421,0.3520
0.3069,0.3399,0.3532
0.3102,0.3366,0.3532
0.3079,0.3378,0.3543
0.3067,0.3400,0.3533
0.3077,0.3378,0.3545
0.3087,0.3389,0.3524
0.3087,0.3389,0.3524
0.3064,0.3401,0.3535
0.3064,0.3434,0.3502
0.3051,0.3424,0.3525
0.3085,0.3390,0.3525
0.3106,0.3379,0.3515
0.3093,0.3402,0.3505
0.3104,0.3379,0.3517
0.3114,0.3356,0.3530
0.3101,0.3345,0.3554
0.3112,0.3322,0.3566
0.3123,0.3298,0.3579
0.3136,0.3310,0.3554
0.3112,0.3322,0.3566
0.3088,0.3333,0.3579
0.3039,0.3357,0.3604
0.3025,0.3381,0.3594
0.3025,0.3381,0.3594
0.2989,0.3381,0.3630
0.2954,0.3381,0.3665
0.2928,0.3393,0.3679
0.2878,0.3417,0.3705
0.2852,0.3430,0.3718
0.2867,0.3405,0.3728
0.2888,0.3357,0.3755
0.2924,0.3357,0.3719
0.2924,0.3394,0.3682
0.2935,0.3442,0.3623
0.2924,0.3430,0.3646
0.2950,0.3453,0.3597
0.2950,0.3453,0.3597
0.2960,0.3430,0.3610
0.2950,0.3453,0.3597
0.2986,0.3417,0.3597
0.3007,0.3442,0.3551
0.3040,0.3443,0.3517
0.3054,0.3455,0.3491
0.3018,0.3491,0.3491
0.3018,0.3455,0.3527
0.3040,0.3480,0.3480
0.3051,0.3493,0.3456
0.3088,0.3493,0.3419
0.3077,0.3480,0.3443
0.3051,0.3493,0.3456
0.3063,0.3468,0.3469
0.3026,0.3505,0.3469
0.3015,0.3492,0.3493
0.3000,0.3519,0.3481
0.3000,0.3519,0.3481
0.2985,0.3545,0.3470
0.2985,0.3545,0.3470
0.2996,0.3558,0.3446
0.3034,0.3520,0.3446
0.3034,0.3520,0.3446
0.3045,0.3534,0.3421
0.3057,0.3547,0.3396
0.3094,0.3510,0.3396
0.3068,0.3523,0.3409
0.3042,0.3536,0.3422
0.3004,0.3536,0.3460
0.2950,0.3563,0.3487
0.2912,0.3563,0.3525
0.2912,0.3563,0.3525
0.2896,0.3552,0.3552
0.2885,0.3538,0.3577
0.2907,0.3527,0.3566
0.2941,0.3490,0.3569
0.2925,0.3478,0.3597
0.2937,0.3452,0.3611
0.2948,0.3426,0.3626
0.2976,0.3413,0.3611
0.3028,0.3386,0.3586
0.3068,0.3346,0.3586
0.3092,0.3293,0.3615
0.3092,0.3293,0.3615
0.3105,0.3266,0.3629
0.3029,0.3278,0.3693
0.3067,0.3235,0.3698
0.3064,0.3277,0.3659
0.3149,0.3234,0.3617
0.3133,0.3262,0.3605
0.3186,0.3142,0.3672
0.3170,0.3125,0.3705
0.3139,0.3184,0.3677
0.3168,0.3122,0.3710
0.3182,0.3136,0.3682
0.3165,0.3165,0.3670
0.3196,0.3151,0.3653
0.3151,0.3196,0.3653
0.3196,0.3151,0.3653
0.3211,0.3119,0.3670
0.3211,0.3119,0.3670
0.3194,0.3056,0.3750
0.3209,0.3070,0.3721
0.3180,0.3041,0.3779
0.3209,0.3070,0.3721
0.3173,0.2981,0.3846
0.3171,0.3024,0.3805
0.3122,0.3024,0.3854
0.3137,0.2990,0.3873
0.3122,0.3024,0.3854
0.3202,0.3005,0.3793
0.3112,0.3010,0.3878
0.3093,0.3041,0.3866
0.3093,0.3041,0.3866
0.3125,0.2969,0.3906
0.3141,0.2932,0.3927
0.3105,0.2947,0.3948
0.3194,0.2879,0.3927
0.3228,0.2857,0.3915
0.3263,0.2790,0.3947
0.3263,0.2737,0.4000
0.3281,0.2698,0.4021
0.3297,0.2692,0.4011
0.3296,0.2737,0.3967
0.3314,0.2697,0.3989
0.3390,0.2655,0.3955
0.3390,0.2599,0.4011
0.3372,0.2571,0.4057
0.3333,0.2586,0.4081
0.3392,0.2573,0.4035
0.3432,0.2544,0.4024
0.3512,0.2500,0.3988
0.3512,0.2500,0.3988
0.3554,0.2410,0.4036
0.3515,0.2485,0.4000
0.3598,0.2439,0.3963
0.3659,0.2378,0.3963
0.3642,0.2346,0.4012
0.3642,0.2284,0.4074
0.3625,0.2250,0.4125
0.3585,0.2264,0.4151
0.3544,0.2279,0.4177
0.3503,0.2293,0.4204
0.3503,0.2229,0.4268
0.3544,0.2152,0.4304
0.3590,0.2115,0.4295
0.3654,0.2115,0.4231
0.3654,0.2051,0.4295
0.3720,0.1951,0.4329
0.3742,0.1963,0.4295
0.3781,0.1951,0.4268
0.3758,0.1939,0.4303
0.3758,0.1939,0.4303
0.3758,0.1939,0.4303
0.3765,0.1852,0.4383
0.3720,0.1890,0.4390
0.3827,0.1852,0.4321
0.3827,0.1790,0.4383
0.3875,0.1688,0.4437
0.3875,0.1750,0.4375
0.3875,0.1688,0.4437
0.3987,0.1569,0.4444
0.3974,0.1523,0.4503
0.3885,0.1529,0.4586
0.3885,0.1465,0.4650
0.3822,0.1465,0.4713
0.3846,0.1410,0.4744
0.3936,0.1290,0.4774
0.3974,0.1282,0.4744
0.3960,0.1275,0.4765
0.4014,0.1224,0.4762
0.4000,0.1172,0.4828
0.4097,0.1111,0.4792
0.4166,0.1042,0.4792
0.4126,0.0979,0.4895
0.4122,0.0878,0.5000
0.4041,0.0822,0.5137
0.4110,0.0753,0.5137
0.4167,0.0694,0.5139
0.4138,0.0690,0.5172
0.4167,0.0625,0.5208
0.4236,0.0556,0.5208
0.4236,0.0486,0.5278
0.4225,0.0423,0.5352
0.4155,0.0352,0.5493
0.4126,0.0420,0.5454
0.4113,0.0355,0.5532
0.4143,0.0357,0.5500
0.4101,0.0360,0.5539
0.4101,0.0360,0.5539
0.4101,0.0360,0.5539
0.4101,0.0360,0.5539
0.4072,0.0357,0.5571
0.4143,0.0357,0.5500
0.4203,0.0290,0.5507
0.4265,0.0220,0.5515
0.4328,0.0149,0.5523
0.4361,0.0075,0.5564
