# Au,Cu,Pt
0.3646,0.3177,0.3177
0.3639,0.3194,0.3167
0.3605,0.3211,0.3184
0.3615,0.3192,0.3193
0.3607,0.3183,0.3210
0.3600,0.3173,0.3227
0.3593,0.3190,0.3217
0.3585,0.3207,0.3208
0.3604,0.3171,0.3225
0.3587,0.3179,0.3234
0.3579,0.3170,0.3251
0.3572,0.3159,0.3269
0.3554,0.3168,0.3278
0.3563,0.3177,0.3260
0.3555,0.3167,0.3278
0.3575,0.3129,0.3296
0.3596,0.3146,0.3258
0.3616,0.3136,0.3248
0.3616,0.3136,0.3248
0.3636,0.3125,0.3239
0.3636,0.3097,0.3267
0.3600,0.3114,0.3286
0.3592,0.3103,0.3305
0.3574,0.3112,0.3314
0.3565,0.3102,0.3333
0.3576,0.3110,0.3314
0.3557,0.3119,0.3324
0.3578,0.3079,0.3343
0.3559,0.3088,0.3353
0.3580,0.3047,0.3373
0.3580,0.3047,0.3373
0.3601,0.3006,0.3393
0.3593,0.2994,0.3413
0.3604,0.2973,0.3423
0.3614,0.2982,0.3404
0.3595,0.2991,0.3414
0.3606,0.2970,0.3424
0.3586,0.2979,0.3435
0.3597,0.2988,0.3415
0.3589,0.2975,0.3436
0.3539,0.3015,0.3446
0.3529,0.3003,0.3468
0.3489,0.3022,0.3489
0.3480,0.3009,0.3511
0.3470,0.2997,0.3533
0.3470,0.3028,0.3502
0.3481,0.3006,0.3513
0.3428,0.3048,0.3524
0.3440,0.3057,0.3503
0.3451,0.3067,0.3482
0.3461,0.3045,0.3494
0.3452,0.3032,0.3516
0.3474,0.2987,0.3539
0.3474,0.2987,0.3539
0.3474,0.3019,0.3507
0.3487,0.2993,0.3520
0.3477,0.3013,0.3510
0.3477,0.3013,0.3510
0.3488,0.2990,0.3522
0.3467,0.3033,0.3500
0.3512,0.3010,0.3478
0.3502,0.3030,0.3468
0.3515,0.3004,0.3481
0.3504,0.3027,0.3469
0.3459,0.3048,0.3493
0.3483,0.3000,0.3517
0.3472,0.3021,0.3507
0.3462,0.3007,0.3531
0.3451,0.3028,0.3521
0.3475,0.2979,0.3546
0.3488,0.2989,0.3523
0.3488,0.2989,0.3523
0.3452,0.3025,0.3523
0.3428,0.3036,0.3536
0.3453,0.3022,0.3525
0.3466,0.2996,0.3538
0.3478,0.3007,0.3515
0.3466,0.2996,0.3538
0.3466,0.2996,0.3538
0.3442,0.3007,0.3551
0.3467,0.3029,0.3504
0.3456,0.3051,0.3493
0.3468,0.3063,0.3469
0.3457,0.3086,0.3457
0.3457,0.3086,0.3457
0.3470,0.3060,0.3470
0.3495,0.3048,0.3457
0.3508,0.3022,0.3470
0.3508,0.3022,0.3470
0.3508,0.3022,0.3470
0.3496,0.3045,0.3459
0.3485,0.3068,0.3447
0.3473,0.3092,0.3435
0.3487,0.3103,0.3410
0.3513,0.3089,0.3398
0.3527,0.3101,0.3372
0.3552,0.3089,0.3359
0.3539,0.3038,0.3423
0.3591,0.3050,0.3359
0.3591,0.3089,0.3320
0.3619,0.3113,0.3268
0.3633,0.3125,0.3242
0.3622,0.3110,0.3268
0.3611,0.3095,0.3294
0.3636,0.3083,0.3281
0.3647,0.3098,0.3255
0.3647,0.3098,0.3255
0.3633,0.3125,0.3242
0.3647,0.3137,0.3216
0.3676,0.3122,0.3202
0.3676,0.3122,0.3202
0.3651,0.3174,0.3175
0.3665,0.3148,0.3187
0.3665,0.3148,0.3187
0.3680,0.3120,0.3200
0.3710,0.3145,0.3145
0.3725,0.3117,0.3158
0.3755,0.3061,0.3184
0.3745,0.3086,0.3169
0.3719,0.3099,0.3182
0.3719,0.3099,0.3182
0.3719,0.3099,0.3182
0.3693,0.3112,0.3195
0.3708,0.3125,0.3167
0.3740,0.3109,0.3151
0.3740,0.3109,0.3151
0.3698,0.3067,0.3235
0.3713,0.3038,0.3249
0.3659,0.3064,0.3277
0.3671,0.3038,0.3291
0.3702,0.3064,0.3234
0.3702,0.3064,0.3234
0.3659,0.3064,0.3277
0.3702,0.3064,0.3234
0.3718,0.3077,0.3205
0.3745,0.3064,0.3191
0.3745,0.3064,0.3191
0.3718,0.3077,0.3205
0.3734,0.3047,0.3219
0.3723,0.3030,0.3247
0.3723,0.3074,0.3203
0.3680,0.3117,0.3203
0.3664,0.3103,0.3233
0.3664,0.3103,0.3233
0.3680,0.3073,0.3247
0.3636,0.3117,0.3247
0.3680,0.3073,0.3247
0.3680,0.3073,0.3247
0.3652,0.3087,0.3261
0.3609,0.3087,0.3304
0.3652,0.3087,0.3261
0.3680,0.3073,0.3247
0.3680,0.3073,0.3247
0.3723,0.3074,0.3203
0.3723,0.3074,0.3203
0.3755,0.3057,0.3188
0.3816,0.2982,0.3202
0.3783,0.3000,0.3217
0.3826,0.2957,0.3217
0.3826,0.2957,0.3217
0.3843,0.2926,0.3231
0.3887,0.2838,0.3275
0.3903,0.2851,0.3246
0.3929,0.2812,0.3259
0.3973,0.2768,0.3259
0.3946,0.2780,0.3274
0.3964,0.2748,0.3288
0.3953,0.2698,0.3349
0.3962,0.2736,0.3302
0.3991,0.2676,0.3333
0.4054,0.2613,0.3333
0.4000,0.2591,0.3409
0.4018,0.2603,0.3379
0.4037,0.2569,0.3394
0.4009,0.2581,0.3410
0.3981,0.2593,0.3426
0.4019,0.2488,0.3493
0.4078,0.2427,0.3495
0.4049,0.2439,0.3512
0.4060,0.2475,0.3465
0.4080,0.2537,0.3383
0.4080,0.2587,0.3333
0.4150,0.2500,0.3350
0.4100,0.2550,0.3350
0.4041,0.2591,0.3368
0.4093,0.2539,0.3368
0.4145,0.2487,0.3368
0.4188,0.2461,0.3351
0.4216,0.2378,0.3406
0.4219,0.2344,0.3437
0.4241,0.2304,0.3455
0.4233,0.2328,0.3439
0.4286,0.2275,0.3439
0.4392,0.2169,0.3439
0.4362,0.2181,0.3457
0.4408,0.2097,0.3495
0.4408,0.2097,0.3495
0.4457,0.2065,0.3478
0.4456,0.2011,0.3533
0.4463,0.2034,0.3503
0.4483,0.2011,0.3506
0.4425,0.1954,0.3621
0.4371,0.1976,0.3653
0.4312,0.2000,0.3688
0.4312,0.2000,0.3688
0.4277,0.1950,0.3773
0.4408,0.1776,0.3816
0.4467,0.1733,0.3800
0.4546,0.1688,0.3766
0.4510,0.1699,0.3791
0.4569,0.1656,0.3775
0.4569,0.1656,0.3775
0.4600,0.1600,0.3800
0.4600,0.1600,0.3800
0.4600,0.1600,0.3800
0.4600,0.1600,0.3800
0.4662,0.1554,0.3784
0.4726,0.1507,0.3767
0.4795,0.1438,0.3767
0.4795,0.1438,0.3767
0.4865,0.1419,0.3716
0.4830,0.1361,0.3809
0.4928,0.1286,0.3786
0.4963,0.1241,0.3796
0.4889,0.1259,0.3852
0.4887,0.1203,0.3910
0.4887,0.1203,0.3910
0.4925,0.1194,0.3881
0.4927,0.1176,0.3897
0.4925,0.1120,0.3955
0.4925,0.1120,0.3955
0.4924,0.1061,0.4015
0.4923,0.1000,0.4077
0.4923,0.1000,0.4077
0.5000,0.0938,0.4062
0.5000,0.0859,0.4141
0.5263,0.0752,0.3985
0.5343,0.0611,0.4046
0.5343,0.0611,0.4046
0.5385,0.0615,0.4000
0.5462,0.0538,0.4000
0.5691,0.0407,0.3902
0.5738,0.0410,0.3852
0.5702,0.0331,0.3967
0.5750,0.0250,0.4000
0.5750,0.0250,0.4000
0.5847,0.0170,0.3983
0.5847,0.0170,0.3983
0.5847,0.0170,0.3983
0.5897,0.0086,0.4017
0.5897,0.0086,0.4017
0.5897,0.0086,0.4017
0.6034,0.0000,0.3966
0.5932,0.0085,0.3983
0.5966,0.0000,0.4034
0.5932,0.0000,0.4068
0.5897,0.0000,0.4103
0.5932,0.0000,0.4068
0.5932,0.0000,0.4068
0.5932,0.0000,0.4068
0.5983,0.0000,0.4017
0.5932,0.0000,0.4068
0.5902,0.0164,0.3934
0.5902,0.0082,0.4016
0.5902,0.0000,0.4098
0.5820,0.0000,0.4180
0.5750,0.0000,0.4250
0.5750,0.0000,0.4250
0.5714,0.0000,0.4286
0.5630,0.0084,0.4286
0.5678,0.0000,0.4322
0.5690,0.0000,0.4310
0.5603,0.0000,0.4397
0.5517,0.0000,0.4483
0.5517,0.0000,0.4483
0.5517,0.0000,0.4483
0.5470,0.0000,0.4530
0.5478,0.0000,0.4522
0.5526,0.0000,0.4474
0.5487,0.0000,0.4513
