# Au,Cu,Pt
0.3594,0.2734,0.3672
0.3586,0.2749,0.3665
0.3579,0.2737,0.3684
0.3572,0.2751,0.3677
0.3590,0.2713,0.3697
0.3600,0.2720,0.3680
0.3600,0.2720,0.3680
0.3583,0.2727,0.3690
0.3566,0.2734,0.3700
0.3585,0.2695,0.3720
0.3567,0.2703,0.3730
0.3577,0.2710,0.3713
0.3569,0.2725,0.3706
0.3589,0.2740,0.3671
0.3581,0.2727,0.3692
0.3574,0.2742,0.3684
0.3593,0.2730,0.3677
0.3585,0.2745,0.3670
0.3578,0.2732,0.3690
0.3578,0.2704,0.3718
0.3569,0.2720,0.3711
0.3590,0.2678,0.3732
0.3600,0.2686,0.3714
0.3621,0.2672,0.3707
0.3602,0.2680,0.3718
0.3584,0.2688,0.3728
0.3576,0.2674,0.3750
0.3559,0.2676,0.3765
0.3580,0.2663,0.3757
0.3561,0.2671,0.3768
0.3571,0.2679,0.3750
0.3582,0.2687,0.3731
0.3563,0.2695,0.3742
0.3584,0.2681,0.3735
0.3595,0.2689,0.3716
0.3617,0.2705,0.3678
0.3639,0.2691,0.3670
0.3628,0.2713,0.3659
0.3608,0.2722,0.3670
0.3600,0.2708,0.3692
0.3591,0.2725,0.3684
0.3571,0.2733,0.3696
0.3560,0.2756,0.3684
0.3560,0.2756,0.3684
0.3583,0.2741,0.3676
0.3594,0.2750,0.3656
0.3585,0.2736,0.3679
0.3608,0.2753,0.3639
0.3639,0.2753,0.3608
0.3619,0.2762,0.3619
0.3630,0.2771,0.3599
0.3630,0.2771,0.3599
0.3630,0.2771,0.3599
0.3622,0.2788,0.3590
0.3645,0.2774,0.3581
0.3625,0.2783,0.3592
0.3636,0.2792,0.3572
0.3627,0.2778,0.3595
0.3660,0.2745,0.3595
0.3639,0.2754,0.3607
0.3631,0.2772,0.3597
0.3655,0.2724,0.3621
0.3655,0.2724,0.3621
0.3655,0.2724,0.3621
0.3688,0.2724,0.3588
0.3688,0.2724,0.3588
0.3700,0.2733,0.3567
0.3688,0.2757,0.3555
0.3700,0.2767,0.3533
0.3712,0.2776,0.3512
0.3700,0.2733,0.3567
0.3658,0.2752,0.3590
0.3658,0.2785,0.3557
0.3658,0.2785,0.3557
0.3658,0.2785,0.3557
0.3636,0.2795,0.3569
0.3627,0.2814,0.3559
0.3627,0.2814,0.3559
0.3583,0.2833,0.3584
0.3574,0.2818,0.3608
0.3599,0.2768,0.3633
0.3599,0.2768,0.3633
0.3599,0.2733,0.3668
0.3611,0.2743,0.3646
0.3602,0.2762,0.3636
0.3614,0.2737,0.3649
0.3604,0.2756,0.3640
0.3559,0.2776,0.3665
0.3571,0.2786,0.3643
0.3571,0.2786,0.3643
0.3571,0.2786,0.3643
0.3548,0.2796,0.3656
0.3548,0.2796,0.3656
0.3561,0.2806,0.3633
0.3538,0.2816,0.3646
0.3538,0.2816,0.3646
0.3551,0.2790,0.3659
0.3551,0.2790,0.3659
0.3527,0.2800,0.3673
0.3553,0.2821,0.3626
0.3506,0.2841,0.3653
0.3492,0.2868,0.3640
0.3480,0.2857,0.3663
0.3529,0.2831,0.3640
0.3518,0.2852,0.3630
0.3545,0.2873,0.3582
0.3582,0.2836,0.3582
0.3558,0.2846,0.3596
0.3545,0.2873,0.3582
0.3545,0.2873,0.3582
0.3571,0.2820,0.3609
0.3598,0.2841,0.3561
0.3550,0.2862,0.3588
0.3550,0.2862,0.3588
0.3550,0.2862,0.3588
0.3525,0.2874,0.3601
0.3514,0.2857,0.3629
0.3514,0.2857,0.3629
0.3514,0.2857,0.3629
0.3488,0.2868,0.3644
0.3514,0.2857,0.3629
0.3539,0.2846,0.3615
0.3514,0.2857,0.3629
