# Au,Cu,Pt
0.3333,0.3360,0.3307
0.3351,0.3351,0.3298
0.3360,0.3333,0.3307
0.3368,0.3342,0.3290
0.3386,0.3333,0.3281
0.3395,0.3316,0.3289
0.3378,0.3324,0.3298
0.3386,0.3307,0.3307
0.3378,0.3298,0.3324
0.3396,0.3262,0.3342
0.3388,0.3252,0.3360
0.3379,0.3242,0.3379
0.3388,0.3251,0.3361
0.3397,0.3233,0.3370
0.3416,0.3251,0.3333
0.3398,0.3260,0.3342
0.3425,0.3232,0.3343
0.3435,0.3241,0.3324
0.3426,0.3231,0.3343
0.3418,0.3221,0.3361
0.3427,0.3202,0.3371
0.3409,0.3211,0.3380
0.3390,0.3220,0.3390
0.3409,0.3210,0.3381
0.3390,0.3220,0.3390
0.3381,0.3238,0.3381
0.3381,0.3238,0.3381
0.3401,0.3256,0.3343
0.3362,0.3276,0.3362
0.3343,0.3285,0.3372
0.3333,0.3304,0.3363
0.3333,0.3304,0.3363
0.3353,0.3264,0.3383
0.3373,0.3284,0.3343
0.3353,0.3294,0.3353
0.3353,0.3324,0.3323
0.3364,0.3303,0.3333
0.3394,0.3303,0.3303
0.3374,0.3313,0.3313
0.3404,0.3283,0.3313
0.3394,0.3303,0.3303
0.3384,0.3293,0.3323
0.3394,0.3242,0.3364
0.3384,0.3262,0.3354
0.3384,0.3262,0.3354
0.3415,0.3262,0.3323
0.3425,0.3272,0.3303
0.3405,0.3282,0.3313
0.3415,0.3262,0.3323
0.3436,0.3251,0.3313
0.3447,0.3230,0.3323
0.3458,0.3240,0.3302
0.3478,0.3230,0.3292
0.3478,0.3230,0.3292
0.3478,0.3230,0.3292
0.3488,0.3241,0.3271
0.3467,0.3251,0.3282
0.3508,0.3231,0.3261
0.3488,0.3241,0.3271
0.3478,0.3230,0.3292
0.3469,0.3250,0.3281
0.3491,0.3239,0.3270
0.3470,0.3249,0.3281
0.3470,0.3249,0.3281
0.3481,0.3260,0.3259
0.3471,0.3280,0.3249
0.3450,0.3291,0.3259
0.3473,0.3280,0.3247
0.3484,0.3258,0.3258
0.3516,0.3226,0.3258
0.3528,0.3236,0.3236
0.3495,0.3269,0.3236
0.3507,0.3279,0.3214
0.3529,0.3301,0.3170
0.3541,0.3311,0.3148
0.3508,0.3312,0.3180
0.3520,0.3322,0.3158
0.3510,0.3311,0.3179
0.3510,0.3311,0.3179
0.3522,0.3289,0.3189
0.3478,0.3311,0.3211
0.3490,0.3289,0.3221
0.3490,0.3289,0.3221
0.3446,0.3311,0.3243
0.3458,0.3288,0.3254
0.3470,0.3265,0.3265
0.3447,0.3277,0.3276
0.3436,0.3265,0.3299
0.3460,0.3218,0.3322
0.3438,0.3229,0.3333
0.3449,0.3206,0.3345
0.3461,0.3182,0.3357
0.3474,0.3158,0.3368
0.3498,0.3145,0.3357
0.3498,0.3145,0.3357
0.3534,0.3145,0.3321
0.3546,0.3156,0.3298
0.3559,0.3167,0.3274
0.3548,0.3154,0.3298
0.3548,0.3154,0.3298
0.3548,0.3190,0.3262
0.3574,0.3213,0.3213
0.3574,0.3213,0.3213
0.3538,0.3249,0.3213
0.3514,0.3261,0.3225
0.3514,0.3261,0.3225
0.3478,0.3297,0.3225
0.3491,0.3273,0.3236
0.3480,0.3297,0.3223
0.3480,0.3297,0.3223
0.3432,0.3321,0.3247
0.3456,0.3309,0.3235
0.3445,0.3296,0.3259
0.3420,0.3309,0.3271
0.3457,0.3272,0.3271
0.3446,0.3258,0.3296
0.3446,0.3258,0.3296
0.3458,0.3271,0.3271
0.3434,0.3283,0.3283
0.3458,0.3271,0.3271
0.3472,0.3245,0.3283
0.3472,0.3245,0.3283
0.3434,0.3283,0.3283
0.3421,0.3271,0.3308
0.3447,0.3258,0.3295
0.3447,0.3258,0.3295
0.3434,0.3245,0.3321
0.3384,0.3270,0.3346
0.3346,0.3270,0.3384
0.3346,0.3232,0.3422
0.3384,0.3232,0.3384
0.3397,0.3244,0.3359
0.3397,0.3244,0.3359
0.3435,0.3244,0.3321
0.3473,0.3244,0.3283
0.3372,0.3255,0.3373
0.3333,0.3294,0.3373
0.3333,0.3294,0.3373
0.3333,0.3294,0.3373
0.3360,0.3240,0.3400
0.3374,0.3253,0.3373
0.3374,0.3253,0.3373
0.3387,0.3266,0.3347
0.3360,0.3280,0.3360
0.3374,0.3252,0.3374
0.3374,0.3211,0.3415
0.3402,0.3156,0.3442
0.3402,0.3156,0.3442
0.3402,0.3115,0.3483
0.3430,0.3099,0.3471
0.3458,0.3042,0.3500
0.3512,0.3017,0.3471
0.3512,0.3017,0.3471
0.3500,0.3000,0.3500
0.3514,0.2971,0.3515
0.3405,0.3017,0.3578
0.3435,0.2956,0.3609
0.3494,0.2969,0.3537
0.3617,0.2851,0.3532
0.3648,0.2790,0.3562
0.3648,0.2790,0.3562
0.3673,0.2699,0.3628
0.3632,0.2691,0.3677
0.3665,0.2670,0.3665
0.3636,0.2682,0.3682
0.3636,0.2682,0.3682
0.3607,0.2694,0.3699
0.3585,0.2689,0.3726
0.3572,0.2714,0.3714
0.3606,0.2692,0.3702
0.3592,0.2670,0.3738
0.3592,0.2670,0.3738
0.3547,0.2660,0.3793
0.3571,0.2602,0.3827
0.3575,0.2591,0.3834
0.3542,0.2604,0.3854
0.3579,0.2526,0.3895
0.3508,0.2565,0.3927
0.3579,0.2474,0.3947
0.3579,0.2474,0.3947
0.3564,0.2447,0.3989
0.3529,0.2407,0.4064
0.3548,0.2366,0.4086
0.3549,0.2419,0.4032
0.3568,0.2378,0.4054
0.3606,0.2350,0.4044
0.3661,0.2295,0.4044
0.3693,0.2216,0.4091
0.3757,0.2139,0.4104
0.3765,0.2118,0.4117
0.3832,0.2096,0.4072
0.3855,0.2109,0.4036
0.3856,0.2048,0.4096
0.3842,0.2073,0.4085
0.3889,0.2099,0.4012
0.3851,0.2050,0.4099
0.3896,0.1948,0.4156
0.3974,0.1854,0.4172
0.3907,0.1987,0.4106
0.3907,0.1987,0.4106
0.3893,0.1946,0.4161
0.3877,0.1905,0.4218
0.3877,0.1905,0.4218
0.4000,0.1862,0.4138
0.3973,0.1918,0.4109
0.3958,0.1875,0.4167
0.3916,0.1818,0.4266
0.3901,0.1773,0.4326
0.3813,0.1799,0.4388
0.3913,0.1812,0.4275
0.3885,0.1727,0.4388
0.3885,0.1655,0.4460
0.3913,0.1594,0.4493
0.3897,0.1544,0.4559
0.3942,0.1460,0.4598
0.3824,0.1397,0.4779
0.3897,0.1397,0.4706
0.3852,0.1333,0.4815
0.3926,0.1259,0.4815
0.3971,0.1250,0.4779
0.3955,0.1194,0.4851
0.3940,0.1136,0.4924
0.3939,0.1061,0.5000
0.3939,0.1061,0.5000
0.4015,0.0985,0.5000
0.4091,0.0909,0.5000
0.4231,0.0769,0.5000
0.4231,0.0769,0.5000
0.4308,0.0692,0.5000
0.4419,0.0620,0.4961
0.4410,0.0472,0.5118
0.4488,0.0473,0.5039
0.4667,0.0333,0.5000
0.4786,0.0342,0.4872
0.4827,0.0259,0.4914
0.4827,0.0259,0.4914
0.4912,0.0176,0.4912
0.4956,0.0177,0.4867
0.4956,0.0177,0.4867
0.4912,0.0263,0.4825
