# Au,Cu,Pt
0.3516,0.2864,0.3620
0.3508,0.2853,0.3639
0.3526,0.2816,0.3658
0.3519,0.2804,0.3677
0.3501,0.2812,0.3687
0.3484,0.2819,0.3697
0.3476,0.2834,0.3690
0.3495,0.2822,0.3683
0.3513,0.2838,0.3649
0.3505,0.2826,0.3669
0.3497,0.2814,0.3689
0.3507,0.2794,0.3699
0.3534,0.2767,0.3699
0.3526,0.2782,0.3692
0.3554,0.2755,0.3691
0.3574,0.2742,0.3684
0.3593,0.2730,0.3677
0.3603,0.2738,0.3659
0.3603,0.2766,0.3631
0.3595,0.2753,0.3652
0.3577,0.2761,0.3662
0.3588,0.2768,0.3644
0.3580,0.2784,0.3636
0.3600,0.2743,0.3657
0.3582,0.2751,0.3667
0.3592,0.2759,0.3649
0.3602,0.2767,0.3631
0.3565,0.2783,0.3652
0.3557,0.2799,0.3644
0.3567,0.2778,0.3655
0.3559,0.2794,0.3647
0.3569,0.2803,0.3628
0.3591,0.2789,0.3620
0.3601,0.2768,0.3631
0.3612,0.2746,0.3642
0.3593,0.2784,0.3623
0.3615,0.2771,0.3614
0.3615,0.2771,0.3614
0.3606,0.2788,0.3606
0.3587,0.2796,0.3617
0.3578,0.2783,0.3639
0.3578,0.2783,0.3639
0.3569,0.2769,0.3662
0.3580,0.2778,0.3642
0.3591,0.2787,0.3622
0.3602,0.2764,0.3634
0.3602,0.2764,0.3634
0.3622,0.2756,0.3622
0.3634,0.2764,0.3602
0.3634,0.2764,0.3602
0.3653,0.2756,0.3591
0.3625,0.2750,0.3625
0.3625,0.2750,0.3625
0.3637,0.2727,0.3636
0.3659,0.2713,0.3628
0.3648,0.2704,0.3648
0.3671,0.2690,0.3639
0.3683,0.2698,0.3619
0.3694,0.2707,0.3599
0.3702,0.2690,0.3608
0.3723,0.2681,0.3596
0.3702,0.2690,0.3608
0.3726,0.2643,0.3631
0.3738,0.2652,0.3610
0.3782,0.2628,0.3590
0.3762,0.2637,0.3601
0.3742,0.2645,0.3613
0.3754,0.2621,0.3625
0.3734,0.2630,0.3636
0.3713,0.2639,0.3648
0.3713,0.2639,0.3648
0.3713,0.2639,0.3648
0.3672,0.2656,0.3672
0.3664,0.2673,0.3663
0.3642,0.2682,0.3676
0.3642,0.2682,0.3676
0.3600,0.2700,0.3700
0.3600,0.2667,0.3733
0.3615,0.2669,0.3716
0.3591,0.2651,0.3758
0.3557,0.2651,0.3792
0.3581,0.2669,0.3750
0.3593,0.2644,0.3763
0.3605,0.2619,0.3776
0.3627,0.2610,0.3763
0.3639,0.2619,0.3742
0.3639,0.2619,0.3742
0.3639,0.2585,0.3776
0.3652,0.2594,0.3754
0.3664,0.2603,0.3733
0.3698,0.2603,0.3699
0.3712,0.2577,0.3711
0.3712,0.2577,0.3711
0.3702,0.2561,0.3737
0.3715,0.2535,0.3750
0.3741,0.2518,0.3741
0.3768,0.2500,0.3732
0.3759,0.2482,0.3759
0.3772,0.2456,0.3772
0.3786,0.2464,0.3750
0.3799,0.2473,0.3728
0.3786,0.2464,0.3750
0.3799,0.2473,0.3728
0.3813,0.2482,0.3705
0.3827,0.2491,0.3682
0.3835,0.2473,0.3692
0.3835,0.2473,0.3692
0.3813,0.2482,0.3705
0.3835,0.2473,0.3692
0.3871,0.2437,0.3692
0.3871,0.2473,0.3656
0.3863,0.2491,0.3646
0.3855,0.2509,0.3636
0.3832,0.2518,0.3650
0.3796,0.2518,0.3686
0.3809,0.2491,0.3700
0.3846,0.2454,0.3700
0.3832,0.2482,0.3686
0.3832,0.2482,0.3686
0.3883,0.2454,0.3663
0.3883,0.2454,0.3663
0.3891,0.2436,0.3673
0.3927,0.2400,0.3673
0.3956,0.2381,0.3663
0.3948,0.2399,0.3653
0.3948,0.2399,0.3653
0.3963,0.2370,0.3667
0.3941,0.2379,0.3680
0.3970,0.2397,0.3633
0.3970,0.2360,0.3670
0.3970,0.2360,0.3670
0.3933,0.2359,0.3708
0.3895,0.2397,0.3708
0.3925,0.2377,0.3698
0.3924,0.2340,0.3736
0.3954,0.2358,0.3688
0.3954,0.2358,0.3688
0.3931,0.2367,0.3702
0.3961,0.2385,0.3654
0.3992,0.2403,0.3605
0.3984,0.2422,0.3594
0.3984,0.2422,0.3594
0.3976,0.2402,0.3622
0.4008,0.2381,0.3611
0.4087,0.2341,0.3572
0.4082,0.2245,0.3673
0.4091,0.2273,0.3636
0.4108,0.2282,0.3610
0.4142,0.2260,0.3598
0.4167,0.2250,0.3583
0.4142,0.2260,0.3598
0.4095,0.2241,0.3664
0.4153,0.2203,0.3644
0.4103,0.2179,0.3718
0.4138,0.2112,0.3750
0.4138,0.2112,0.3750
0.4163,0.2103,0.3734
0.4242,0.2035,0.3723
0.4199,0.2035,0.3766
0.4241,0.1964,0.3795
