# Au,Cu,Pt
0.3307,0.3386,0.3307
0.3324,0.3351,0.3325
0.3307,0.3360,0.3333
0.3298,0.3351,0.3351
0.3262,0.3369,0.3369
0.3226,0.3387,0.3387
0.3235,0.3396,0.3369
0.3226,0.3414,0.3360
0.3208,0.3423,0.3369
0.3198,0.3415,0.3387
0.3215,0.3379,0.3406
0.3205,0.3370,0.3425
0.3196,0.3361,0.3443
0.3223,0.3333,0.3444
0.3241,0.3296,0.3463
0.3222,0.3306,0.3472
0.3231,0.3315,0.3454
0.3193,0.3361,0.3446
0.3155,0.3380,0.3465
0.3155,0.3380,0.3465
0.3192,0.3362,0.3446
0.3182,0.3352,0.3466
0.3191,0.3333,0.3476
0.3200,0.3314,0.3486
0.3209,0.3295,0.3496
0.3228,0.3256,0.3516
0.3208,0.3295,0.3497
0.3208,0.3295,0.3497
0.3198,0.3285,0.3517
0.3216,0.3275,0.3509
0.3197,0.3284,0.3519
0.3206,0.3294,0.3500
0.3206,0.3323,0.3471
0.3216,0.3333,0.3451
0.3234,0.3294,0.3472
0.3244,0.3304,0.3452
0.3234,0.3324,0.3442
0.3224,0.3313,0.3463
0.3224,0.3313,0.3463
0.3204,0.3353,0.3443
0.3214,0.3363,0.3423
0.3164,0.3403,0.3433
0.3183,0.3393,0.3424
0.3202,0.3384,0.3414
0.3191,0.3374,0.3435
0.3201,0.3354,0.3445
0.3191,0.3374,0.3435
0.3191,0.3374,0.3435
0.3191,0.3374,0.3435
0.3191,0.3374,0.3435
0.3192,0.3404,0.3404
0.3201,0.3384,0.3415
0.3201,0.3384,0.3415
0.3211,0.3364,0.3425
0.3220,0.3375,0.3405
0.3209,0.3364,0.3427
0.3187,0.3375,0.3438
0.3166,0.3386,0.3448
0.3186,0.3375,0.3439
0.3155,0.3375,0.3470
0.3133,0.3386,0.3481
0.3143,0.3365,0.3492
0.3175,0.3333,0.3492
0.3206,0.3302,0.3492
0.3217,0.3280,0.3503
0.3217,0.3280,0.3503
0.3215,0.3248,0.3537
0.3215,0.3248,0.3537
0.3215,0.3248,0.3537
0.3204,0.3236,0.3560
0.3225,0.3257,0.3518
0.3225,0.3257,0.3518
0.3225,0.3257,0.3518
0.3180,0.3279,0.3541
0.3180,0.3279,0.3541
0.3180,0.3279,0.3541
0.3191,0.3289,0.3520
0.3201,0.3300,0.3499
0.3201,0.3300,0.3499
0.3191,0.3322,0.3487
0.3234,0.3300,0.3466
0.3278,0.3245,0.3477
