# Au,Cu,Pt
0.3125,0.3411,0.3464
0.3115,0.3429,0.3456
0.3132,0.3421,0.3447
0.3113,0.3430,0.3457
0.3122,0.3413,0.3465
0.3130,0.3422,0.3448
0.3147,0.3413,0.3440
0.3155,0.3423,0.3422
0.3145,0.3414,0.3441
0.3135,0.3405,0.3460
0.3098,0.3424,0.3478
0.3106,0.3433,0.3461
0.3096,0.3452,0.3452
0.3085,0.3444,0.3471
0.3047,0.3463,0.3490
0.3056,0.3444,0.3500
0.3064,0.3454,0.3482
0.3064,0.3482,0.3454
0.3025,0.3502,0.3473
0.3042,0.3493,0.3465
0.3031,0.3485,0.3484
0.3049,0.3447,0.3504
0.3066,0.3467,0.3467
0.3046,0.3477,0.3477
0.3066,0.3467,0.3467
0.3084,0.3458,0.3458
0.3073,0.3449,0.3478
0.3090,0.3440,0.3470
0.3108,0.3402,0.3490
0.3129,0.3392,0.3479
0.3129,0.3392,0.3479
0.3129,0.3392,0.3479
0.3138,0.3402,0.3460
0.3156,0.3422,0.3422
0.3145,0.3442,0.3413
0.3155,0.3422,0.3423
0.3144,0.3443,0.3413
0.3123,0.3454,0.3423
0.3123,0.3454,0.3423
0.3132,0.3464,0.3404
0.3142,0.3474,0.3384
0.3142,0.3505,0.3353
0.3142,0.3535,0.3323
0.3131,0.3556,0.3313
0.3140,0.3567,0.3293
0.3150,0.3578,0.3272
0.3160,0.3558,0.3282
0.3139,0.3569,0.3292
0.3148,0.3549,0.3303
0.3158,0.3529,0.3313
0.3168,0.3509,0.3323
0.3137,0.3509,0.3354
0.3106,0.3509,0.3385
0.3094,0.3500,0.3406
0.3103,0.3511,0.3386
0.3103,0.3511,0.3386
0.3091,0.3502,0.3407
0.3111,0.3492,0.3397
0.3089,0.3503,0.3408
0.3109,0.3494,0.3397
0.3097,0.3516,0.3387
0.3097,0.3516,0.3387
0.3117,0.3539,0.3344
0.3117,0.3539,0.3344
0.3084,0.3539,0.3377
0.3095,0.3485,0.3420
0.3084,0.3507,0.3409
0.3095,0.3485,0.3420
0.3125,0.3487,0.3388
0.3148,0.3475,0.3377
0.3125,0.3487,0.3388
0.3115,0.3508,0.3377
0.3137,0.3497,0.3366
0.3148,0.3508,0.3344
0.3180,0.3476,0.3344
0.3191,0.3454,0.3355
0.3179,0.3477,0.3344
0.3167,0.3500,0.3333
0.3177,0.3478,0.3345
0.3154,0.3490,0.3356
0.3121,0.3490,0.3389
0.3131,0.3502,0.3367
0.3131,0.3502,0.3367
0.3142,0.3513,0.3345
0.3131,0.3502,0.3367
0.3131,0.3468,0.3401
0.3108,0.3480,0.3412
0.3129,0.3470,0.3401
0.3106,0.3481,0.3413
0.3082,0.3493,0.3425
0.3082,0.3493,0.3425
0.3082,0.3493,0.3425
0.3058,0.3505,0.3437
0.3058,0.3505,0.3437
0.3093,0.3505,0.3402
0.3114,0.3495,0.3391
0.3114,0.3495,0.3391
0.3136,0.3484,0.3380
0.3136,0.3484,0.3380
0.3101,0.3484,0.3415
0.3090,0.3507,0.3403
0.3112,0.3496,0.3392
0.3063,0.3521,0.3416
0.3028,0.3521,0.3451
0.3039,0.3534,0.3427
0.3025,0.3523,0.3452
0.3025,0.3523,0.3452
0.3036,0.3536,0.3428
0.3058,0.3561,0.3381
0.3022,0.3561,0.3417
0.3058,0.3525,0.3417
0.3069,0.3538,0.3393
0.3069,0.3538,0.3393
0.3102,0.3577,0.3321
0.3091,0.3600,0.3309
0.3100,0.3653,0.3247
0.3074,0.3667,0.3259
0.3111,0.3630,0.3259
0.3100,0.3653,0.3247
0.3123,0.3606,0.3271
0.3134,0.3620,0.3246
0.3097,0.3619,0.3284
0.3120,0.3647,0.3233
0.3120,0.3647,0.3233
0.3132,0.3623,0.3245
0.3156,0.3612,0.3232
0.3118,0.3612,0.3270
0.3103,0.3602,0.3295
0.3127,0.3591,0.3282
0.3128,0.3629,0.3243
0.3140,0.3643,0.3217
0.3152,0.3657,0.3191
0.3152,0.3657,0.3191
0.3177,0.3686,0.3137
0.3177,0.3686,0.3137
0.3164,0.3672,0.3164
0.3228,0.3583,0.3189
0.3201,0.3597,0.3202
0.3147,0.3626,0.3227
0.3074,0.3606,0.3320
0.3118,0.3603,0.3279
0.3125,0.3500,0.3375
0.3184,0.3551,0.3265
0.3167,0.3458,0.3375
0.3165,0.3502,0.3333
0.3149,0.3532,0.3319
0.3220,0.3517,0.3263
0.3188,0.3450,0.3362
0.3248,0.3461,0.3291
0.3247,0.3463,0.3290
0.3276,0.3405,0.3319
0.3305,0.3391,0.3304
0.3319,0.3362,0.3319
0.3304,0.3348,0.3348
0.3227,0.3364,0.3409
0.3304,0.3259,0.3437
0.3289,0.3244,0.3467
0.3319,0.3230,0.3451
0.3363,0.3186,0.3451
0.3451,0.3098,0.3451
0.3407,0.3142,0.3451
0.3467,0.3111,0.3422
0.3467,0.3111,0.3422
0.3543,0.3049,0.3408
0.3543,0.3049,0.3408
0.3574,0.3032,0.3394
0.3575,0.2986,0.3439
0.3620,0.2941,0.3439
0.3636,0.2909,0.3455
0.3568,0.2958,0.3474
0.3615,0.2911,0.3474
0.3615,0.2864,0.3521
0.3615,0.2864,0.3521
0.3636,0.2823,0.3541
0.3671,0.2802,0.3527
0.3671,0.2802,0.3527
0.3700,0.2800,0.3500
0.3687,0.2828,0.3485
0.3665,0.2827,0.3508
0.3617,0.2872,0.3511
0.3656,0.2849,0.3495
0.3631,0.2849,0.3520
0.3672,0.2769,0.3559
0.3770,0.2678,0.3552
0.3730,0.2703,0.3567
0.3736,0.2692,0.3572
0.3812,0.2597,0.3591
0.3812,0.2597,0.3591
0.3799,0.2570,0.3631
0.3820,0.2472,0.3708
0.3750,0.2500,0.3750
0.3787,0.2426,0.3787
0.3829,0.2457,0.3714
0.3810,0.2440,0.3750
0.3879,0.2424,0.3697
0.3873,0.2370,0.3757
0.3931,0.2312,0.3757
0.3954,0.2267,0.3779
0.4000,0.2235,0.3765
0.4000,0.2235,0.3765
0.4024,0.2189,0.3787
0.4012,0.2156,0.3832
0.4072,0.2096,0.3832
0.4000,0.2121,0.3879
0.3976,0.2108,0.3916
0.3837,0.2138,0.4025
0.3837,0.2138,0.4025
0.3882,0.2105,0.4013
0.3871,0.2064,0.4065
0.3910,0.2051,0.4039
0.3924,0.2089,0.3987
0.3924,0.2025,0.4051
0.4025,0.2013,0.3962
0.4025,0.1950,0.4025
0.4088,0.1824,0.4088
0.4088,0.1824,0.4088
0.4051,0.1772,0.4177
0.4038,0.1795,0.4167
0.4114,0.1772,0.4114
0.4114,0.1772,0.4114
0.4177,0.1709,0.4114
0.4204,0.1656,0.4140
0.4258,0.1613,0.4129
0.4258,0.1613,0.4129
0.4351,0.1558,0.4091
0.4351,0.1558,0.4091
0.4408,0.1447,0.4145
0.4444,0.1438,0.4118
0.4444,0.1373,0.4183
0.4503,0.1325,0.4172
0.4570,0.1258,0.4172
0.4662,0.1081,0.4257
0.4589,0.1096,0.4315
0.4589,0.1096,0.4315
0.4552,0.1103,0.4345
0.4653,0.1042,0.4305
0.4653,0.1042,0.4305
0.4615,0.0979,0.4406
0.4577,0.0986,0.4437
0.4577,0.0916,0.4507
0.4507,0.0845,0.4648
0.4539,0.0780,0.4681
0.4572,0.0714,0.4714
0.4604,0.0648,0.4748
0.4672,0.0584,0.4744
0.4706,0.0515,0.4779
0.4706,0.0515,0.4779
0.4776,0.0448,0.4776
0.4776,0.0373,0.4851
0.4851,0.0298,0.4851
0.4882,0.0236,0.4882
0.4882,0.0157,0.4961
0.4882,0.0079,0.5039
0.4882,0.0079,0.5039
0.4882,0.0079,0.5039
0.4800,0.0080,0.5120
0.4758,0.0081,0.5161
0.4758,0.0081,0.5161
0.4716,0.0081,0.5203
0.4677,0.0081,0.5242
0.4754,0.0000,0.5246
0.4754,0.0000,0.5246
0.4667,0.0000,0.5333
0.4667,0.0000,0.5333
0.4706,0.0000,0.5294
0.4746,0.0000,0.5254
0.4701,0.0000,0.5299
0.4615,0.0000,0.5385
0.4615,0.0000,0.5385
0.4655,0.0000,0.5345
0.4615,0.0000,0.5385
0.4609,0.0000,0.5391
0.4609,0.0000,0.5391
0.4513,0.0000,0.5487
0.4513,0.0000,0.5487
0.4474,0.0000,0.5526
0.4435,0.0000,0.5565
0.4359,0.0171,0.5470
0.4359,0.0171,0.5470
0.4386,0.0000,0.5614
0.4386,0.0000,0.5614
