# Au,Cu,Pt
0.3750,0.2812,0.3438
0.3770,0.2775,0.3455
0.3763,0.2763,0.3474
0.3757,0.2751,0.3492
0.3767,0.2732,0.3501
0.3760,0.2720,0.3520
0.3780,0.2708,0.3512
0.3763,0.2715,0.3522
0.3737,0.2742,0.3521
0.3703,0.2757,0.3540
0.3713,0.2737,0.3550
0.3733,0.2698,0.3569
0.3743,0.2678,0.3579
0.3726,0.2685,0.3589
0.3709,0.2692,0.3599
0.3729,0.2707,0.3564
0.3695,0.2722,0.3583
0.3687,0.2738,0.3575
0.3670,0.2745,0.3585
0.3680,0.2753,0.3567
0.3680,0.2753,0.3567
0.3708,0.2725,0.3567
0.3701,0.2740,0.3559
0.3693,0.2756,0.3551
0.3704,0.2763,0.3533
0.3668,0.2779,0.3553
0.3631,0.2795,0.3574
0.3613,0.2803,0.3584
0.3605,0.2820,0.3575
0.3597,0.2807,0.3596
0.3607,0.2815,0.3578
0.3618,0.2794,0.3588
0.3618,0.2794,0.3588
0.3639,0.2781,0.3580
0.3631,0.2798,0.3571
0.3642,0.2806,0.3552
0.3623,0.2814,0.3563
0.3604,0.2823,0.3573
0.3595,0.2810,0.3595
0.3617,0.2827,0.3556
0.3639,0.2814,0.3547
0.3639,0.2814,0.3547
0.3661,0.2831,0.3508
0.3622,0.2848,0.3530
0.3611,0.2870,0.3519
0.3591,0.2879,0.3530
0.3603,0.2888,0.3509
0.3594,0.2906,0.3500
0.3616,0.2893,0.3491
0.3636,0.2884,0.3480
0.3637,0.2915,0.3448
0.3628,0.2934,0.3438
0.3639,0.2943,0.3418
0.3630,0.2962,0.3408
0.3642,0.2939,0.3419
0.3666,0.2894,0.3440
0.3677,0.2871,0.3452
0.3666,0.2894,0.3440
0.3698,0.2862,0.3440
0.3722,0.2848,0.3430
0.3713,0.2834,0.3453
0.3701,0.2825,0.3474
0.3681,0.2834,0.3485
0.3660,0.2843,0.3497
0.3627,0.2876,0.3497
0.3651,0.2862,0.3487
0.3609,0.2881,0.3510
0.3633,0.2867,0.3500
0.3645,0.2843,0.3512
0.3645,0.2843,0.3512
0.3645,0.2843,0.3512
0.3636,0.2862,0.3502
0.3649,0.2871,0.3480
0.3661,0.2881,0.3458
0.3649,0.2871,0.3480
0.3624,0.2886,0.3490
0.3664,0.2911,0.3425
0.3698,0.2877,0.3425
0.3664,0.2877,0.3459
0.3690,0.2862,0.3448
0.3715,0.2847,0.3438
0.3741,0.2832,0.3427
0.3768,0.2817,0.3415
0.3768,0.2817,0.3415
0.3794,0.2802,0.3404
0.3808,0.2811,0.3381
0.3786,0.2821,0.3393
0.3813,0.2806,0.3381
0.3813,0.2806,0.3381
0.3791,0.2816,0.3393
0.3782,0.2836,0.3382
0.3796,0.2810,0.3394
0.3823,0.2831,0.3346
0.3810,0.2820,0.3370
0.3810,0.2820,0.3370
0.3810,0.2857,0.3333
0.3801,0.2878,0.3321
0.3815,0.2889,0.3296
0.3829,0.2900,0.3271
0.3843,0.2911,0.3246
0.3835,0.2932,0.3233
0.3820,0.2921,0.3259
0.3829,0.2900,0.3271
0.3843,0.2873,0.3284
0.3820,0.2921,0.3259
0.3858,0.2921,0.3221
0.3872,0.2932,0.3196
0.3858,0.2921,0.3221
0.3849,0.2943,0.3208
0.3826,0.2954,0.3220
0.3826,0.2992,0.3182
0.3855,0.2939,0.3206
0.3855,0.2939,0.3206
0.3846,0.2962,0.3192
0.3846,0.2962,0.3192
0.3861,0.2973,0.3166
0.3822,0.3012,0.3166
0.3822,0.3012,0.3166
0.3813,0.3035,0.3152
0.3813,0.2996,0.3191
0.3843,0.3020,0.3137
0.3843,0.3020,0.3137
0.3843,0.3059,0.3098
0.3794,0.3083,0.3123
0.3834,0.3043,0.3123
0.3785,0.3068,0.3147
0.3834,0.3043,0.3123
0.3809,0.3056,0.3135
0.3819,0.3071,0.3110
0.3880,0.3000,0.3120
0.3896,0.3012,0.3092
0.3896,0.3012,0.3092
0.3927,0.2996,0.3077
0.3968,0.2996,0.3036
0.3968,0.2996,0.3036
0.3875,0.3000,0.3125
0.4041,0.2939,0.3020
0.4123,0.2857,0.3020
0.4139,0.2869,0.2992
0.4139,0.2869,0.2992
0.4139,0.2828,0.3033
0.4180,0.2828,0.2992
0.4204,0.2776,0.3020
0.4160,0.2773,0.3067
0.4152,0.2797,0.3051
0.4236,0.2620,0.3144
0.4273,0.2643,0.3084
0.4329,0.2554,0.3117
0.4280,0.2576,0.3144
0.4304,0.2565,0.3131
0.4286,0.2554,0.3160
0.4304,0.2565,0.3131
0.4298,0.2544,0.3158
0.4292,0.2522,0.3186
0.4241,0.2500,0.3259
0.4279,0.2433,0.3288
0.4279,0.2433,0.3288
