# Au,Cu,Pt
0.3255,0.3490,0.3255
0.3272,0.3456,0.3272
0.3263,0.3447,0.3290
0.3227,0.3466,0.3307
0.3209,0.3475,0.3316
0.3183,0.3501,0.3316
0.3165,0.3511,0.3324
0.3173,0.3520,0.3307
0.3190,0.3485,0.3325
0.3154,0.3504,0.3342
0.3162,0.3487,0.3351
0.3179,0.3478,0.3343
0.3188,0.3460,0.3352
0.3169,0.3470,0.3361
0.3187,0.3461,0.3352
0.3168,0.3471,0.3361
0.3186,0.3490,0.3324
0.3186,0.3490,0.3324
0.3167,0.3500,0.3333
0.3148,0.3510,0.3342
0.3128,0.3520,0.3352
0.3146,0.3511,0.3343
0.3107,0.3531,0.3362
0.3116,0.3513,0.3371
0.3106,0.3504,0.3390
0.3123,0.3524,0.3353
0.3141,0.3516,0.3343
0.3150,0.3497,0.3353
0.3169,0.3488,0.3343
0.3187,0.3450,0.3363
0.3197,0.3431,0.3372
0.3177,0.3441,0.3382
0.3157,0.3451,0.3392
0.3186,0.3422,0.3392
0.3195,0.3403,0.3402
0.3166,0.3432,0.3402
0.3155,0.3422,0.3423
0.3145,0.3442,0.3413
0.3184,0.3393,0.3423
0.3174,0.3413,0.3413
0.3153,0.3424,0.3423
0.3153,0.3424,0.3423
0.3163,0.3434,0.3403
0.3163,0.3464,0.3373
0.3110,0.3475,0.3415
0.3098,0.3497,0.3405
0.3089,0.3517,0.3394
0.3089,0.3517,0.3394
0.3077,0.3508,0.3415
0.3065,0.3498,0.3437
0.3086,0.3519,0.3395
0.3086,0.3519,0.3395
0.3096,0.3529,0.3375
0.3115,0.3489,0.3396
0.3135,0.3448,0.3417
0.3135,0.3448,0.3417
0.3135,0.3448,0.3417
0.3144,0.3428,0.3428
0.3144,0.3428,0.3428
0.3135,0.3448,0.3417
0.3113,0.3459,0.3428
0.3082,0.3459,0.3459
0.3070,0.3481,0.3449
0.3079,0.3492,0.3429
0.3089,0.3503,0.3408
0.3067,0.3514,0.3419
0.3077,0.3494,0.3429
0.3099,0.3482,0.3419
0.3119,0.3473,0.3408
0.3109,0.3494,0.3397
