# Au,Cu,Pt
0.3359,0.3412,0.3229
0.3351,0.3403,0.3246
0.3316,0.3421,0.3263
0.3324,0.3404,0.3272
0.3342,0.3369,0.3289
0.3324,0.3378,0.3298
0.3342,0.3369,0.3289
0.3333,0.3387,0.3280
0.3307,0.3387,0.3306
0.3297,0.3406,0.3297
0.3279,0.3415,0.3306
0.3288,0.3397,0.3315
0.3297,0.3406,0.3297
0.3288,0.3424,0.3288
0.3269,0.3434,0.3297
0.3251,0.3443,0.3306
0.3269,0.3435,0.3296
0.3259,0.3454,0.3287
0.3277,0.3446,0.3277
0.3296,0.3408,0.3296
0.3286,0.3399,0.3315
0.3267,0.3409,0.3324
0.3277,0.3390,0.3333
0.3295,0.3381,0.3324
0.3314,0.3372,0.3314
0.3305,0.3362,0.3333
0.3294,0.3353,0.3353
0.3294,0.3353,0.3353
0.3285,0.3343,0.3372
0.3275,0.3333,0.3392
0.3275,0.3333,0.3392
0.3284,0.3343,0.3373
0.3294,0.3323,0.3383
0.3275,0.3333,0.3392
0.3275,0.3333,0.3392
0.3264,0.3353,0.3383
0.3274,0.3363,0.3363
0.3254,0.3373,0.3373
0.3274,0.3363,0.3363
0.3274,0.3363,0.3363
0.3284,0.3373,0.3343
0.3314,0.3343,0.3343
0.3303,0.3364,0.3333
0.3293,0.3354,0.3353
0.3283,0.3343,0.3374
0.3283,0.3374,0.3343
0.3262,0.3384,0.3354
0.3262,0.3384,0.3354
0.3262,0.3384,0.3354
0.3251,0.3405,0.3344
0.3242,0.3425,0.3333
0.3200,0.3446,0.3354
0.3231,0.3415,0.3354
0.3210,0.3426,0.3364
0.3230,0.3416,0.3354
0.3240,0.3396,0.3364
0.3261,0.3385,0.3354
0.3260,0.3386,0.3354
0.3291,0.3386,0.3323
0.3281,0.3375,0.3344
0.3291,0.3355,0.3354
0.3280,0.3344,0.3376
0.3259,0.3355,0.3386
0.3280,0.3312,0.3408
0.3301,0.3333,0.3366
0.3290,0.3322,0.3388
0.3290,0.3322,0.3388
0.3312,0.3311,0.3377
0.3322,0.3290,0.3388
0.3300,0.3300,0.3400
0.3289,0.3322,0.3389
0.3300,0.3300,0.3400
0.3278,0.3311,0.3411
0.3289,0.3322,0.3389
0.3300,0.3333,0.3367
0.3311,0.3344,0.3345
0.3311,0.3344,0.3345
0.3265,0.3368,0.3367
0.3288,0.3356,0.3356
0.3288,0.3356,0.3356
0.3310,0.3345,0.3345
0.3287,0.3357,0.3356
0.3287,0.3322,0.3391
0.3298,0.3299,0.3403
0.3287,0.3287,0.3426
0.3263,0.3298,0.3439
0.3274,0.3275,0.3451
0.3274,0.3275,0.3451
0.3310,0.3239,0.3451
0.3298,0.3262,0.3440
0.3310,0.3238,0.3452
0.3263,0.3262,0.3475
0.3298,0.3227,0.3475
0.3250,0.3250,0.3500
0.3273,0.3202,0.3525
0.3285,0.3177,0.3538
0.3297,0.3152,0.3551
0.3285,0.3175,0.3540
0.3297,0.3187,0.3516
0.3321,0.3210,0.3469
0.3309,0.3234,0.3457
0.3333,0.3222,0.3445
0.3296,0.3259,0.3445
0.3309,0.3271,0.3420
0.3283,0.3284,0.3433
0.3258,0.3296,0.3446
0.3245,0.3321,0.3434
0.3258,0.3333,0.3409
0.3244,0.3359,0.3397
0.3256,0.3372,0.3372
0.3269,0.3346,0.3385
0.3257,0.3333,0.3410
0.3269,0.3346,0.3385
0.3282,0.3359,0.3359
0.3256,0.3372,0.3372
0.3242,0.3359,0.3399
0.3269,0.3346,0.3385
0.3294,0.3333,0.3373
0.3255,0.3333,0.3412
0.3281,0.3320,0.3399
0.3267,0.3347,0.3386
0.3280,0.3400,0.3320
0.3280,0.3440,0.3280
0.3293,0.3454,0.3253
0.3293,0.3454,0.3253
0.3293,0.3454,0.3253
0.3293,0.3454,0.3253
0.3280,0.3440,0.3280
0.3320,0.3440,0.3240
0.3306,0.3468,0.3226
0.3306,0.3468,0.3226
0.3320,0.3482,0.3198
0.3279,0.3482,0.3239
0.3320,0.3482,0.3198
0.3266,0.3468,0.3266
0.3266,0.3468,0.3266
0.3266,0.3427,0.3307
0.3266,0.3427,0.3307
0.3280,0.3441,0.3279
0.3279,0.3401,0.3320
0.3320,0.3401,0.3279
0.3252,0.3415,0.3333
0.3252,0.3415,0.3333
0.3279,0.3442,0.3279
0.3279,0.3442,0.3279
0.3264,0.3430,0.3306
0.3292,0.3458,0.3250
0.3176,0.3476,0.3348
0.3130,0.3522,0.3348
0.3130,0.3522,0.3348
0.3004,0.3543,0.3453
0.3000,0.3545,0.3455
0.3275,0.3451,0.3274
0.3304,0.3437,0.3259
0.3259,0.3437,0.3304
0.3303,0.3393,0.3304
0.3303,0.3393,0.3304
0.3303,0.3393,0.3304
0.3304,0.3348,0.3348
0.3226,0.3318,0.3456
0.3349,0.3303,0.3348
0.3334,0.3333,0.3333
0.3364,0.3318,0.3318
0.3364,0.3318,0.3318
0.3440,0.3303,0.3257
0.3456,0.3272,0.3272
0.3502,0.3272,0.3226
0.3489,0.3209,0.3302
0.3505,0.3271,0.3224
0.3623,0.3092,0.3285
0.3628,0.3088,0.3284
0.3695,0.3054,0.3251
0.3682,0.3084,0.3234
0.3600,0.3100,0.3300
