# Au,Cu,Pt
0.3411,0.3073,0.3516
0.3403,0.3063,0.3534
0.3386,0.3071,0.3543
0.3404,0.3061,0.3535
0.3369,0.3077,0.3554
0.3360,0.3067,0.3573
0.3342,0.3075,0.3583
0.3351,0.3056,0.3593
0.3342,0.3046,0.3612
0.3351,0.3054,0.3595
0.3351,0.3027,0.3622
0.3361,0.3035,0.3604
0.3351,0.3025,0.3624
0.3315,0.3041,0.3644
0.3297,0.3049,0.3654
0.3306,0.3030,0.3664
0.3287,0.3039,0.3674
0.3296,0.3047,0.3657
0.3315,0.3064,0.3621
0.3343,0.3064,0.3593
0.3324,0.3073,0.3603
0.3286,0.3090,0.3624
0.3296,0.3070,0.3634
0.3277,0.3079,0.3644
0.3286,0.3088,0.3626
0.3248,0.3105,0.3647
0.3229,0.3114,0.3657
0.3218,0.3104,0.3678
0.3209,0.3123,0.3668
0.3228,0.3083,0.3689
0.3237,0.3064,0.3699
0.3256,0.3052,0.3692
0.3246,0.3041,0.3713
0.3275,0.3041,0.3684
0.3275,0.3041,0.3684
0.3294,0.3032,0.3674
0.3265,0.3032,0.3703
0.3275,0.3041,0.3684
0.3304,0.3041,0.3655
0.3304,0.3041,0.3655
0.3323,0.3059,0.3618
0.3343,0.3047,0.3610
0.3353,0.3056,0.3591
0.3373,0.3015,0.3612
0.3363,0.3003,0.3634
0.3343,0.3012,0.3645
0.3333,0.3000,0.3667
0.3354,0.2988,0.3658
0.3364,0.2966,0.3670
0.3354,0.2985,0.3661
0.3364,0.2994,0.3642
0.3354,0.3012,0.3634
0.3375,0.3031,0.3594
0.3365,0.3019,0.3616
0.3386,0.2975,0.3639
0.3354,0.2975,0.3671
0.3333,0.2984,0.3683
0.3302,0.3016,0.3682
0.3323,0.2971,0.3706
0.3312,0.2994,0.3694
0.3344,0.2994,0.3662
0.3344,0.2994,0.3662
0.3355,0.3003,0.3642
0.3355,0.3003,0.3642
0.3333,0.3013,0.3654
0.3312,0.3022,0.3666
0.3301,0.3042,0.3657
0.3312,0.3019,0.3669
0.3312,0.3019,0.3669
0.3322,0.2997,0.3681
0.3322,0.2997,0.3681
0.3301,0.3006,0.3693
0.3312,0.3016,0.3672
0.3300,0.3003,0.3697
0.3278,0.3046,0.3676
0.3267,0.3069,0.3664
0.3267,0.3069,0.3664
0.3278,0.3046,0.3676
0.3289,0.3056,0.3655
0.3300,0.3067,0.3633
0.3300,0.3100,0.3600
0.3311,0.3110,0.3579
0.3311,0.3077,0.3612
0.3289,0.3087,0.3624
0.3277,0.3108,0.3615
0.3299,0.3129,0.3572
0.3253,0.3151,0.3596
0.3253,0.3151,0.3596
0.3265,0.3161,0.3574
0.3287,0.3149,0.3564
0.3287,0.3149,0.3564
0.3310,0.3136,0.3554
0.3333,0.3158,0.3509
0.3345,0.3169,0.3486
0.3333,0.3192,0.3475
0.3357,0.3179,0.3464
0.3345,0.3166,0.3489
0.3345,0.3202,0.3453
0.3370,0.3152,0.3478
0.3394,0.3139,0.3467
0.3394,0.3139,0.3467
0.3430,0.3139,0.3431
0.3430,0.3139,0.3431
0.3456,0.3162,0.3382
0.3482,0.3185,0.3333
0.3482,0.3185,0.3333
0.3470,0.3172,0.3358
0.3483,0.3184,0.3333
0.3509,0.3170,0.3321
0.3498,0.3156,0.3346
0.3498,0.3156,0.3346
0.3509,0.3132,0.3359
0.3509,0.3170,0.3321
0.3485,0.3182,0.3333
0.3496,0.3158,0.3346
0.3459,0.3158,0.3383
0.3459,0.3158,0.3383
0.3459,0.3158,0.3383
0.3496,0.3120,0.3384
0.3509,0.3132,0.3359
0.3523,0.3106,0.3371
0.3523,0.3144,0.3333
0.3509,0.3132,0.3359
0.3523,0.3106,0.3371
0.3509,0.3132,0.3359
0.3498,0.3118,0.3384
0.3511,0.3092,0.3397
0.3525,0.3103,0.3372
0.3539,0.3115,0.3346
0.3500,0.3115,0.3385
0.3462,0.3115,0.3423
0.3475,0.3127,0.3398
0.3488,0.3140,0.3372
0.3502,0.3074,0.3424
0.3502,0.3074,0.3424
0.3463,0.3074,0.3463
0.3502,0.3035,0.3463
0.3541,0.2996,0.3463
0.3502,0.2996,0.3502
0.3515,0.2969,0.3516
0.3414,0.2972,0.3614
0.3455,0.3008,0.3537
0.3469,0.2980,0.3551
0.3469,0.3021,0.3510
0.3484,0.2992,0.3524
0.3539,0.2922,0.3539
0.3486,0.2946,0.3568
0.3547,0.2821,0.3632
0.3506,0.2814,0.3680
0.3550,0.2770,0.3680
0.3550,0.2770,0.3680
0.3577,0.2759,0.3664
0.3565,0.2783,0.3652
0.3550,0.2814,0.3636
0.3537,0.2795,0.3668
0.3613,0.2775,0.3612
0.3644,0.2756,0.3600
0.3632,0.2736,0.3632
0.3587,0.2691,0.3722
0.3603,0.2658,0.3739
0.3587,0.2691,0.3722
0.3637,0.2636,0.3727
0.3636,0.2591,0.3773
0.3682,0.2591,0.3727
0.3715,0.2569,0.3716
0.3699,0.2557,0.3744
0.3726,0.2406,0.3868
0.3762,0.2477,0.3761
0.3807,0.2431,0.3762
0.3871,0.2396,0.3733
0.3861,0.2372,0.3767
0.3907,0.2326,0.3767
0.4000,0.2233,0.3767
0.3991,0.2206,0.3803
0.3990,0.2160,0.3850
0.3972,0.2196,0.3832
0.4009,0.2170,0.3821
0.3962,0.2123,0.3915
0.4000,0.2098,0.3902
0.4010,0.2079,0.3911
0.3980,0.2090,0.3930
0.3970,0.2110,0.3920
0.4000,0.2100,0.3900
0.4050,0.2050,0.3900
0.4091,0.1970,0.3939
0.4091,0.2020,0.3889
0.4133,0.1990,0.3877
