# Au,Cu,Pt
0.3412,0.3255,0.3333
0.3403,0.3246,0.3351
0.3412,0.3228,0.3360
0.3404,0.3245,0.3351
0.3395,0.3236,0.3369
0.3413,0.3227,0.3360
0.3396,0.3235,0.3369
0.3396,0.3262,0.3342
0.3378,0.3271,0.3351
0.3378,0.3244,0.3378
0.3369,0.3235,0.3396
0.3360,0.3225,0.3415
0.3342,0.3234,0.3424
0.3361,0.3251,0.3388
0.3361,0.3251,0.3388
0.3370,0.3233,0.3397
0.3361,0.3223,0.3416
0.3380,0.3213,0.3407
0.3389,0.3194,0.3417
0.3380,0.3212,0.3408
0.3361,0.3221,0.3418
0.3352,0.3211,0.3437
0.3343,0.3201,0.3456
0.3333,0.3220,0.3447
0.3343,0.3228,0.3429
0.3314,0.3257,0.3429
0.3352,0.3267,0.3381
0.3372,0.3256,0.3372
0.3381,0.3237,0.3382
0.3391,0.3247,0.3362
0.3381,0.3266,0.3353
0.3381,0.3237,0.3382
0.3372,0.3228,0.3400
0.3401,0.3256,0.3343
0.3392,0.3275,0.3333
0.3382,0.3294,0.3324
0.3402,0.3314,0.3284
0.3451,0.3304,0.3245
0.3472,0.3323,0.3205
0.3493,0.3313,0.3194
0.3514,0.3333,0.3153
0.3535,0.3323,0.3142
0.3545,0.3303,0.3152
0.3556,0.3313,0.3131
0.3548,0.3333,0.3119
0.3569,0.3323,0.3108
0.3550,0.3333,0.3117
0.3571,0.3323,0.3106
0.3571,0.3323,0.3106
0.3583,0.3333,0.3084
0.3562,0.3344,0.3094
0.3571,0.3354,0.3075
0.3562,0.3375,0.3063
0.3562,0.3344,0.3094
0.3594,0.3344,0.3062
0.3607,0.3323,0.3070
0.3631,0.3344,0.3025
0.3654,0.3333,0.3013
0.3654,0.3333,0.3013
0.3642,0.3355,0.3003
0.3642,0.3355,0.3003
0.3601,0.3376,0.3023
0.3560,0.3398,0.3042
0.3592,0.3398,0.3010
0.3616,0.3387,0.2997
0.3627,0.3399,0.2974
0.3627,0.3399,0.2974
0.3627,0.3399,0.2974
0.3648,0.3388,0.2964
0.3648,0.3388,0.2964
0.3681,0.3388,0.2931
0.3693,0.3399,0.2908
0.3705,0.3377,0.2918
0.3738,0.3377,0.2885
0.3750,0.3355,0.2895
0.3763,0.3333,0.2904
0.3788,0.3322,0.2890
0.3800,0.3333,0.2867
0.3813,0.3344,0.2843
0.3779,0.3378,0.2843
0.3805,0.3401,0.2794
0.3763,0.3424,0.2813
0.3754,0.3413,0.2833
0.3746,0.3402,0.2852
0.3772,0.3391,0.2837
0.3798,0.3345,0.2857
0.3776,0.3357,0.2867
0.3768,0.3380,0.2852
0.3781,0.3357,0.2862
0.3794,0.3333,0.2873
0.3786,0.3321,0.2893
0.3799,0.3298,0.2903
0.3799,0.3298,0.2903
0.3791,0.3321,0.2888
0.3791,0.3285,0.2924
0.3768,0.3297,0.2935
0.3732,0.3297,0.2971
0.3723,0.3321,0.2956
0.3750,0.3272,0.2978
0.3704,0.3296,0.3000
0.3704,0.3296,0.3000
0.3690,0.3284,0.3026
0.3667,0.3296,0.3037
0.3680,0.3309,0.3011
0.3680,0.3309,0.3011
0.3633,0.3333,0.3034
0.3633,0.3333,0.3034
0.3633,0.3333,0.3034
0.3571,0.3346,0.3083
0.3571,0.3346,0.3083
0.3571,0.3384,0.3045
0.3585,0.3358,0.3057
0.3536,0.3384,0.3080
0.3563,0.3333,0.3104
0.3588,0.3321,0.3091
0.3612,0.3308,0.3080
