# Au,Cu,Pt
0.3776,0.2656,0.3568
0.3744,0.2670,0.3586
0.3753,0.2677,0.3570
0.3720,0.2691,0.3589
0.3687,0.2706,0.3607
0.3680,0.2720,0.3600
0.3646,0.2735,0.3619
0.3666,0.2722,0.3612
0.3686,0.2683,0.3631
0.3678,0.2698,0.3624
0.3699,0.2657,0.3644
0.3692,0.2672,0.3636
0.3712,0.2659,0.3629
0.3694,0.2667,0.3639
0.3687,0.2682,0.3631
0.3687,0.2682,0.3631
0.3698,0.2661,0.3641
0.3698,0.2633,0.3669
0.3680,0.2640,0.3680
0.3680,0.2612,0.3708
0.3672,0.2627,0.3701
0.3636,0.2642,0.3722
0.3618,0.2650,0.3732
0.3629,0.2657,0.3714
0.3639,0.2665,0.3696
0.3660,0.2651,0.3689
0.3652,0.2638,0.3710
0.3663,0.2616,0.3721
0.3634,0.2645,0.3721
0.3663,0.2645,0.3692
0.3626,0.2661,0.3713
0.3618,0.2647,0.3735
0.3599,0.2655,0.3746
0.3580,0.2663,0.3757
0.3580,0.2663,0.3757
0.3571,0.2679,0.3750
0.3593,0.2695,0.3712
0.3623,0.2694,0.3683
0.3633,0.2703,0.3664
0.3625,0.2719,0.3656
0.3637,0.2727,0.3636
0.3628,0.2744,0.3628
0.3609,0.2752,0.3639
0.3589,0.2791,0.3620
0.3578,0.2783,0.3639
0.3560,0.2787,0.3653
0.3560,0.2787,0.3653
0.3560,0.2787,0.3653
0.3582,0.2773,0.3645
0.3605,0.2727,0.3668
0.3616,0.2736,0.3648
0.3608,0.2721,0.3671
0.3639,0.2722,0.3639
0.3619,0.2730,0.3651
0.3651,0.2698,0.3651
0.3631,0.2707,0.3662
0.3631,0.2675,0.3694
0.3599,0.2675,0.3726
0.3590,0.2660,0.3750
0.3613,0.2613,0.3774
0.3604,0.2630,0.3766
0.3604,0.2597,0.3799
0.3616,0.2606,0.3778
0.3595,0.2614,0.3791
0.3595,0.2614,0.3791
0.3585,0.2632,0.3783
0.3609,0.2649,0.3742
0.3621,0.2625,0.3754
0.3646,0.2642,0.3712
0.3636,0.2660,0.3704
0.3615,0.2669,0.3716
0.3615,0.2669,0.3716
0.3593,0.2678,0.3729
0.3584,0.2696,0.3720
0.3539,0.2715,0.3746
0.3527,0.2740,0.3733
0.3517,0.2759,0.3724
0.3507,0.2743,0.3750
0.3483,0.2759,0.3758
0.3483,0.2759,0.3758
0.3471,0.2749,0.3780
0.3426,0.2768,0.3806
0.3403,0.2778,0.3819
0.3438,0.2743,0.3819
0.3426,0.2768,0.3806
0.3426,0.2733,0.3841
0.3449,0.2683,0.3868
0.3462,0.2657,0.3881
0.3486,0.2641,0.3873
0.3498,0.2650,0.3852
0.3546,0.2589,0.3865
0.3533,0.2615,0.3852
0.3521,0.2641,0.3838
0.3521,0.2606,0.3873
0.3498,0.2615,0.3887
0.3498,0.2615,0.3887
0.3498,0.2615,0.3887
0.3511,0.2624,0.3865
0.3475,0.2660,0.3865
0.3452,0.2669,0.3879
0.3440,0.2695,0.3865
0.3381,0.2705,0.3914
0.3369,0.2724,0.3907
0.3369,0.2724,0.3907
0.3333,0.2724,0.3943
0.3345,0.2734,0.3921
0.3345,0.2734,0.3921
0.3321,0.2744,0.3935
0.3309,0.2770,0.3921
0.3321,0.2780,0.3899
0.3297,0.2790,0.3913
0.3309,0.2800,0.3891
0.3285,0.2810,0.3905
0.3273,0.2800,0.3927
0.3297,0.2820,0.3883
0.3297,0.2820,0.3883
0.3309,0.2794,0.3897
0.3321,0.2804,0.3875
0.3321,0.2804,0.3875
0.3346,0.2788,0.3866
0.3358,0.2804,0.3838
0.3333,0.2815,0.3852
0.3283,0.2836,0.3881
0.3283,0.2836,0.3881
0.3271,0.2819,0.3910
0.3271,0.2819,0.3910
0.3258,0.2841,0.3901
0.3258,0.2841,0.3901
0.3270,0.2852,0.3878
0.3245,0.2868,0.3887
0.3220,0.2879,0.3901
0.3206,0.2901,0.3893
0.3257,0.2879,0.3864
0.3244,0.2901,0.3855
0.3269,0.2885,0.3846
0.3282,0.2896,0.3822
0.3295,0.2907,0.3798
0.3187,0.2908,0.3905
0.3226,0.2903,0.3871
0.3226,0.2903,0.3871
0.3211,0.2886,0.3903
0.3211,0.2846,0.3943
0.3226,0.2822,0.3952
0.3226,0.2822,0.3952
0.3226,0.2863,0.3911
0.3252,0.2805,0.3943
0.3226,0.2822,0.3952
0.3266,0.2782,0.3952
0.3266,0.2782,0.3952
0.3307,0.2782,0.3911
0.3347,0.2742,0.3911
0.3387,0.2661,0.3952
0.3374,0.2642,0.3984
0.3374,0.2683,0.3943
0.3374,0.2642,0.3984
0.3305,0.2636,0.4059
0.3361,0.2582,0.4057
0.3374,0.2602,0.4024
0.3415,0.2520,0.4065
0.3388,0.2530,0.4082
0.3416,0.2469,0.4115
0.3402,0.2490,0.4108
0.3347,0.2500,0.4153
0.3319,0.2489,0.4192
0.3319,0.2478,0.4203
0.3348,0.2500,0.4152
0.3318,0.2488,0.4194
0.3378,0.2433,0.4189
0.3302,0.2419,0.4279
0.3302,0.2406,0.4292
0.3301,0.2345,0.4354
0.3286,0.2333,0.4381
0.3286,0.2333,0.4381
0.3301,0.2297,0.4402
0.3333,0.2271,0.4396
0.3333,0.2271,0.4396
0.3300,0.2250,0.4450
0.3350,0.2234,0.4416
0.3402,0.2217,0.4381
0.3437,0.2188,0.4375
0.3402,0.2165,0.4433
0.3523,0.2125,0.4352
0.3579,0.2053,0.4368
0.3579,0.2000,0.4421
0.3579,0.2000,0.4421
0.3545,0.2011,0.4444
0.3583,0.1925,0.4492
0.3602,0.1882,0.4516
0.3602,0.1882,0.4516
0.3607,0.1803,0.4590
0.3626,0.1813,0.4561
0.3702,0.1713,0.4585
0.3687,0.1676,0.4637
0.3708,0.1685,0.4607
0.3750,0.1591,0.4659
0.3750,0.1591,0.4659
0.3898,0.1526,0.4576
0.3955,0.1412,0.4633
0.3955,0.1412,0.4633
0.4057,0.1372,0.4571
0.4104,0.1330,0.4566
0.4094,0.1286,0.4620
0.4070,0.1221,0.4709
0.4117,0.1118,0.4765
0.4070,0.1163,0.4767
0.4059,0.1118,0.4823
0.4083,0.1065,0.4852
0.4107,0.1012,0.4881
0.4107,0.1012,0.4881
0.4142,0.0947,0.4911
0.4074,0.0926,0.5000
0.4037,0.0870,0.5093
0.4260,0.0829,0.4911
0.4260,0.0829,0.4911
0.4251,0.0719,0.5030
0.4251,0.0719,0.5030
0.4311,0.0719,0.4970
0.4337,0.0663,0.5000
0.4398,0.0602,0.5000
0.4398,0.0602,0.5000
0.4364,0.0545,0.5091
0.4304,0.0506,0.5190
0.4359,0.0449,0.5192
0.4423,0.0385,0.5192
0.4452,0.0322,0.5226
0.4452,0.0322,0.5226
0.4452,0.0258,0.5290
0.4510,0.0131,0.5359
0.4510,0.0131,0.5359
0.4575,0.0065,0.5360
0.4636,0.0000,0.5364
0.4570,0.0066,0.5364
0.4733,0.0000,0.5267
0.4733,0.0000,0.5267
0.4733,0.0000,0.5267
0.4733,0.0000,0.5267
0.4737,0.0066,0.5197
0.4667,0.0000,0.5333
0.4631,0.0000,0.5369
0.4595,0.0000,0.5405
0.4589,0.0000,0.5411
0.4589,0.0069,0.5342
0.4653,0.0000,0.5347
0.4583,0.0000,0.5417
0.4577,0.0000,0.5423
0.4577,0.0000,0.5423
0.4571,0.0000,0.5429
0.4571,0.0000,0.5429
0.4610,0.0000,0.5390
0.4610,0.0000,0.5390
0.4610,0.0000,0.5390
0.4610,0.0000,0.5390
0.4571,0.0000,0.5429
0.4571,0.0000,0.5429
0.4493,0.0000,0.5507
0.4493,0.0000,0.5507
0.4565,0.0000,0.5435
0.4559,0.0000,0.5441
0.4559,0.0000,0.5441
0.4599,0.0000,0.5401
0.4526,0.0000,0.5474
0.4444,0.0000,0.5556
