# Au,Cu,Pt
0.3516,0.3281,0.3203
0.3508,0.3272,0.3220
0.3526,0.3237,0.3237
0.3545,0.3201,0.3254
0.3564,0.3165,0.3271
0.3574,0.3173,0.3253
0.3539,0.3190,0.3271
0.3558,0.3181,0.3261
0.3541,0.3189,0.3270
0.3505,0.3207,0.3288
0.3488,0.3215,0.3297
0.3479,0.3233,0.3288
0.3499,0.3223,0.3278
0.3508,0.3205,0.3287
0.3518,0.3186,0.3296
0.3537,0.3148,0.3315
0.3502,0.3165,0.3333
0.3493,0.3183,0.3324
0.3513,0.3201,0.3286
0.3504,0.3191,0.3305
0.3467,0.3209,0.3324
0.3448,0.3219,0.3333
0.3420,0.3247,0.3333
0.3410,0.3237,0.3353
0.3420,0.3247,0.3333
0.3440,0.3207,0.3353
0.3460,0.3197,0.3343
0.3471,0.3176,0.3353
0.3451,0.3186,0.3363
0.3422,0.3215,0.3363
0.3451,0.3216,0.3333
0.3442,0.3234,0.3324
0.3433,0.3254,0.3313
0.3433,0.3224,0.3343
0.3424,0.3243,0.3333
0.3464,0.3223,0.3313
0.3474,0.3203,0.3323
0.3485,0.3212,0.3303
0.3485,0.3212,0.3303
0.3465,0.3222,0.3313
0.3456,0.3211,0.3333
0.3415,0.3231,0.3354
0.3415,0.3231,0.3354
0.3436,0.3220,0.3344
0.3447,0.3199,0.3354
0.3436,0.3220,0.3344
0.3436,0.3251,0.3313
0.3447,0.3261,0.3292
0.3469,0.3219,0.3312
0.3458,0.3209,0.3333
0.3458,0.3209,0.3333
0.3469,0.3219,0.3312
0.3438,0.3250,0.3312
0.3470,0.3218,0.3312
0.3492,0.3206,0.3302
0.3481,0.3228,0.3291
0.3492,0.3206,0.3302
0.3450,0.3227,0.3323
0.3430,0.3237,0.3333
0.3419,0.3258,0.3323
0.3419,0.3258,0.3323
0.3441,0.3247,0.3312
0.3441,0.3247,0.3312
0.3441,0.3247,0.3312
0.3431,0.3268,0.3301
0.3421,0.3257,0.3322
0.3444,0.3278,0.3278
0.3466,0.3267,0.3267
0.3466,0.3267,0.3267
0.3490,0.3255,0.3255
0.3514,0.3243,0.3243
0.3526,0.3220,0.3254
0.3504,0.3231,0.3265
0.3516,0.3242,0.3242
0.3527,0.3254,0.3219
0.3540,0.3230,0.3230
0.3539,0.3265,0.3196
0.3544,0.3228,0.3228
0.3569,0.3215,0.3216
0.3582,0.3227,0.3191
0.3582,0.3262,0.3156
0.3571,0.3286,0.3143
0.3561,0.3273,0.3166
0.3561,0.3273,0.3166
0.3551,0.3297,0.3152
0.3564,0.3273,0.3163
0.3613,0.3248,0.3139
0.3613,0.3248,0.3139
0.3587,0.3297,0.3116
0.3600,0.3273,0.3127
0.3613,0.3285,0.3102
0.3613,0.3248,0.3139
0.3626,0.3260,0.3114
0.3653,0.3284,0.3063
0.3630,0.3296,0.3074
0.3657,0.3321,0.3022
0.3670,0.3296,0.3034
0.3670,0.3296,0.3034
0.3647,0.3308,0.3045
0.3609,0.3308,0.3083
0.3585,0.3321,0.3094
0.3585,0.3321,0.3094
0.3599,0.3295,0.3106
0.3561,0.3295,0.3144
0.3574,0.3308,0.3118
0.3550,0.3320,0.3130
0.3550,0.3320,0.3130
0.3550,0.3320,0.3130
0.3536,0.3308,0.3156
0.3536,0.3346,0.3118
0.3511,0.3359,0.3130
0.3525,0.3333,0.3142
0.3552,0.3321,0.3127
0.3566,0.3295,0.3139
0.3566,0.3295,0.3139
0.3502,0.3346,0.3152
0.3451,0.3373,0.3176
0.3438,0.3359,0.3203
0.3451,0.3373,0.3176
0.3438,0.3359,0.3203
0.3465,0.3307,0.3228
0.3490,0.3294,0.3216
0.3465,0.3307,0.3228
0.3451,0.3294,0.3255
0.3451,0.3294,0.3255
0.3478,0.3320,0.3202
0.3466,0.3347,0.3187
0.3480,0.3360,0.3160
0.3454,0.3373,0.3173
0.3468,0.3347,0.3185
0.3415,0.3374,0.3211
0.3442,0.3361,0.3197
0.3442,0.3361,0.3197
0.3471,0.3306,0.3223
0.3457,0.3292,0.3251
0.3390,0.3305,0.3305
0.3376,0.3333,0.3291
0.3347,0.3348,0.3305
0.3405,0.3276,0.3319
0.3433,0.3262,0.3305
0.3433,0.3219,0.3348
0.3407,0.3186,0.3407
0.3491,0.3190,0.3319
0.3463,0.3160,0.3377
0.3478,0.3131,0.3391
0.3478,0.3131,0.3391
0.3450,0.3144,0.3406
0.3421,0.3158,0.3421
0.3450,0.3144,0.3406
0.3494,0.3100,0.3406
0.3522,0.3043,0.3435
0.3453,0.3094,0.3453
0.3500,0.3045,0.3455
0.3455,0.3045,0.3500
0.3486,0.3028,0.3486
0.3472,0.3009,0.3519
0.3472,0.2963,0.3565
0.3445,0.2919,0.3636
0.3398,0.2913,0.3689
0.3463,0.2927,0.3610
0.3415,0.2927,0.3658
0.3434,0.2879,0.3687
0.3487,0.2821,0.3692
0.3454,0.2835,0.3711
0.3437,0.2865,0.3698
0.3456,0.2827,0.3717
0.3439,0.2804,0.3757
0.3404,0.2766,0.3830
0.3423,0.2727,0.3850
0.3423,0.2727,0.3850
0.3404,0.2713,0.3883
0.3422,0.2674,0.3904
0.3495,0.2634,0.3871
0.3494,0.2581,0.3925
0.3520,0.2458,0.4022
0.3533,0.2500,0.3967
0.3532,0.2446,0.4022
0.3571,0.2418,0.4011
0.3661,0.2350,0.3989
0.3646,0.2321,0.4033
0.3563,0.2299,0.4138
0.3626,0.2222,0.4152
0.3691,0.2202,0.4107
0.3750,0.2083,0.4167
0.3712,0.2096,0.4192
0.3712,0.2096,0.4192
0.3697,0.2061,0.4242
0.3720,0.2073,0.4207
0.3659,0.2134,0.4207
0.3681,0.2086,0.4233
0.3742,0.2025,0.4233
0.3851,0.1988,0.4161
0.3812,0.1938,0.4250
0.3812,0.1938,0.4250
0.3836,0.1887,0.4277
0.3750,0.1842,0.4408
0.3758,0.1879,0.4363
0.3809,0.1837,0.4354
0.3877,0.1769,0.4354
0.3931,0.1724,0.4345
0.3958,0.1667,0.4375
0.3958,0.1667,0.4375
0.3958,0.1667,0.4375
0.4041,0.1644,0.4315
0.4069,0.1655,0.4276
0.4069,0.1655,0.4276
0.4126,0.1608,0.4266
0.4196,0.1538,0.4266
0.4196,0.1468,0.4336
0.4196,0.1468,0.4336
0.4184,0.1419,0.4397
0.4286,0.1286,0.4428
0.4286,0.1286,0.4428
0.4286,0.1286,0.4428
0.4317,0.1223,0.4460
0.4317,0.1151,0.4532
0.4394,0.1061,0.4545
0.4385,0.1077,0.4538
0.4418,0.1008,0.4574
0.4578,0.0845,0.4577
0.4500,0.0857,0.4643
0.4500,0.0857,0.4643
0.4533,0.0791,0.4676
0.4545,0.0758,0.4697
0.4539,0.0692,0.4769
0.4646,0.0630,0.4724
0.4682,0.0556,0.4762
0.4720,0.0400,0.4880
0.4640,0.0480,0.4880
0.4634,0.0407,0.4959
0.4628,0.0331,0.5041
0.4825,0.0263,0.4912
0.4867,0.0177,0.4956
0.4865,0.0090,0.5045
0.4865,0.0000,0.5135
0.4867,0.0000,0.5133
0.4821,0.0000,0.5179
0.4818,0.0000,0.5182
0.4771,0.0000,0.5229
0.4771,0.0000,0.5229
0.4771,0.0000,0.5229
0.4727,0.0000,0.5273
0.4727,0.0000,0.5273
0.4727,0.0000,0.5273
0.4685,0.0090,0.5225
0.4727,0.0000,0.5273
0.4727,0.0000,0.5273
0.4685,0.0090,0.5225
0.4643,0.0178,0.5179
0.4732,0.0089,0.5179
0.4727,0.0000,0.5273
0.4818,0.0000,0.5182
0.4822,0.0089,0.5089
0.4865,0.0000,0.5135
0.4775,0.0090,0.5135
0.4775,0.0000,0.5225
0.4821,0.0000,0.5179
0.4779,0.0000,0.5221
0.4825,0.0000,0.5175
0.4870,0.0000,0.5130
0.4783,0.0000,0.5217
0.4783,0.0000,0.5217
0.4825,0.0000,0.5175
0.4828,0.0000,0.5172
0.4741,0.0086,0.5173
0.4825,0.0000,0.5175
0.4821,0.0000,0.5179
0.4690,0.0089,0.5221
0.4649,0.0088,0.5263
0.4825,0.0000,0.5175
