# Au,Cu,Pt
0.3177,0.3620,0.3203
0.3167,0.3639,0.3194
0.3176,0.3622,0.3202
0.3184,0.3605,0.3211
0.3201,0.3598,0.3201
0.3192,0.3617,0.3191
0.3145,0.3629,0.3226
0.3135,0.3649,0.3216
0.3144,0.3658,0.3198
0.3161,0.3651,0.3188
0.3178,0.3644,0.3178
0.3168,0.3664,0.3168
0.3186,0.3656,0.3158
0.3203,0.3649,0.3148
0.3221,0.3614,0.3165
0.3239,0.3578,0.3183
0.3258,0.3541,0.3201
0.3239,0.3551,0.3210
0.3248,0.3533,0.3219
0.3248,0.3504,0.3248
0.3257,0.3514,0.3229
0.3247,0.3506,0.3247
0.3208,0.3526,0.3266
0.3218,0.3536,0.3246
0.3227,0.3546,0.3227
0.3217,0.3567,0.3216
0.3217,0.3567,0.3216
0.3236,0.3557,0.3207
0.3207,0.3557,0.3236
0.3226,0.3548,0.3226
0.3186,0.3569,0.3245
0.3195,0.3550,0.3255
0.3175,0.3561,0.3264
0.3175,0.3561,0.3264
0.3194,0.3552,0.3254
0.3175,0.3591,0.3234
0.3185,0.3571,0.3244
0.3174,0.3593,0.3233
0.3193,0.3584,0.3223
0.3172,0.3595,0.3233
0.3192,0.3617,0.3191
0.3201,0.3598,0.3201
0.3201,0.3598,0.3201
0.3201,0.3598,0.3201
0.3201,0.3598,0.3201
0.3192,0.3617,0.3191
0.3211,0.3578,0.3211
0.3231,0.3569,0.3200
0.3200,0.3600,0.3200
0.3159,0.3620,0.3221
0.3158,0.3653,0.3189
0.3189,0.3653,0.3158
0.3189,0.3622,0.3189
0.3199,0.3633,0.3168
0.3209,0.3645,0.3146
0.3199,0.3664,0.3137
0.3219,0.3625,0.3156
0.3198,0.3636,0.3166
0.3166,0.3668,0.3166
0.3186,0.3691,0.3123
0.3186,0.3691,0.3123
0.3186,0.3691,0.3123
0.3176,0.3679,0.3145
0.3219,0.3656,0.3125
0.3208,0.3679,0.3113
0.3239,0.3679,0.3082
0.3239,0.3679,0.3082
0.3239,0.3679,0.3082
0.3239,0.3679,0.3082
0.3239,0.3679,0.3082
0.3239,0.3679,0.3082
0.3270,0.3648,0.3082
0.3302,0.3616,0.3082
0.3291,0.3639,0.3070
0.3248,0.3663,0.3089
0.3259,0.3674,0.3067
0.3269,0.3686,0.3045
0.3258,0.3710,0.3032
0.3268,0.3722,0.3010
0.3257,0.3746,0.2997
0.3279,0.3770,0.2951
0.3246,0.3770,0.2984
0.3234,0.3763,0.3003
0.3256,0.3787,0.2957
0.3256,0.3821,0.2923
0.3267,0.3833,0.2900
0.3277,0.3813,0.2910
0.3289,0.3792,0.2919
0.3300,0.3771,0.2929
0.3288,0.3797,0.2915
0.3299,0.3810,0.2891
0.3311,0.3788,0.2901
0.3299,0.3780,0.2921
0.3287,0.3806,0.2907
0.3287,0.3841,0.2872
0.3275,0.3833,0.2892
0.3287,0.3811,0.2902
0.3287,0.3811,0.2902
0.3310,0.3803,0.2887
0.3298,0.3825,0.2877
0.3275,0.3838,0.2887
0.3286,0.3852,0.2862
0.3286,0.3816,0.2898
0.3239,0.3803,0.2958
0.3251,0.3816,0.2933
0.3263,0.3794,0.2943
0.3274,0.3843,0.2883
0.3250,0.3857,0.2893
0.3250,0.3857,0.2893
0.3262,0.3835,0.2903
0.3250,0.3821,0.2929
0.3273,0.3849,0.2878
0.3273,0.3849,0.2878
0.3249,0.3863,0.2888
0.3261,0.3877,0.2862
0.3261,0.3841,0.2898
0.3273,0.3854,0.2873
0.3260,0.3846,0.2894
0.3272,0.3824,0.2904
0.3259,0.3815,0.2926
0.3284,0.3806,0.2910
0.3271,0.3834,0.2895
0.3243,0.3823,0.2934
0.3242,0.3789,0.2969
0.3255,0.3765,0.2980
0.3255,0.3765,0.2980
0.3281,0.3750,0.2969
0.3295,0.3721,0.2984
0.3294,0.3760,0.2946
0.3307,0.3736,0.2957
0.3280,0.3720,0.3000
0.3293,0.3695,0.3012
0.3294,0.3647,0.3059
0.3320,0.3597,0.3083
0.3320,0.3597,0.3083
0.3320,0.3636,0.3044
0.3360,0.3557,0.3083
0.3373,0.3532,0.3095
0.3386,0.3506,0.3108
0.3400,0.3480,0.3120
0.3347,0.3508,0.3145
0.3374,0.3455,0.3171
0.3347,0.3469,0.3184
0.3277,0.3488,0.3235
0.3291,0.3502,0.3207
0.3174,0.3565,0.3261
0.3229,0.3453,0.3318
0.3273,0.3454,0.3273
0.3333,0.3379,0.3288
0.3318,0.3410,0.3272
0.3303,0.3394,0.3303
0.3288,0.3424,0.3288
0.3303,0.3440,0.3257
0.3303,0.3440,0.3257
0.3318,0.3410,0.3272
0.3349,0.3349,0.3302
0.3442,0.3302,0.3256
0.3411,0.3318,0.3271
0.3443,0.3255,0.3302
0.3443,0.3255,0.3302
0.3443,0.3208,0.3349
0.3428,0.3143,0.3429
0.3428,0.3143,0.3429
0.3429,0.3095,0.3476
0.3413,0.3077,0.3510
0.3413,0.3029,0.3558
0.3461,0.3029,0.3510
0.3464,0.3024,0.3512
0.3512,0.2976,0.3512
0.3497,0.2956,0.3547
0.3564,0.2921,0.3515
0.3582,0.2886,0.3532
0.3632,0.2836,0.3532
0.3608,0.2887,0.3505
0.3627,0.2850,0.3523
0.3613,0.2827,0.3560
0.3612,0.2775,0.3613
0.3579,0.2789,0.3632
0.3579,0.2737,0.3684
0.3607,0.2732,0.3661
0.3667,0.2722,0.3611
0.3667,0.2778,0.3555
0.3716,0.2623,0.3661
0.3750,0.2609,0.3641
0.3729,0.2655,0.3616
0.3750,0.2614,0.3636
0.3793,0.2586,0.3621
0.3837,0.2558,0.3605
0.3793,0.2529,0.3678
0.3892,0.2335,0.3773
0.3963,0.2317,0.3720
0.3988,0.2270,0.3742
0.3951,0.2284,0.3765
0.3927,0.2331,0.3742
0.3927,0.2331,0.3742
0.3892,0.2216,0.3892
0.3939,0.2243,0.3818
0.3939,0.2243,0.3818
0.3939,0.2303,0.3758
0.3963,0.2256,0.3781
0.3951,0.2222,0.3827
0.3938,0.2250,0.3812
0.3938,0.2250,0.3812
0.3962,0.2201,0.3837
0.3976,0.2048,0.3976
0.4025,0.1951,0.4024
0.4074,0.1975,0.3951
0.4049,0.1963,0.3988
0.4111,0.1963,0.3926
0.4162,0.1925,0.3913
0.4162,0.1863,0.3975
0.4162,0.1863,0.3975
0.4214,0.1824,0.3962
0.4294,0.1718,0.3988
0.4321,0.1667,0.4012
0.4294,0.1534,0.4172
0.4303,0.1576,0.4121
0.4364,0.1515,0.4121
0.4390,0.1403,0.4207
0.4364,0.1394,0.4242
0.4356,0.1350,0.4294
0.4410,0.1304,0.4286
0.4494,0.1266,0.4240
0.4522,0.1210,0.4268
0.4522,0.1210,0.4268
0.4557,0.1203,0.4240
0.4557,0.1203,0.4240
0.4586,0.1146,0.4268
0.4650,0.1083,0.4267
0.4679,0.0962,0.4359
0.4679,0.0962,0.4359
0.4710,0.0903,0.4387
0.4740,0.0844,0.4416
0.4740,0.0779,0.4481
0.4771,0.0719,0.4510
0.4794,0.0685,0.4521
0.4863,0.0616,0.4521
0.4792,0.0555,0.4653
0.4792,0.0555,0.4653
0.4825,0.0490,0.4685
0.4859,0.0423,0.4718
0.4825,0.0490,0.4685
0.4859,0.0423,0.4718
0.4963,0.0370,0.4667
0.4963,0.0370,0.4667
0.4926,0.0368,0.4706
0.4926,0.0368,0.4706
0.4927,0.0294,0.4779
0.4889,0.0296,0.4815
0.4887,0.0226,0.4887
0.4887,0.0226,0.4887
0.4849,0.0227,0.4924
0.4925,0.0224,0.4851
0.4887,0.0226,0.4887
0.4887,0.0226,0.4887
0.4849,0.0227,0.4924
0.4849,0.0227,0.4924
0.4849,0.0227,0.4924
0.4887,0.0226,0.4887
0.4892,0.0144,0.4964
0.4891,0.0073,0.5036
0.5075,0.0000,0.4925
0.5076,0.0000,0.4924
0.5037,0.0074,0.4889
0.5000,0.0074,0.4926
0.5037,0.0074,0.4889
0.5111,0.0074,0.4815
0.5111,0.0000,0.4889
0.5145,0.0000,0.4855
0.5000,0.0000,0.5000
0.4929,0.0071,0.5000
0.5000,0.0000,0.5000
0.5035,0.0000,0.4965
0.4964,0.0000,0.5036
0.5036,0.0000,0.4964
0.4964,0.0000,0.5036
0.4964,0.0000,0.5036
0.4926,0.0000,0.5074
0.4926,0.0000,0.5074
0.4851,0.0000,0.5149
0.4851,0.0000,0.5149
0.4776,0.0075,0.5149
0.4848,0.0000,0.5152
0.4923,0.0000,0.5077
0.4961,0.0000,0.5039
0.4961,0.0000,0.5039
0.5000,0.0077,0.4923
0.5000,0.0000,0.5000
0.5039,0.0000,0.4961
0.5077,0.0000,0.4923
0.5116,0.0000,0.4884
0.5000,0.0152,0.4848
0.4962,0.0076,0.4962
0.4923,0.0077,0.5000
0.4885,0.0000,0.5115
0.4846,0.0000,0.5154
0.4809,0.0076,0.5115
0.4844,0.0000,0.5156
0.4844,0.0000,0.5156
0.4766,0.0078,0.5156
0.4841,0.0000,0.5159
0.4880,0.0000,0.5120
0.4882,0.0079,0.5039
0.4882,0.0079,0.5039
0.4841,0.0000,0.5159
0.4921,0.0000,0.5079
0.4960,0.0000,0.5040
