# Au,Cu,Pt
0.3255,0.3594,0.3151
0.3220,0.3613,0.3167
0.3211,0.3605,0.3184
0.3228,0.3571,0.3201
0.3236,0.3554,0.3210
0.3218,0.3564,0.3218
0.3209,0.3556,0.3235
0.3190,0.3566,0.3244
0.3208,0.3531,0.3261
0.3189,0.3541,0.3270
0.3152,0.3560,0.3288
0.3169,0.3525,0.3306
0.3159,0.3544,0.3297
0.3168,0.3526,0.3306
0.3177,0.3536,0.3287
0.3167,0.3555,0.3278
0.3176,0.3565,0.3259
0.3157,0.3575,0.3268
0.3137,0.3586,0.3277
0.3127,0.3577,0.3296
0.3145,0.3569,0.3286
0.3162,0.3533,0.3305
0.3162,0.3533,0.3305
0.3181,0.3553,0.3266
0.3199,0.3516,0.3285
0.3218,0.3536,0.3246
0.3207,0.3557,0.3236
0.3207,0.3586,0.3207
0.3207,0.3586,0.3207
0.3197,0.3607,0.3196
0.3206,0.3618,0.3176
0.3225,0.3580,0.3195
0.3244,0.3542,0.3214
0.3263,0.3563,0.3174
0.3223,0.3584,0.3193
0.3242,0.3606,0.3152
0.3282,0.3558,0.3160
0.3241,0.3580,0.3179
0.3230,0.3571,0.3199
0.3250,0.3531,0.3219
0.3229,0.3542,0.3229
0.3229,0.3542,0.3229
0.3186,0.3565,0.3249
0.3131,0.3610,0.3259
0.3151,0.3569,0.3280
0.3161,0.3549,0.3290
0.3117,0.3571,0.3312
0.3072,0.3595,0.3333
0.3105,0.3562,0.3333
0.3115,0.3574,0.3311
0.3147,0.3574,0.3279
0.3158,0.3553,0.3289
0.3179,0.3510,0.3311
0.3212,0.3510,0.3278
0.3222,0.3522,0.3256
0.3223,0.3488,0.3289
0.3233,0.3500,0.3267
0.3244,0.3512,0.3244
0.3244,0.3512,0.3244
0.3221,0.3524,0.3255
0.3255,0.3524,0.3221
0.3243,0.3514,0.3243
0.3231,0.3538,0.3231
0.3242,0.3550,0.3208
0.3265,0.3505,0.3230
0.3265,0.3505,0.3230
0.3276,0.3483,0.3241
0.3299,0.3471,0.3230
0.3276,0.3448,0.3276
0.3264,0.3437,0.3299
0.3253,0.3460,0.3287
0.3253,0.3460,0.3287
0.3264,0.3437,0.3299
0.3264,0.3437,0.3299
0.3264,0.3437,0.3299
0.3241,0.3484,0.3275
0.3241,0.3519,0.3240
0.3252,0.3531,0.3217
0.3298,0.3509,0.3193
0.3287,0.3496,0.3217
0.3240,0.3521,0.3239
0.3263,0.3475,0.3262
