# Au,Cu,Pt
0.2995,0.3463,0.3542
0.2984,0.3456,0.3560
0.2974,0.3474,0.3552
0.2955,0.3483,0.3562
0.2944,0.3475,0.3581
0.2933,0.3467,0.3600
0.2922,0.3485,0.3593
0.2911,0.3477,0.3612
0.2919,0.3486,0.3595
0.2935,0.3478,0.3587
0.2951,0.3443,0.3606
0.2932,0.3452,0.3616
0.2912,0.3462,0.3626
0.2912,0.3462,0.3626
0.2912,0.3462,0.3626
0.2893,0.3471,0.3636
0.2900,0.3481,0.3619
0.2900,0.3481,0.3619
0.2889,0.3472,0.3639
0.2917,0.3444,0.3639
0.2897,0.3454,0.3649
0.2885,0.3473,0.3642
0.2901,0.3437,0.3662
0.2889,0.3428,0.3683
0.2898,0.3437,0.3665
0.2906,0.3419,0.3675
0.2906,0.3419,0.3675
0.2914,0.3400,0.3686
0.2923,0.3410,0.3667
0.2931,0.3391,0.3678
0.2943,0.3400,0.3657
0.2951,0.3381,0.3668
0.2951,0.3410,0.3639
0.2980,0.3410,0.3610
0.2960,0.3419,0.3621
0.2977,0.3410,0.3613
0.2928,0.3449,0.3623
0.2886,0.3470,0.3644
0.2903,0.3461,0.3636
0.2882,0.3471,0.3647
0.2870,0.3461,0.3669
0.2887,0.3452,0.3661
0.2904,0.3443,0.3653
0.2922,0.3403,0.3675
0.2900,0.3414,0.3686
0.2888,0.3404,0.3708
0.2896,0.3415,0.3689
0.2914,0.3405,0.3681
0.2923,0.3415,0.3662
0.2910,0.3437,0.3653
0.2910,0.3437,0.3653
0.2888,0.3447,0.3665
0.2875,0.3437,0.3688
0.2915,0.3417,0.3668
0.2893,0.3428,0.3679
0.2925,0.3396,0.3679
0.2934,0.3407,0.3659
0.2943,0.3418,0.3639
0.2952,0.3429,0.3619
0.2934,0.3438,0.3628
0.2953,0.3460,0.3587
0.2971,0.3419,0.3610
0.2971,0.3387,0.3642
0.2981,0.3397,0.3622
0.2968,0.3387,0.3645
0.2954,0.3377,0.3669
0.2941,0.3366,0.3693
0.2941,0.3366,0.3693
0.2951,0.3344,0.3705
0.2951,0.3344,0.3705
0.2941,0.3366,0.3693
0.2941,0.3366,0.3693
0.2961,0.3322,0.3717
0.2970,0.3300,0.3730
0.2980,0.3278,0.3742
0.2980,0.3278,0.3742
0.2980,0.3278,0.3742
0.2980,0.3278,0.3742
0.2967,0.3300,0.3733
0.2920,0.3322,0.3758
0.2920,0.3322,0.3758
