# Au,Cu,Pt
0.2865,0.3802,0.3333
0.2853,0.3796,0.3351
0.2868,0.3790,0.3342
0.2857,0.3810,0.3333
0.2865,0.3819,0.3316
0.2853,0.3840,0.3307
0.2815,0.3861,0.3324
0.2823,0.3844,0.3333
0.2830,0.3855,0.3315
0.2846,0.3821,0.3333
0.2873,0.3821,0.3306
0.2888,0.3815,0.3297
0.2869,0.3825,0.3306
0.2830,0.3846,0.3324
0.2837,0.3857,0.3306
0.2818,0.3867,0.3315
0.2806,0.3861,0.3333
0.2806,0.3833,0.3361
0.2821,0.3827,0.3352
0.2861,0.3806,0.3333
0.2841,0.3816,0.3343
0.2813,0.3816,0.3371
0.2829,0.3782,0.3389
0.2817,0.3775,0.3408
0.2833,0.3768,0.3399
0.2841,0.3750,0.3409
0.2828,0.3743,0.3429
0.2845,0.3707,0.3448
0.2853,0.3689,0.3458
0.2841,0.3710,0.3449
0.2841,0.3710,0.3449
0.2828,0.3732,0.3440
0.2815,0.3754,0.3431
0.2832,0.3717,0.3451
0.2840,0.3698,0.3462
0.2814,0.3683,0.3503
0.2831,0.3675,0.3494
0.2848,0.3697,0.3455
0.2866,0.3689,0.3445
0.2874,0.3670,0.3456
0.2884,0.3650,0.3466
0.2861,0.3662,0.3477
0.2861,0.3662,0.3477
0.2866,0.3645,0.3489
0.2884,0.3668,0.3448
0.2902,0.3659,0.3439
0.2911,0.3671,0.3418
0.2911,0.3671,0.3418
0.2911,0.3671,0.3418
0.2934,0.3659,0.3407
0.2911,0.3671,0.3418
0.2921,0.3682,0.3397
0.2921,0.3682,0.3397
0.2939,0.3706,0.3355
0.2971,0.3706,0.3323
0.2949,0.3686,0.3365
0.2917,0.3686,0.3397
0.2926,0.3698,0.3376
0.2945,0.3657,0.3398
0.2954,0.3669,0.3377
0.2941,0.3660,0.3399
0.2928,0.3651,0.3421
0.2947,0.3609,0.3444
0.2957,0.3588,0.3455
0.2966,0.3567,0.3467
0.2966,0.3567,0.3467
0.3013,0.3543,0.3444
0.3000,0.3533,0.3467
0.3013,0.3543,0.3444
0.3013,0.3543,0.3444
0.3000,0.3567,0.3433
0.3023,0.3555,0.3422
0.3010,0.3579,0.3411
0.3033,0.3567,0.3400
0.2986,0.3591,0.3423
0.2987,0.3557,0.3456
0.2997,0.3569,0.3434
0.2963,0.3569,0.3468
0.2973,0.3581,0.3446
0.2949,0.3593,0.3458
0.2935,0.3584,0.3481
0.2945,0.3596,0.3459
0.2966,0.3586,0.3448
0.2966,0.3586,0.3448
0.2966,0.3586,0.3448
0.2966,0.3586,0.3448
0.2952,0.3576,0.3472
0.2962,0.3554,0.3484
0.2952,0.3576,0.3472
0.2972,0.3566,0.3462
0.2972,0.3566,0.3462
0.2972,0.3601,0.3427
0.2993,0.3627,0.3380
0.2943,0.3653,0.3404
0.2979,0.3652,0.3369
0.2979,0.3652,0.3369
0.2979,0.3652,0.3369
0.2989,0.3630,0.3381
0.3000,0.3607,0.3393
0.3000,0.3607,0.3393
0.3000,0.3607,0.3393
0.3022,0.3597,0.3381
0.3043,0.3587,0.3370
0.3080,0.3551,0.3369
0.3066,0.3540,0.3394
0.3077,0.3553,0.3370
0.3088,0.3566,0.3346
0.3088,0.3566,0.3346
0.3037,0.3593,0.3370
0.3060,0.3582,0.3358
0.3071,0.3596,0.3333
0.3071,0.3596,0.3333
0.3019,0.3623,0.3358
0.3019,0.3660,0.3321
0.3042,0.3688,0.3270
0.3042,0.3688,0.3270
0.3004,0.3688,0.3308
0.2977,0.3702,0.3321
0.2989,0.3716,0.3295
0.2989,0.3716,0.3295
0.2966,0.3688,0.3346
0.3004,0.3688,0.3308
0.3015,0.3702,0.3283
0.3027,0.3716,0.3257
0.3053,0.3664,0.3283
0.3053,0.3664,0.3283
0.3065,0.3678,0.3257
0.3092,0.3664,0.3244
0.3092,0.3664,0.3244
0.3104,0.3678,0.3218
0.3115,0.3654,0.3231
0.3127,0.3668,0.3205
0.3140,0.3682,0.3178
0.3125,0.3711,0.3164
0.3150,0.3740,0.3110
0.3150,0.3740,0.3110
0.3122,0.3755,0.3123
0.3122,0.3755,0.3123
0.3122,0.3755,0.3123
0.3122,0.3755,0.3123
0.3135,0.3730,0.3135
0.3148,0.3705,0.3147
0.3173,0.3654,0.3173
0.3118,0.3684,0.3198
0.3102,0.3714,0.3184
0.3102,0.3714,0.3184
0.3115,0.3729,0.3156
0.3156,0.3729,0.3115
0.3184,0.3714,0.3102
0.3169,0.3745,0.3086
0.3141,0.3719,0.3140
0.3125,0.3708,0.3167
0.3167,0.3666,0.3167
0.3193,0.3656,0.3151
0.3193,0.3614,0.3193
0.3221,0.3559,0.3220
0.3277,0.3532,0.3191
0.3305,0.3517,0.3178
0.3144,0.3581,0.3275
0.3144,0.3581,0.3275
0.3198,0.3469,0.3333
0.3128,0.3480,0.3392
0.3128,0.3524,0.3348
0.3128,0.3480,0.3392
0.3128,0.3480,0.3392
0.3111,0.3467,0.3422
0.3111,0.3422,0.3467
0.3170,0.3393,0.3437
0.3184,0.3363,0.3453
0.3184,0.3408,0.3408
0.3194,0.3287,0.3519
0.3224,0.3271,0.3505
0.3255,0.3207,0.3538
0.3223,0.3223,0.3554
0.3223,0.3223,0.3554
0.3255,0.3207,0.3538
0.3239,0.3193,0.3568
0.3271,0.3178,0.3551
0.3271,0.3178,0.3551
0.3255,0.3160,0.3585
0.3270,0.3081,0.3649
0.3302,0.3066,0.3632
0.3286,0.3047,0.3667
0.3251,0.3005,0.3744
0.3397,0.2967,0.3636
0.3397,0.2967,0.3636
0.3382,0.2947,0.3671
0.3463,0.2878,0.3659
0.3463,0.2878,0.3659
0.3485,0.2828,0.3687
0.3539,0.2769,0.3692
0.3498,0.2857,0.3645
0.3547,0.2808,0.3645
0.3596,0.2759,0.3645
0.3632,0.2736,0.3632
0.3505,0.2784,0.3711
0.3505,0.2732,0.3763
0.3505,0.2732,0.3763
0.3575,0.2694,0.3731
0.3717,0.2618,0.3665
0.3705,0.2589,0.3706
0.3725,0.2551,0.3724
0.3807,0.2487,0.3706
0.3788,0.2475,0.3737
0.3807,0.2437,0.3756
0.3790,0.2421,0.3789
0.3878,0.2347,0.3775
0.3929,0.2347,0.3724
0.3980,0.2296,0.3724
0.4021,0.2268,0.3711
0.4093,0.2228,0.3679
0.4115,0.2187,0.3698
0.4162,0.2162,0.3676
0.4176,0.2198,0.3626
0.4167,0.2167,0.3666
0.4101,0.2135,0.3764
0.4078,0.2179,0.3743
0.4078,0.2123,0.3799
0.4078,0.2123,0.3799
0.4148,0.2102,0.3750
0.4260,0.2012,0.3728
0.4217,0.1988,0.3795
0.4242,0.2000,0.3758
0.4242,0.2000,0.3758
0.4268,0.2012,0.3720
0.4277,0.1988,0.3735
0.4242,0.2000,0.3758
0.4243,0.1939,0.3818
0.4304,0.1962,0.3734
0.4359,0.1923,0.3718
0.4395,0.1847,0.3758
0.4387,0.1807,0.3806
0.4444,0.1765,0.3791
0.4521,0.1712,0.3767
0.4552,0.1724,0.3724
0.4577,0.1620,0.3803
0.4577,0.1620,0.3803
0.4643,0.1571,0.3786
0.4714,0.1500,0.3786
0.4744,0.1460,0.3796
0.4779,0.1397,0.3824
0.4779,0.1397,0.3824
0.4889,0.1333,0.3778
0.4889,0.1333,0.3778
0.5000,0.1269,0.3731
0.5038,0.1203,0.3759
0.5113,0.1128,0.3759
0.5114,0.1069,0.3817
0.5077,0.1077,0.3846
0.5114,0.1069,0.3817
0.5194,0.1008,0.3798
0.5234,0.0938,0.3828
0.5238,0.0873,0.3889
0.5238,0.0794,0.3968
0.5238,0.0794,0.3968
0.5280,0.0720,0.4000
0.5323,0.0645,0.4032
0.5328,0.0656,0.4016
0.5366,0.0569,0.4065
0.5454,0.0496,0.4050
0.5454,0.0496,0.4050
0.5328,0.0574,0.4098
0.5372,0.0496,0.4132
0.5366,0.0488,0.4146
0.5410,0.0410,0.4180
0.5410,0.0410,0.4180
0.5417,0.0500,0.4083
0.5462,0.0420,0.4118
0.5462,0.0336,0.4202
0.5410,0.0492,0.4098
0.5455,0.0413,0.4132
0.5417,0.0416,0.4167
0.5372,0.0413,0.4215
0.5372,0.0413,0.4215
0.5378,0.0420,0.4202
0.5508,0.0339,0.4153
0.5462,0.0420,0.4118
0.5508,0.0339,0.4153
0.5476,0.0397,0.4127
0.5476,0.0318,0.4206
0.5440,0.0320,0.4240
0.5447,0.0244,0.4309
0.5484,0.0242,0.4274
0.5447,0.0244,0.4309
0.5447,0.0244,0.4309
0.5360,0.0240,0.4400
0.5403,0.0242,0.4355
0.5403,0.0242,0.4355
0.5492,0.0164,0.4344
0.5583,0.0084,0.4333
0.5667,0.0000,0.4333
0.5714,0.0000,0.4286
0.5714,0.0000,0.4286
0.5714,0.0000,0.4286
0.5641,0.0000,0.4359
0.5641,0.0085,0.4274
0.5604,0.0086,0.4310
0.5614,0.0000,0.4386
0.5625,0.0000,0.4375
0.5664,0.0000,0.4336
0.5625,0.0000,0.4375
0.5625,0.0000,0.4375
0.5575,0.0089,0.4336
0.5614,0.0088,0.4298
0.5664,0.0000,0.4336
0.5575,0.0000,0.4425
0.5575,0.0089,0.4336
0.5614,0.0088,0.4298
0.5614,0.0000,0.4386
0.5625,0.0000,0.4375
0.5625,0.0000,0.4375
0.5676,0.0000,0.4324
0.5664,0.0000,0.4336
0.5625,0.0000,0.4375
0.5614,0.0000,0.4386
0.5565,0.0000,0.4435
0.5517,0.0000,0.4483
0.5517,0.0000,0.4483
0.5556,0.0000,0.4444
0.5462,0.0000,0.4538
0.5417,0.0083,0.4500
0.5546,0.0000,0.4454
0.5593,0.0000,0.4407
0.5508,0.0085,0.4407
0.5546,0.0000,0.4454
