# Au,Cu,Pt
0.3698,0.2865,0.3437
0.3691,0.2880,0.3429
0.3684,0.2895,0.3421
0.3704,0.2883,0.3413
0.3697,0.2899,0.3404
0.3680,0.2907,0.3413
0.3646,0.2922,0.3432
0.3639,0.2911,0.3450
0.3631,0.2927,0.3442
0.3641,0.2908,0.3451
0.3571,0.2940,0.3489
0.3591,0.2928,0.3481
0.3591,0.2928,0.3481
0.3601,0.2909,0.3490
0.3593,0.2897,0.3510
0.3614,0.2885,0.3501
0.3606,0.2901,0.3493
0.3616,0.2881,0.3503
0.3626,0.2861,0.3513
0.3647,0.2820,0.3533
0.3657,0.2800,0.3543
0.3678,0.2759,0.3563
0.3689,0.2738,0.3573
0.3652,0.2754,0.3594
0.3634,0.2761,0.3605
0.3644,0.2741,0.3615
0.3636,0.2757,0.3607
0.3666,0.2756,0.3578
0.3628,0.2773,0.3599
0.3620,0.2789,0.3591
0.3612,0.2806,0.3582
0.3593,0.2814,0.3593
0.3603,0.2793,0.3604
0.3615,0.2771,0.3614
0.3636,0.2788,0.3576
0.3648,0.2796,0.3556
0.3659,0.2774,0.3567
0.3639,0.2783,0.3578
0.3670,0.2752,0.3578
0.3681,0.2730,0.3589
0.3704,0.2716,0.3580
0.3715,0.2694,0.3591
0.3696,0.2702,0.3602
0.3707,0.2679,0.3614
0.3688,0.2687,0.3625
0.3656,0.2688,0.3656
0.3656,0.2688,0.3656
0.3656,0.2688,0.3656
0.3616,0.2705,0.3679
0.3608,0.2721,0.3671
0.3619,0.2730,0.3651
0.3610,0.2716,0.3674
0.3631,0.2707,0.3662
0.3622,0.2724,0.3654
0.3613,0.2710,0.3677
0.3601,0.2733,0.3666
0.3601,0.2733,0.3666
0.3601,0.2733,0.3666
0.3581,0.2742,0.3677
0.3604,0.2727,0.3669
0.3595,0.2712,0.3693
0.3609,0.2682,0.3709
0.3600,0.2667,0.3733
0.3612,0.2676,0.3712
0.3600,0.2667,0.3733
0.3624,0.2651,0.3725
0.3624,0.2651,0.3725
0.3636,0.2626,0.3738
0.3615,0.2635,0.3750
0.3615,0.2635,0.3750
0.3639,0.2653,0.3708
0.3652,0.2662,0.3686
0.3643,0.2680,0.3677
0.3621,0.2689,0.3690
0.3646,0.2639,0.3715
0.3646,0.2639,0.3715
0.3637,0.2657,0.3706
0.3649,0.2667,0.3684
0.3675,0.2685,0.3640
0.3665,0.2705,0.3630
0.3692,0.2724,0.3584
0.3669,0.2734,0.3597
0.3659,0.2754,0.3587
0.3646,0.2780,0.3574
0.3600,0.2800,0.3600
0.3613,0.2774,0.3613
0.3640,0.2720,0.3640
0.3640,0.2720,0.3640
0.3616,0.2731,0.3653
0.3603,0.2757,0.3640
0.3590,0.2784,0.3626
0.3592,0.2778,0.3630
0.3555,0.2815,0.3630
0.3555,0.2852,0.3593
0.3569,0.2825,0.3606
0.3555,0.2852,0.3593
0.3582,0.2836,0.3582
0.3569,0.2862,0.3569
0.3569,0.2862,0.3569
0.3569,0.2900,0.3531
0.3531,0.2937,0.3532
0.3545,0.2948,0.3507
0.3558,0.2959,0.3483
0.3496,0.2970,0.3534
0.3496,0.2970,0.3534
0.3496,0.2932,0.3572
0.3509,0.2906,0.3585
0.3498,0.2928,0.3574
0.3496,0.2970,0.3534
0.3483,0.2959,0.3558
0.3507,0.2948,0.3545
0.3534,0.2932,0.3534
0.3510,0.2943,0.3547
0.3510,0.2943,0.3547
0.3536,0.2966,0.3498
0.3550,0.2977,0.3473
0.3550,0.2977,0.3473
0.3512,0.2977,0.3511
0.3512,0.2977,0.3511
0.3538,0.2962,0.3500
0.3512,0.2977,0.3511
0.3498,0.3004,0.3498
0.3498,0.3004,0.3498
0.3487,0.2988,0.3525
0.3500,0.3000,0.3500
0.3500,0.3000,0.3500
0.3500,0.3000,0.3500
0.3513,0.3012,0.3475
0.3500,0.3000,0.3500
0.3500,0.3000,0.3500
0.3527,0.3023,0.3450
0.3541,0.3035,0.3424
0.3555,0.3008,0.3437
0.3555,0.3008,0.3437
0.3529,0.3020,0.3451
0.3529,0.3020,0.3451
0.3583,0.2992,0.3425
0.3563,0.2955,0.3482
0.3557,0.2965,0.3478
0.3597,0.2925,0.3478
0.3611,0.2857,0.3532
0.3625,0.2869,0.3506
0.3640,0.2840,0.3520
0.3655,0.2851,0.3494
0.3655,0.2811,0.3534
0.3669,0.2782,0.3549
0.3644,0.2793,0.3563
0.3633,0.2775,0.3592
0.3571,0.2815,0.3614
0.3574,0.2809,0.3617
0.3574,0.2766,0.3660
0.3621,0.2672,0.3707
0.3621,0.2672,0.3707
0.3636,0.2641,0.3723
0.3636,0.2641,0.3723
0.3718,0.2564,0.3718
0.3734,0.2532,0.3734
