# Au,Cu,Pt
0.3333,0.3360,0.3307
0.3324,0.3351,0.3325
0.3316,0.3368,0.3316
0.3333,0.3360,0.3307
0.3324,0.3378,0.3298
0.3289,0.3396,0.3315
0.3271,0.3405,0.3324
0.3253,0.3414,0.3333
0.3270,0.3379,0.3351
0.3252,0.3388,0.3360
0.3261,0.3397,0.3342
0.3279,0.3360,0.3361
0.3288,0.3342,0.3370
0.3297,0.3351,0.3352
0.3287,0.3343,0.3370
0.3278,0.3361,0.3361
0.3287,0.3343,0.3370
0.3277,0.3362,0.3361
0.3249,0.3390,0.3361
0.3268,0.3380,0.3352
0.3287,0.3370,0.3343
0.3277,0.3390,0.3333
0.3268,0.3380,0.3352
0.3249,0.3390,0.3361
0.3249,0.3390,0.3361
0.3249,0.3390,0.3361
0.3267,0.3381,0.3352
0.3286,0.3343,0.3371
0.3276,0.3333,0.3391
0.3285,0.3314,0.3401
0.3276,0.3304,0.3420
0.3295,0.3294,0.3411
0.3275,0.3304,0.3421
0.3265,0.3323,0.3412
0.3265,0.3323,0.3412
0.3284,0.3314,0.3402
0.3274,0.3333,0.3393
0.3254,0.3343,0.3403
0.3284,0.3313,0.3403
0.3273,0.3303,0.3424
0.3263,0.3293,0.3444
0.3283,0.3283,0.3434
0.3272,0.3303,0.3425
0.3292,0.3292,0.3416
0.3313,0.3251,0.3436
0.3292,0.3261,0.3447
0.3302,0.3271,0.3427
0.3323,0.3260,0.3417
0.3333,0.3271,0.3396
0.3354,0.3260,0.3386
0.3365,0.3238,0.3397
0.3365,0.3238,0.3397
0.3376,0.3248,0.3376
0.3397,0.3238,0.3365
0.3408,0.3248,0.3344
0.3408,0.3280,0.3312
0.3418,0.3259,0.3323
0.3418,0.3259,0.3323
0.3430,0.3269,0.3301
0.3420,0.3290,0.3290
0.3419,0.3323,0.3258
0.3431,0.3333,0.3236
0.3419,0.3323,0.3258
0.3398,0.3333,0.3269
0.3355,0.3355,0.3290
0.3377,0.3344,0.3279
0.3400,0.3333,0.3267
0.3400,0.3333,0.3267
0.3378,0.3344,0.3278
0.3367,0.3333,0.3300
0.3367,0.3333,0.3300
0.3367,0.3333,0.3300
0.3367,0.3333,0.3300
0.3356,0.3356,0.3288
0.3356,0.3356,0.3288
0.3389,0.3356,0.3255
0.3367,0.3367,0.3266
0.3367,0.3333,0.3300
0.3367,0.3300,0.3333
0.3333,0.3300,0.3367
0.3322,0.3322,0.3356
0.3333,0.3300,0.3367
0.3334,0.3333,0.3333
0.3322,0.3356,0.3322
0.3333,0.3368,0.3299
0.3333,0.3368,0.3299
0.3345,0.3379,0.3276
0.3345,0.3379,0.3276
0.3322,0.3390,0.3288
0.3276,0.3414,0.3310
0.3264,0.3437,0.3299
0.3241,0.3414,0.3345
0.3252,0.3426,0.3322
0.3252,0.3426,0.3322
0.3253,0.3391,0.3356
0.3229,0.3403,0.3368
0.3229,0.3403,0.3368
0.3217,0.3391,0.3392
0.3228,0.3404,0.3368
0.3216,0.3392,0.3392
0.3216,0.3392,0.3392
0.3203,0.3416,0.3381
0.3214,0.3429,0.3357
0.3226,0.3405,0.3369
0.3202,0.3417,0.3381
0.3238,0.3417,0.3345
0.3225,0.3442,0.3333
0.3225,0.3442,0.3333
0.3248,0.3394,0.3358
0.3235,0.3383,0.3382
0.3259,0.3408,0.3333
0.3259,0.3408,0.3333
0.3271,0.3383,0.3346
0.3271,0.3383,0.3346
0.3284,0.3358,0.3358
0.3309,0.3345,0.3346
0.3296,0.3333,0.3371
0.3334,0.3333,0.3333
0.3346,0.3308,0.3346
0.3334,0.3333,0.3333
0.3296,0.3333,0.3371
0.3334,0.3333,0.3333
0.3346,0.3346,0.3308
0.3346,0.3346,0.3308
0.3358,0.3358,0.3284
0.3346,0.3346,0.3308
0.3358,0.3358,0.3284
0.3371,0.3333,0.3296
0.3371,0.3333,0.3296
0.3371,0.3333,0.3296
0.3396,0.3321,0.3283
0.3396,0.3321,0.3283
0.3396,0.3283,0.3321
0.3409,0.3296,0.3295
0.3346,0.3308,0.3346
0.3473,0.3206,0.3321
0.3525,0.3218,0.3257
0.3552,0.3205,0.3243
0.3572,0.3095,0.3333
0.3520,0.3120,0.3360
0.3534,0.3133,0.3333
0.3548,0.3145,0.3307
0.3563,0.3117,0.3320
0.3589,0.3105,0.3306
0.3618,0.3130,0.3252
0.3515,0.3138,0.3347
0.3517,0.3178,0.3305
0.3587,0.3122,0.3291
0.3660,0.3021,0.3319
0.3648,0.3004,0.3348
0.3680,0.2987,0.3333
0.3707,0.2974,0.3319
0.3707,0.2974,0.3319
0.3691,0.3004,0.3305
0.3707,0.2974,0.3319
0.3707,0.2974,0.3319
0.3739,0.2957,0.3304
0.3772,0.2851,0.3377
0.3756,0.2838,0.3406
0.3745,0.2863,0.3392
0.3745,0.2863,0.3392
0.3745,0.2863,0.3392
0.3689,0.2844,0.3467
0.3689,0.2844,0.3467
0.3705,0.2813,0.3482
0.3733,0.2765,0.3502
0.3691,0.2804,0.3505
0.3727,0.2830,0.3443
0.3810,0.2714,0.3476
0.3839,0.2701,0.3460
0.3828,0.2727,0.3445
0.3865,0.2705,0.3430
0.3800,0.2750,0.3450
0.3819,0.2714,0.3467
0.3862,0.2673,0.3465
0.3900,0.2650,0.3450
0.3889,0.2626,0.3485
0.3822,0.2670,0.3508
0.3830,0.2659,0.3511
0.3850,0.2620,0.3530
0.3936,0.2553,0.3511
0.4032,0.2419,0.3549
0.4000,0.2432,0.3568
0.3979,0.2419,0.3602
0.4032,0.2366,0.3602
0.4022,0.2347,0.3631
0.4086,0.2258,0.3656
0.4000,0.2270,0.3730
0.3978,0.2312,0.3710
0.4044,0.2240,0.3716
0.4044,0.2240,0.3716
0.4066,0.2198,0.3736
0.4088,0.2155,0.3757
0.4111,0.2111,0.3778
0.4134,0.2123,0.3743
0.4134,0.2123,0.3743
0.4246,0.2067,0.3687
0.4302,0.2035,0.3663
0.4320,0.2071,0.3609
0.4379,0.2012,0.3609
0.4438,0.1953,0.3609
0.4405,0.1964,0.3631
0.4593,0.1860,0.3547
0.4620,0.1813,0.3567
0.4647,0.1824,0.3529
0.4702,0.1786,0.3512
0.4734,0.1775,0.3491
0.4852,0.1716,0.3432
0.4881,0.1667,0.3452
0.4880,0.1626,0.3494
0.4880,0.1566,0.3554
0.4908,0.1534,0.3558
0.4969,0.1534,0.3497
0.5000,0.1481,0.3519
0.5000,0.1375,0.3625
0.4938,0.1437,0.3625
0.4968,0.1384,0.3648
0.5000,0.1392,0.3608
0.4937,0.1329,0.3734
0.5032,0.1274,0.3694
0.5031,0.1195,0.3774
0.5032,0.1146,0.3822
0.5097,0.1097,0.3806
0.5164,0.0980,0.3856
0.5130,0.1039,0.3831
0.5164,0.0980,0.3856
0.5099,0.0927,0.3974
0.5066,0.0867,0.4067
0.5101,0.0805,0.4094
0.5102,0.0748,0.4150
0.5170,0.0680,0.4150
0.5102,0.0612,0.4286
0.5068,0.0608,0.4324
0.5068,0.0548,0.4384
0.5103,0.0483,0.4414
0.5172,0.0414,0.4414
0.5362,0.0290,0.4348
0.5245,0.0280,0.4475
0.5245,0.0280,0.4475
0.5208,0.0347,0.4445
0.5282,0.0282,0.4436
0.5282,0.0282,0.4436
0.5282,0.0282,0.4436
0.5357,0.0214,0.4429
0.5423,0.0211,0.4366
0.5493,0.0141,0.4366
0.5524,0.0140,0.4336
0.5493,0.0141,0.4366
0.5571,0.0072,0.4357
0.5789,0.0000,0.4211
0.5714,0.0075,0.4211
0.5758,0.0000,0.4242
0.5725,0.0000,0.4275
0.5725,0.0000,0.4275
0.5649,0.0076,0.4275
0.5659,0.0000,0.4341
0.5669,0.0000,0.4331
0.5635,0.0000,0.4365
0.5645,0.0000,0.4355
0.5680,0.0000,0.4320
0.5645,0.0000,0.4355
0.5645,0.0000,0.4355
0.5645,0.0000,0.4355
0.5645,0.0000,0.4355
0.5565,0.0000,0.4435
0.5528,0.0000,0.4472
0.5528,0.0000,0.4472
0.5610,0.0000,0.4390
0.5610,0.0000,0.4390
0.5610,0.0000,0.4390
0.5565,0.0000,0.4435
0.5440,0.0000,0.4560
0.5433,0.0000,0.4567
0.5433,0.0000,0.4567
0.5349,0.0077,0.4574
0.5391,0.0078,0.4531
0.5504,0.0000,0.4496
0.5469,0.0000,0.4531
