# Au,Cu,Pt
0.3281,0.2995,0.3724
0.3272,0.3011,0.3717
0.3281,0.3018,0.3701
0.3289,0.3000,0.3711
0.3307,0.2963,0.3730
0.3325,0.2952,0.3723
0.3342,0.2941,0.3717
0.3351,0.2922,0.3727
0.3342,0.2938,0.3720
0.3306,0.2954,0.3740
0.3297,0.2970,0.3733
0.3260,0.2986,0.3754
0.3251,0.2975,0.3774
0.3251,0.2948,0.3801
0.3260,0.2928,0.3812
0.3278,0.2920,0.3802
0.3297,0.2936,0.3767
0.3287,0.2956,0.3757
0.3315,0.2956,0.3729
0.3296,0.2964,0.3740
0.3315,0.2980,0.3705
0.3287,0.2980,0.3733
0.3305,0.2969,0.3726
0.3305,0.2969,0.3726
0.3324,0.2958,0.3718
0.3333,0.2966,0.3701
0.3352,0.2958,0.3690
0.3333,0.2966,0.3701
0.3362,0.2938,0.3700
0.3362,0.2938,0.3700
0.3362,0.2938,0.3700
0.3381,0.2954,0.3665
0.3400,0.2943,0.3657
0.3391,0.2931,0.3678
0.3372,0.2939,0.3689
0.3381,0.2948,0.3671
0.3353,0.2944,0.3703
0.3373,0.2903,0.3724
0.3383,0.2882,0.3735
0.3353,0.2912,0.3735
0.3373,0.2929,0.3698
0.3393,0.2887,0.3720
0.3393,0.2887,0.3720
0.3393,0.2887,0.3720
0.3383,0.2874,0.3743
0.3363,0.2883,0.3754
0.3363,0.2883,0.3754
0.3283,0.2918,0.3799
0.3262,0.2927,0.3811
0.3272,0.2936,0.3792
0.3292,0.2923,0.3785
0.3303,0.2932,0.3765
0.3281,0.2938,0.3781
0.3270,0.2956,0.3774
0.3281,0.2965,0.3754
0.3238,0.2984,0.3778
0.3248,0.2958,0.3794
0.3237,0.2949,0.3814
0.3226,0.2968,0.3806
0.3214,0.2955,0.3831
0.3203,0.2941,0.3856
0.3224,0.2960,0.3816
0.3257,0.2960,0.3783
0.3245,0.2947,0.3808
0.3256,0.2957,0.3787
0.3289,0.2957,0.3754
0.3289,0.2957,0.3754
0.3300,0.2933,0.3767
0.3300,0.2937,0.3763
0.3322,0.2924,0.3754
0.3334,0.2933,0.3733
0.3333,0.2900,0.3767
0.3366,0.2867,0.3767
0.3389,0.2852,0.3759
0.3389,0.2852,0.3759
0.3401,0.2862,0.3737
0.3423,0.2852,0.3725
0.3423,0.2886,0.3691
0.3434,0.2896,0.3670
0.3412,0.2905,0.3683
0.3401,0.2891,0.3708
0.3425,0.2911,0.3664
0.3435,0.2891,0.3674
0.3469,0.2891,0.3640
0.3503,0.2891,0.3606
0.3493,0.2911,0.3596
0.3517,0.2862,0.3621
0.3507,0.2882,0.3611
0.3519,0.2892,0.3589
0.3484,0.2927,0.3589
0.3497,0.2937,0.3566
0.3532,0.2902,0.3566
0.3521,0.2923,0.3556
0.3533,0.2933,0.3534
0.3523,0.2918,0.3559
0.3513,0.2939,0.3548
0.3513,0.2939,0.3548
0.3513,0.2939,0.3548
0.3513,0.2939,0.3548
0.3525,0.2950,0.3525
0.3538,0.2960,0.3502
0.3564,0.2982,0.3454
0.3564,0.2982,0.3454
0.3564,0.2982,0.3454
0.3590,0.2967,0.3443
0.3590,0.2967,0.3443
0.3603,0.2978,0.3419
0.3579,0.2989,0.3432
0.3569,0.3011,0.3420
0.3582,0.3022,0.3396
0.3619,0.2985,0.3396
0.3596,0.2996,0.3408
0.3623,0.2981,0.3396
0.3636,0.2993,0.3371
0.3609,0.3045,0.3346
0.3626,0.3015,0.3359
0.3615,0.3000,0.3385
0.3629,0.2973,0.3398
0.3643,0.2985,0.3372
0.3644,0.3023,0.3333
0.3658,0.3035,0.3307
0.3686,0.3020,0.3294
0.3686,0.3020,0.3294
0.3715,0.3004,0.3281
0.3651,0.3016,0.3333
0.3625,0.3028,0.3347
0.3586,0.3068,0.3346
0.3615,0.3092,0.3293
0.3615,0.3092,0.3293
0.3603,0.3118,0.3279
0.3603,0.3118,0.3279
0.3577,0.3130,0.3293
0.3577,0.3130,0.3293
0.3592,0.3102,0.3306
0.3633,0.3102,0.3265
0.3618,0.3089,0.3293
0.3740,0.3008,0.3252
0.3714,0.3021,0.3265
0.3647,0.3074,0.3279
0.3647,0.3074,0.3279
0.3647,0.3074,0.3279
0.3678,0.3058,0.3264
0.3678,0.3058,0.3264
0.3734,0.3029,0.3237
0.3708,0.3000,0.3292
0.3666,0.3042,0.3292
0.3640,0.3054,0.3306
0.3640,0.3054,0.3306
0.3656,0.3067,0.3277
0.3629,0.3038,0.3333
0.3617,0.3064,0.3319
0.3659,0.3064,0.3277
0.3691,0.3047,0.3262
0.3777,0.2961,0.3262
0.3793,0.2974,0.3233
0.3793,0.2931,0.3276
0.3810,0.2857,0.3333
0.3836,0.2845,0.3319
0.3836,0.2845,0.3319
0.3867,0.2755,0.3378
0.3901,0.2736,0.3363
0.3887,0.2751,0.3362
0.3930,0.2707,0.3363
0.3965,0.2643,0.3392
0.3921,0.2687,0.3392
0.3956,0.2622,0.3422
0.3991,0.2556,0.3453
0.4009,0.2613,0.3378
0.4009,0.2613,0.3378
0.4047,0.2558,0.3395
0.3991,0.2582,0.3427
0.4000,0.2571,0.3429
0.4019,0.2536,0.3445
0.4067,0.2536,0.3397
0.4059,0.2525,0.3416
0.4115,0.2440,0.3445
0.4106,0.2416,0.3478
0.4155,0.2367,0.3478
0.4195,0.2342,0.3463
0.4208,0.2277,0.3515
0.4229,0.2288,0.3483
0.4229,0.2239,0.3532
0.4227,0.2268,0.3505
0.4249,0.2228,0.3523
0.4323,0.2135,0.3542
0.4263,0.2158,0.3579
0.4263,0.2105,0.3632
0.4341,0.2033,0.3626
0.4389,0.2000,0.3611
0.4301,0.2043,0.3656
0.4293,0.2011,0.3696
0.4294,0.1977,0.3729
0.4364,0.1934,0.3702
0.4358,0.1899,0.3743
0.4382,0.1854,0.3764
0.4382,0.1854,0.3764
0.4386,0.1871,0.3743
0.4386,0.1871,0.3743
0.4477,0.1860,0.3663
0.4477,0.1802,0.3721
0.4444,0.1813,0.3743
0.4438,0.1775,0.3787
0.4431,0.1737,0.3832
0.4397,0.1687,0.3916
0.4424,0.1636,0.3940
0.4424,0.1636,0.3940
0.4451,0.1585,0.3964
0.4451,0.1524,0.4025
0.4479,0.1472,0.4049
0.4506,0.1420,0.4074
0.4437,0.1375,0.4188
0.4465,0.1321,0.4214
0.4459,0.1274,0.4267
0.4516,0.1226,0.4258
0.4459,0.1210,0.4331
0.4522,0.1147,0.4331
0.4522,0.1147,0.4331
0.4551,0.1090,0.4359
0.4610,0.1039,0.4351
0.4640,0.1046,0.4314
0.4702,0.0927,0.4371
0.4737,0.0921,0.4342
0.4733,0.0867,0.4400
0.4733,0.0800,0.4467
0.4797,0.0743,0.4460
0.4797,0.0743,0.4460
0.4830,0.0680,0.4490
0.4898,0.0612,0.4490
0.5000,0.0571,0.4429
0.5000,0.0580,0.4420
0.5036,0.0511,0.4453
0.5111,0.0445,0.4444
0.5149,0.0373,0.4478
0.5038,0.0376,0.4586
0.5076,0.0379,0.4545
0.5113,0.0301,0.4586
0.5109,0.0219,0.4672
0.5109,0.0146,0.4745
0.5108,0.0072,0.4820
0.5071,0.0143,0.4786
0.5035,0.0142,0.4823
0.5106,0.0071,0.4823
0.5035,0.0210,0.4755
0.5070,0.0141,0.4789
0.5035,0.0210,0.4755
0.5035,0.0142,0.4823
0.5070,0.0141,0.4789
0.5071,0.0072,0.4857
0.5035,0.0142,0.4823
0.5000,0.0141,0.4859
0.5071,0.0072,0.4857
0.5071,0.0072,0.4857
0.5072,0.0000,0.4928
0.5036,0.0000,0.4964
0.5000,0.0071,0.4929
0.5035,0.0071,0.4894
0.5071,0.0000,0.4929
0.5036,0.0000,0.4964
0.5036,0.0000,0.4964
0.5036,0.0000,0.4964
0.4964,0.0000,0.5036
0.4964,0.0000,0.5036
0.4928,0.0072,0.5000
0.4815,0.0000,0.5185
0.4776,0.0000,0.5224
0.4701,0.0075,0.5224
0.4697,0.0000,0.5303
0.4662,0.0075,0.5263
0.4656,0.0000,0.5344
0.4697,0.0000,0.5303
0.4701,0.0000,0.5299
0.4627,0.0000,0.5373
0.4593,0.0074,0.5333
0.4593,0.0000,0.5407
0.4662,0.0000,0.5338
0.4697,0.0000,0.5303
0.4737,0.0000,0.5263
0.4701,0.0000,0.5299
0.4593,0.0074,0.5333
0.4662,0.0000,0.5338
0.4621,0.0000,0.5379
0.4580,0.0000,0.5420
0.4545,0.0152,0.5303
0.4545,0.0152,0.5303
0.4545,0.0076,0.5379
0.4511,0.0000,0.5489
0.4445,0.0148,0.5407
0.4445,0.0148,0.5407
0.4519,0.0074,0.5407
0.4552,0.0000,0.5448
0.4511,0.0000,0.5489
0.4545,0.0000,0.5455
0.4545,0.0000,0.5455
0.4552,0.0075,0.5373
0.4485,0.0074,0.5441
0.4412,0.0147,0.5441
0.4444,0.0000,0.5556
0.4478,0.0000,0.5522
0.4478,0.0000,0.5522
