# Au,Cu,Pt
0.3177,0.3750,0.3073
0.3167,0.3770,0.3063
0.3158,0.3789,0.3053
0.3122,0.3809,0.3069
0.3130,0.3793,0.3077
0.3138,0.3777,0.3085
0.3147,0.3760,0.3093
0.3155,0.3743,0.3102
0.3118,0.3764,0.3118
0.3127,0.3746,0.3127
0.3127,0.3746,0.3127
0.3108,0.3757,0.3135
0.3081,0.3757,0.3162
0.3071,0.3750,0.3179
0.3052,0.3760,0.3188
0.3060,0.3771,0.3169
0.3050,0.3791,0.3159
0.3030,0.3802,0.3168
0.3047,0.3795,0.3158
0.3028,0.3805,0.3167
0.3045,0.3799,0.3156
0.3025,0.3810,0.3165
0.3034,0.3792,0.3174
0.3051,0.3785,0.3164
0.3060,0.3796,0.3144
0.3077,0.3761,0.3162
0.3037,0.3782,0.3181
0.3055,0.3746,0.3199
0.3073,0.3710,0.3217
0.3052,0.3721,0.3227
0.3012,0.3743,0.3245
0.3029,0.3765,0.3206
0.3018,0.3787,0.3195
0.2976,0.3810,0.3214
0.2964,0.3802,0.3234
0.2964,0.3802,0.3234
0.2973,0.3784,0.3243
0.2943,0.3784,0.3273
0.2913,0.3814,0.3273
0.2930,0.3837,0.3233
0.2939,0.3849,0.3212
0.2948,0.3830,0.3222
0.2966,0.3823,0.3211
0.2954,0.3846,0.3200
0.2963,0.3858,0.3179
0.2963,0.3858,0.3179
0.2941,0.3870,0.3189
0.2950,0.3851,0.3199
0.2941,0.3870,0.3189
0.2941,0.3839,0.3220
0.2919,0.3851,0.3230
0.2919,0.3851,0.3230
0.2969,0.3812,0.3219
0.2969,0.3812,0.3219
0.2959,0.3801,0.3240
0.2981,0.3789,0.3230
0.2959,0.3801,0.3240
0.2947,0.3824,0.3229
0.2947,0.3856,0.3197
0.2965,0.3817,0.3218
0.2975,0.3829,0.3196
0.2984,0.3841,0.3175
0.2984,0.3841,0.3175
0.2994,0.3853,0.3153
0.2962,0.3853,0.3185
0.2953,0.3841,0.3206
0.2953,0.3841,0.3206
0.2953,0.3841,0.3206
0.2939,0.3834,0.3227
0.2949,0.3846,0.3205
0.2935,0.3839,0.3226
0.2945,0.3819,0.3236
0.2945,0.3819,0.3236
0.2945,0.3786,0.3269
0.2955,0.3766,0.3279
0.2954,0.3734,0.3312
0.2932,0.3746,0.3322
0.2932,0.3746,0.3322
0.2899,0.3746,0.3355
0.2899,0.3746,0.3355
