# Au,Cu,Pt
0.3099,0.3437,0.3464
0.3089,0.3429,0.3482
0.3105,0.3395,0.3500
0.3095,0.3386,0.3519
0.3059,0.3404,0.3537
0.3075,0.3396,0.3529
0.3083,0.3378,0.3539
0.3091,0.3387,0.3522
0.3091,0.3414,0.3495
0.3073,0.3423,0.3504
0.3035,0.3442,0.3523
0.3052,0.3433,0.3515
0.3041,0.3425,0.3534
0.3049,0.3407,0.3544
0.3066,0.3426,0.3508
0.3075,0.3407,0.3518
0.3064,0.3426,0.3510
0.3073,0.3408,0.3519
0.3090,0.3399,0.3511
0.3099,0.3380,0.3521
0.3107,0.3362,0.3531
0.3116,0.3371,0.3513
0.3106,0.3390,0.3504
0.3114,0.3400,0.3486
0.3114,0.3400,0.3486
0.3123,0.3381,0.3496
0.3123,0.3353,0.3524
0.3083,0.3372,0.3545
0.3092,0.3382,0.3526
0.3073,0.3391,0.3536
0.3090,0.3353,0.3557
0.3099,0.3363,0.3538
0.3109,0.3372,0.3519
0.3118,0.3382,0.3500
0.3138,0.3372,0.3490
0.3127,0.3363,0.3510
0.3127,0.3363,0.3510
0.3106,0.3373,0.3521
0.3095,0.3393,0.3512
0.3114,0.3353,0.3533
0.3093,0.3363,0.3544
0.3112,0.3323,0.3565
0.3112,0.3353,0.3535
0.3112,0.3353,0.3535
0.3100,0.3374,0.3526
0.3089,0.3364,0.3547
0.3119,0.3364,0.3517
0.3098,0.3374,0.3528
0.3117,0.3333,0.3550
0.3096,0.3344,0.3560
0.3084,0.3365,0.3551
0.3115,0.3333,0.3552
0.3104,0.3354,0.3542
0.3123,0.3344,0.3533
0.3101,0.3355,0.3544
0.3121,0.3344,0.3535
0.3099,0.3355,0.3546
0.3067,0.3355,0.3578
0.3077,0.3365,0.3558
0.3087,0.3376,0.3537
0.3065,0.3387,0.3548
0.3052,0.3377,0.3571
0.3042,0.3398,0.3560
0.3032,0.3419,0.3549
0.3065,0.3387,0.3548
0.3074,0.3366,0.3560
0.3094,0.3355,0.3551
0.3082,0.3377,0.3541
0.3102,0.3366,0.3532
0.3102,0.3366,0.3532
0.3102,0.3333,0.3565
0.3046,0.3345,0.3609
0.3066,0.3367,0.3567
0.3100,0.3333,0.3567
0.3064,0.3333,0.3603
0.3064,0.3367,0.3569
0.3051,0.3356,0.3593
0.3061,0.3367,0.3572
0.3072,0.3345,0.3583
0.3082,0.3322,0.3596
0.3082,0.3356,0.3562
0.3072,0.3379,0.3549
0.3048,0.3390,0.3562
0.3034,0.3414,0.3552
0.3010,0.3460,0.3530
0.3032,0.3484,0.3484
0.3045,0.3460,0.3495
0.3066,0.3484,0.3450
0.3066,0.3450,0.3484
0.3077,0.3461,0.3462
0.3099,0.3486,0.3415
0.3099,0.3521,0.3380
0.3120,0.3511,0.3369
0.3107,0.3500,0.3393
0.3107,0.3500,0.3393
0.3071,0.3500,0.3429
0.3071,0.3500,0.3429
0.3047,0.3512,0.3441
0.3058,0.3525,0.3417
0.3043,0.3551,0.3406
0.3055,0.3527,0.3418
0.3066,0.3503,0.3431
0.3077,0.3480,0.3443
0.3102,0.3467,0.3431
0.3102,0.3467,0.3431
0.3102,0.3431,0.3467
0.3066,0.3431,0.3503
0.3063,0.3432,0.3505
0.3074,0.3444,0.3482
0.3074,0.3444,0.3482
0.3086,0.3420,0.3494
0.3074,0.3444,0.3482
0.3086,0.3457,0.3457
0.3071,0.3483,0.3446
0.3071,0.3483,0.3446
0.3083,0.3458,0.3459
0.3106,0.3485,0.3409
0.3053,0.3512,0.3435
0.3053,0.3512,0.3435
0.3077,0.3538,0.3385
0.3077,0.3538,0.3385
0.3103,0.3525,0.3372
0.3127,0.3514,0.3359
0.3152,0.3541,0.3307
0.3178,0.3489,0.3333
0.3152,0.3502,0.3346
0.3191,0.3463,0.3346
0.3203,0.3477,0.3320
0.3203,0.3477,0.3320
0.3203,0.3477,0.3320
0.3150,0.3504,0.3346
0.3162,0.3518,0.3320
0.3147,0.3506,0.3347
0.3160,0.3480,0.3360
0.3133,0.3494,0.3373
0.3158,0.3482,0.3360
0.3158,0.3441,0.3401
0.3186,0.3427,0.3387
0.3186,0.3427,0.3387
0.3226,0.3387,0.3387
0.3213,0.3414,0.3373
0.3253,0.3414,0.3333
0.3253,0.3414,0.3333
0.3253,0.3414,0.3333
0.3293,0.3414,0.3293
0.3253,0.3454,0.3293
0.3266,0.3427,0.3307
0.3253,0.3454,0.3293
0.3293,0.3414,0.3293
0.3333,0.3374,0.3293
0.3347,0.3347,0.3306
0.3333,0.3374,0.3293
0.3307,0.3387,0.3306
0.3307,0.3427,0.3266
0.3320,0.3441,0.3239
0.3320,0.3441,0.3239
0.3347,0.3429,0.3224
0.3333,0.3415,0.3252
0.3320,0.3401,0.3279
0.3320,0.3401,0.3279
0.3306,0.3388,0.3306
0.3320,0.3401,0.3279
0.3347,0.3347,0.3306
0.3292,0.3375,0.3333
0.3292,0.3333,0.3375
0.3305,0.3219,0.3476
0.3261,0.3261,0.3478
0.3246,0.3289,0.3465
0.3275,0.3319,0.3406
0.3231,0.3363,0.3406
0.3275,0.3319,0.3406
0.3288,0.3243,0.3469
0.3333,0.3197,0.3470
0.3392,0.3216,0.3392
0.3378,0.3155,0.3467
0.3408,0.3184,0.3408
0.3437,0.3125,0.3438
0.3469,0.3108,0.3423
0.3500,0.3091,0.3409
0.3500,0.3045,0.3455
0.3427,0.3052,0.3521
0.3486,0.2982,0.3532
0.3486,0.2936,0.3578
0.3519,0.2870,0.3611
0.3488,0.2884,0.3628
0.3458,0.2897,0.3645
0.3430,0.2850,0.3720
0.3480,0.2745,0.3775
0.3448,0.2759,0.3793
0.3416,0.2772,0.3812
0.3433,0.2836,0.3731
0.3417,0.2814,0.3769
0.3417,0.2814,0.3769
0.3417,0.2764,0.3819
0.3434,0.2677,0.3889
0.3485,0.2677,0.3838
0.3452,0.2639,0.3909
0.3469,0.2602,0.3929
0.3453,0.2526,0.4021
0.3453,0.2526,0.4021
0.3471,0.2539,0.3990
0.3523,0.2487,0.3990
0.3490,0.2448,0.4062
0.3542,0.2396,0.4062
0.3514,0.2378,0.4108
0.3571,0.2308,0.4121
0.3626,0.2308,0.4066
0.3646,0.2321,0.4033
0.3631,0.2291,0.4078
0.3672,0.2260,0.4068
0.3706,0.2235,0.4059
0.3713,0.2215,0.4072
0.3691,0.2202,0.4107
0.3750,0.2143,0.4107
0.3772,0.2036,0.4192
0.3810,0.2083,0.4107
0.3795,0.2048,0.4157
0.3781,0.2012,0.4207
0.3758,0.2000,0.4242
0.3804,0.1902,0.4294
0.3781,0.1890,0.4329
0.3827,0.1852,0.4321
0.3885,0.1784,0.4331
0.3789,0.1739,0.4472
0.3837,0.1635,0.4528
0.3861,0.1645,0.4494
0.3899,0.1635,0.4466
0.3924,0.1646,0.4430
0.3910,0.1603,0.4487
0.3910,0.1603,0.4487
0.3974,0.1603,0.4423
0.3974,0.1603,0.4423
0.4027,0.1544,0.4429
0.4013,0.1565,0.4422
0.4000,0.1500,0.4500
0.4088,0.1533,0.4379
0.4088,0.1533,0.4379
0.4058,0.1522,0.4420
0.4203,0.1449,0.4348
0.4275,0.1374,0.4351
0.4186,0.1395,0.4419
0.4063,0.1406,0.4531
0.4094,0.1339,0.4567
0.4173,0.1260,0.4567
0.4206,0.1111,0.4683
0.4240,0.1120,0.4640
0.4240,0.1120,0.4640
0.4228,0.1057,0.4715
0.4194,0.1048,0.4758
0.4228,0.0975,0.4797
0.4309,0.0894,0.4797
0.4309,0.0894,0.4797
0.4380,0.0827,0.4793
0.4380,0.0827,0.4793
0.4454,0.0756,0.4790
0.4492,0.0678,0.4830
0.4576,0.0593,0.4831
0.4685,0.0540,0.4775
0.4685,0.0540,0.4775
0.4727,0.0455,0.4818
0.4732,0.0446,0.4822
0.4775,0.0360,0.4865
0.4775,0.0270,0.4955
0.4732,0.0357,0.4911
0.4775,0.0360,0.4865
0.4822,0.0357,0.4821
0.4822,0.0357,0.4821
0.4909,0.0273,0.4818
0.4865,0.0270,0.4865
0.4818,0.0273,0.4909
0.4775,0.0360,0.4865
0.4818,0.0273,0.4909
0.4771,0.0275,0.4954
0.4771,0.0275,0.4954
0.4815,0.0185,0.5000
0.4955,0.0090,0.4955
0.5000,0.0000,0.5000
0.5045,0.0000,0.4955
0.5045,0.0000,0.4955
0.5000,0.0000,0.5000
0.4907,0.0000,0.5093
0.4860,0.0000,0.5140
0.4815,0.0000,0.5185
0.4862,0.0000,0.5138
0.4909,0.0000,0.5091
0.4907,0.0000,0.5093
0.4907,0.0000,0.5093
0.4862,0.0092,0.5046
0.4907,0.0000,0.5093
0.4953,0.0000,0.5047
0.5047,0.0000,0.4953
0.5046,0.0092,0.4862
0.5000,0.0000,0.5000
0.4906,0.0000,0.5094
