# Au,Cu,Pt
0.3490,0.3437,0.3073
0.3482,0.3429,0.3089
0.3474,0.3447,0.3079
0.3457,0.3456,0.3087
0.3439,0.3466,0.3095
0.3448,0.3448,0.3104
0.3440,0.3440,0.3120
0.3458,0.3432,0.3110
0.3477,0.3396,0.3127
0.3496,0.3360,0.3144
0.3488,0.3351,0.3161
0.3479,0.3343,0.3178
0.3471,0.3361,0.3168
0.3490,0.3352,0.3158
0.3510,0.3342,0.3148
0.3520,0.3352,0.3128
0.3530,0.3361,0.3109
0.3539,0.3343,0.3118
0.3549,0.3324,0.3127
0.3541,0.3314,0.3145
0.3523,0.3324,0.3153
0.3523,0.3352,0.3125
0.3543,0.3314,0.3143
0.3563,0.3333,0.3104
0.3573,0.3343,0.3084
0.3584,0.3324,0.3092
0.3565,0.3333,0.3102
0.3547,0.3343,0.3110
0.3547,0.3343,0.3110
0.3557,0.3353,0.3090
0.3538,0.3363,0.3099
0.3548,0.3343,0.3109
0.3529,0.3353,0.3118
0.3540,0.3363,0.3097
0.3531,0.3353,0.3116
0.3542,0.3333,0.3125
0.3533,0.3323,0.3144
0.3563,0.3293,0.3144
0.3544,0.3303,0.3153
0.3535,0.3293,0.3172
0.3517,0.3303,0.3180
0.3508,0.3323,0.3169
0.3498,0.3344,0.3158
0.3520,0.3333,0.3147
0.3542,0.3323,0.3135
0.3553,0.3302,0.3145
0.3554,0.3270,0.3176
0.3576,0.3259,0.3165
0.3576,0.3291,0.3133
0.3567,0.3280,0.3153
0.3590,0.3269,0.3141
0.3613,0.3290,0.3097
0.3624,0.3269,0.3107
0.3583,0.3290,0.3127
0.3607,0.3311,0.3082
0.3619,0.3322,0.3059
0.3619,0.3322,0.3059
0.3576,0.3344,0.3080
0.3566,0.3367,0.3067
0.3557,0.3356,0.3087
0.3547,0.3379,0.3074
0.3559,0.3356,0.3085
0.3572,0.3333,0.3095
0.3515,0.3345,0.3140
0.3527,0.3322,0.3151
0.3527,0.3322,0.3151
0.3493,0.3322,0.3185
0.3493,0.3322,0.3185
0.3505,0.3299,0.3196
0.3493,0.3288,0.3219
0.3517,0.3276,0.3207
0.3517,0.3242,0.3241
0.3552,0.3241,0.3207
0.3564,0.3253,0.3183
0.3599,0.3252,0.3149
0.3611,0.3229,0.3160
0.3586,0.3207,0.3207
0.3599,0.3183,0.3218
0.3611,0.3195,0.3194
0.3601,0.3182,0.3217
0.3601,0.3182,0.3217
0.3627,0.3169,0.3204
0.3627,0.3134,0.3239
0.3652,0.3156,0.3192
0.3652,0.3156,0.3192
0.3652,0.3156,0.3192
0.3666,0.3167,0.3167
0.3688,0.3156,0.3156
0.3723,0.3156,0.3121
0.3723,0.3156,0.3121
0.3714,0.3179,0.3107
0.3741,0.3165,0.3094
0.3696,0.3188,0.3116
0.3722,0.3139,0.3139
0.3736,0.3150,0.3114
0.3736,0.3150,0.3114
0.3727,0.3173,0.3100
0.3732,0.3134,0.3134
0.3708,0.3109,0.3183
0.3694,0.3134,0.3172
0.3694,0.3134,0.3172
0.3694,0.3134,0.3172
0.3657,0.3134,0.3209
0.3633,0.3183,0.3184
0.3660,0.3132,0.3208
0.3660,0.3132,0.3208
0.3660,0.3132,0.3208
0.3660,0.3132,0.3208
0.3698,0.3132,0.3170
0.3698,0.3132,0.3170
0.3712,0.3144,0.3144
0.3674,0.3144,0.3182
0.3660,0.3132,0.3208
0.3647,0.3158,0.3195
0.3636,0.3144,0.3220
0.3636,0.3144,0.3220
0.3636,0.3144,0.3220
0.3650,0.3118,0.3232
0.3601,0.3142,0.3257
0.3591,0.3166,0.3243
0.3591,0.3166,0.3243
0.3566,0.3178,0.3256
0.3580,0.3152,0.3268
0.3619,0.3152,0.3229
0.3594,0.3164,0.3242
0.3594,0.3164,0.3242
0.3594,0.3164,0.3242
0.3580,0.3191,0.3229
0.3591,0.3204,0.3205
0.3580,0.3229,0.3191
0.3580,0.3229,0.3191
0.3594,0.3242,0.3164
0.3594,0.3281,0.3125
0.3594,0.3320,0.3086
0.3543,0.3347,0.3110
0.3572,0.3333,0.3095
0.3546,0.3347,0.3107
0.3546,0.3347,0.3107
0.3560,0.3360,0.3080
0.3560,0.3360,0.3080
0.3574,0.3333,0.3093
0.3574,0.3333,0.3093
0.3563,0.3320,0.3117
0.3548,0.3307,0.3145
0.3563,0.3279,0.3158
0.3548,0.3307,0.3145
0.3548,0.3307,0.3145
0.3548,0.3307,0.3145
0.3548,0.3307,0.3145
0.3563,0.3279,0.3158
0.3577,0.3293,0.3130
0.3563,0.3320,0.3117
0.3577,0.3293,0.3130
0.3592,0.3265,0.3143
0.3565,0.3279,0.3156
0.3580,0.3251,0.3169
0.3595,0.3264,0.3141
0.3541,0.3292,0.3167
0.3515,0.3305,0.3180
0.3515,0.3305,0.3180
0.3541,0.3292,0.3167
0.3541,0.3292,0.3167
0.3488,0.3319,0.3193
0.3488,0.3277,0.3235
0.3502,0.3291,0.3207
0.3391,0.3305,0.3304
0.3544,0.3207,0.3249
0.3478,0.3174,0.3348
0.3480,0.3216,0.3304
0.3480,0.3172,0.3348
0.3495,0.3186,0.3319
0.3527,0.3125,0.3348
0.3527,0.3125,0.3348
0.3588,0.3094,0.3318
0.3604,0.3063,0.3333
0.3675,0.2930,0.3395
0.3727,0.2877,0.3396
0.3732,0.2871,0.3397
0.3762,0.2857,0.3381
0.3762,0.2857,0.3381
0.3750,0.2837,0.3413
0.3768,0.2850,0.3382
0.3786,0.2913,0.3301
0.3786,0.2913,0.3301
0.3786,0.2913,0.3301
0.3861,0.2822,0.3317
0.3881,0.2786,0.3333
0.3920,0.2764,0.3316
0.3920,0.2764,0.3316
0.3940,0.2727,0.3333
0.3980,0.2755,0.3265
0.3968,0.2751,0.3281
0.4031,0.2653,0.3316
0.4031,0.2602,0.3367
0.4074,0.2540,0.3386
0.4072,0.2526,0.3402
0.4124,0.2474,0.3402
0.4064,0.2460,0.3476
0.4076,0.2500,0.3424
0.4153,0.2459,0.3388
0.4148,0.2443,0.3409
0.4162,0.2485,0.3353
0.4253,0.2414,0.3333
0.4201,0.2485,0.3314
0.4192,0.2455,0.3353
0.4217,0.2410,0.3373
0.4268,0.2317,0.3415
0.4259,0.2346,0.3395
0.4259,0.2284,0.3457
0.4286,0.2236,0.3478
0.4241,0.2215,0.3544
0.4304,0.2152,0.3544
0.4459,0.2038,0.3503
0.4452,0.2064,0.3484
0.4445,0.2026,0.3529
0.4510,0.1895,0.3595
0.4539,0.1908,0.3553
0.4600,0.1867,0.3533
0.4698,0.1812,0.3490
0.4694,0.1769,0.3537
0.4698,0.1812,0.3490
0.4694,0.1769,0.3537
0.4694,0.1769,0.3537
0.4726,0.1712,0.3562
0.4759,0.1655,0.3586
0.4765,0.1544,0.3691
0.4765,0.1477,0.3758
0.4797,0.1419,0.3784
0.4865,0.1351,0.3784
0.4832,0.1342,0.3826
0.4762,0.1292,0.3946
0.4857,0.1214,0.3929
0.4928,0.1159,0.3913
