# Au,Cu,Pt
0.3385,0.3542,0.3073
0.3377,0.3534,0.3089
0.3395,0.3526,0.3079
0.3413,0.3492,0.3095
0.3422,0.3501,0.3077
0.3387,0.3520,0.3093
0.3405,0.3485,0.3110
0.3387,0.3495,0.3118
0.3396,0.3504,0.3100
0.3405,0.3514,0.3081
0.3424,0.3533,0.3043
0.3443,0.3552,0.3005
0.3434,0.3571,0.2995
0.3425,0.3564,0.3011
0.3407,0.3574,0.3019
0.3371,0.3593,0.3036
0.3361,0.3586,0.3053
0.3333,0.3586,0.3081
0.3324,0.3577,0.3099
0.3343,0.3569,0.3088
0.3324,0.3579,0.3097
0.3343,0.3569,0.3088
0.3343,0.3569,0.3088
0.3362,0.3561,0.3077
0.3381,0.3524,0.3095
0.3362,0.3535,0.3103
0.3372,0.3545,0.3083
0.3381,0.3555,0.3064
0.3381,0.3584,0.3035
0.3362,0.3594,0.3044
0.3362,0.3594,0.3044
0.3382,0.3557,0.3061
0.3373,0.3548,0.3079
0.3383,0.3561,0.3056
0.3373,0.3552,0.3075
0.3373,0.3552,0.3075
0.3393,0.3544,0.3063
0.3393,0.3544,0.3063
0.3393,0.3544,0.3063
0.3363,0.3574,0.3063
0.3374,0.3554,0.3072
0.3384,0.3565,0.3051
0.3394,0.3545,0.3061
0.3374,0.3556,0.3070
0.3394,0.3545,0.3061
0.3404,0.3556,0.3040
0.3425,0.3517,0.3058
0.3415,0.3508,0.3077
0.3437,0.3498,0.3065
0.3416,0.3509,0.3075
0.3416,0.3509,0.3075
0.3427,0.3489,0.3084
0.3396,0.3489,0.3115
0.3354,0.3511,0.3135
0.3344,0.3502,0.3154
0.3354,0.3481,0.3165
0.3312,0.3503,0.3185
0.3333,0.3494,0.3173
0.3333,0.3494,0.3173
0.3365,0.3462,0.3173
0.3355,0.3452,0.3193
0.3377,0.3441,0.3182
0.3344,0.3442,0.3214
0.3312,0.3441,0.3247
0.3333,0.3399,0.3268
0.3311,0.3410,0.3279
0.3312,0.3377,0.3311
0.3300,0.3367,0.3333
0.3311,0.3345,0.3344
0.3345,0.3311,0.3344
0.3356,0.3322,0.3322
0.3334,0.3333,0.3333
0.3322,0.3356,0.3322
0.3289,0.3389,0.3322
0.3300,0.3367,0.3333
0.3322,0.3322,0.3356
0.3310,0.3345,0.3345
0.3310,0.3345,0.3345
0.3310,0.3345,0.3345
0.3322,0.3356,0.3322
0.3345,0.3345,0.3310
0.3333,0.3368,0.3299
0.3299,0.3402,0.3299
0.3311,0.3379,0.3310
0.3298,0.3403,0.3299
0.3275,0.3415,0.3310
0.3275,0.3380,0.3345
0.3298,0.3404,0.3298
0.3298,0.3439,0.3263
0.3298,0.3439,0.3263
0.3286,0.3463,0.3251
0.3251,0.3463,0.3286
0.3263,0.3475,0.3262
0.3227,0.3475,0.3298
0.3238,0.3452,0.3310
0.3275,0.3415,0.3310
0.3275,0.3415,0.3310
0.3275,0.3415,0.3310
0.3251,0.3428,0.3321
0.3251,0.3463,0.3286
0.3251,0.3463,0.3286
0.3263,0.3475,0.3262
0.3143,0.3571,0.3286
0.3154,0.3548,0.3298
0.3166,0.3561,0.3273
0.3177,0.3574,0.3249
0.3177,0.3574,0.3249
0.3188,0.3587,0.3225
0.3236,0.3564,0.3200
0.3248,0.3540,0.3212
0.3235,0.3566,0.3199
0.3224,0.3553,0.3223
0.3235,0.3530,0.3235
0.3247,0.3506,0.3247
0.3259,0.3519,0.3222
0.3271,0.3495,0.3234
0.3296,0.3483,0.3221
0.3296,0.3521,0.3183
0.3308,0.3534,0.3158
0.3321,0.3547,0.3132
0.3283,0.3545,0.3172
0.3283,0.3545,0.3172
0.3358,0.3545,0.3097
0.3383,0.3534,0.3083
0.3359,0.3509,0.3132
0.3321,0.3509,0.3170
0.3295,0.3523,0.3182
0.3308,0.3536,0.3156
0.3308,0.3536,0.3156
0.3308,0.3574,0.3118
0.3333,0.3525,0.3142
0.3333,0.3525,0.3142
0.3346,0.3500,0.3154
0.3372,0.3450,0.3178
0.3333,0.3489,0.3178
0.3333,0.3450,0.3217
0.3372,0.3411,0.3217
0.3372,0.3411,0.3217
0.3372,0.3411,0.3217
0.3359,0.3436,0.3205
0.3373,0.3333,0.3294
0.3414,0.3293,0.3293
0.3427,0.3266,0.3307
0.3414,0.3293,0.3293
0.3427,0.3307,0.3266
0.3441,0.3280,0.3279
0.3427,0.3307,0.3266
0.3414,0.3333,0.3253
0.3400,0.3320,0.3280
0.3427,0.3347,0.3226
0.3441,0.3360,0.3199
0.3441,0.3360,0.3199
0.3455,0.3333,0.3212
0.3483,0.3320,0.3197
0.3471,0.3347,0.3182
0.3512,0.3306,0.3182
0.3527,0.3236,0.3237
0.3527,0.3236,0.3237
0.3541,0.3167,0.3292
0.3557,0.3138,0.3305
0.3544,0.3165,0.3291
0.3532,0.3106,0.3362
0.3532,0.3106,0.3362
0.3509,0.3070,0.3421
0.3550,0.3073,0.3377
0.3537,0.3057,0.3406
0.3581,0.2969,0.3450
0.3568,0.2996,0.3436
0.3546,0.2909,0.3545
0.3486,0.2936,0.3578
0.3488,0.2930,0.3582
0.3552,0.2897,0.3551
0.3568,0.2864,0.3568
0.3585,0.2877,0.3538
0.3602,0.2891,0.3507
0.3579,0.2892,0.3529
0.3632,0.2885,0.3483
0.3550,0.2950,0.3500
0.3568,0.2914,0.3518
0.3518,0.2914,0.3568
0.3568,0.2864,0.3568
0.3553,0.2792,0.3655
0.3535,0.2828,0.3637
0.3586,0.2778,0.3636
0.3586,0.2778,0.3636
0.3571,0.2755,0.3674
0.3590,0.2718,0.3692
0.3641,0.2615,0.3744
0.3692,0.2616,0.3692
0.3670,0.2660,0.3670
0.3724,0.2606,0.3670
0.3777,0.2553,0.3670
0.3809,0.2487,0.3704
0.3862,0.2487,0.3651
0.3871,0.2419,0.3710
0.3850,0.2407,0.3743
0.3904,0.2353,0.3743
0.3946,0.2270,0.3784
0.3946,0.2270,0.3784
0.3934,0.2241,0.3825
0.4011,0.2198,0.3791
0.4011,0.2198,0.3791
0.4055,0.2167,0.3778
0.4055,0.2167,0.3778
0.4121,0.2143,0.3736
0.4167,0.2111,0.3722
0.4190,0.2011,0.3799
0.4190,0.2011,0.3799
0.4261,0.1932,0.3807
0.4286,0.1943,0.3771
0.4286,0.1943,0.3771
0.4286,0.1905,0.3809
0.4243,0.1939,0.3818
0.4233,0.1902,0.3865
0.4233,0.1902,0.3865
0.4313,0.1812,0.3875
0.4375,0.1750,0.3875
0.4403,0.1698,0.3899
0.4437,0.1688,0.3875
0.4403,0.1698,0.3899
0.4430,0.1646,0.3924
0.4430,0.1646,0.3924
0.4459,0.1592,0.3949
0.4533,0.1600,0.3867
0.4533,0.1600,0.3867
0.4527,0.1554,0.3919
0.4527,0.1554,0.3919
0.4558,0.1497,0.3945
0.4621,0.1448,0.3931
0.4545,0.1399,0.4056
0.4545,0.1399,0.4056
0.4559,0.1397,0.4044
0.4559,0.1397,0.4044
0.4559,0.1397,0.4044
0.4627,0.1343,0.4030
0.4667,0.1259,0.4074
0.4552,0.1343,0.4105
0.4519,0.1259,0.4222
0.4532,0.1151,0.4317
0.4500,0.1071,0.4429
0.4468,0.1064,0.4468
0.4461,0.1007,0.4532
0.4461,0.1007,0.4532
0.4493,0.0942,0.4565
0.4598,0.0876,0.4526
0.4638,0.0797,0.4565
0.4577,0.0775,0.4648
0.4578,0.0704,0.4718
0.4648,0.0704,0.4648
0.4718,0.0634,0.4648
0.4786,0.0571,0.4643
0.4820,0.0504,0.4676
0.4820,0.0432,0.4748
0.4890,0.0365,0.4745
0.4890,0.0292,0.4818
0.4855,0.0362,0.4783
0.4927,0.0294,0.4779
0.4855,0.0362,0.4783
0.4890,0.0292,0.4818
0.4855,0.0362,0.4783
0.4890,0.0292,0.4818
0.4890,0.0365,0.4745
0.4853,0.0294,0.4853
0.4853,0.0294,0.4853
0.4815,0.0296,0.4889
0.4776,0.0299,0.4925
0.4737,0.0301,0.4962
0.4737,0.0301,0.4962
0.4737,0.0301,0.4962
0.4657,0.0305,0.5038
0.4692,0.0308,0.5000
0.4697,0.0303,0.5000
0.4733,0.0229,0.5038
0.4809,0.0153,0.5038
0.4846,0.0077,0.5077
0.4773,0.0151,0.5076
0.4848,0.0076,0.5076
0.4885,0.0000,0.5115
0.4846,0.0000,0.5154
0.4848,0.0076,0.5076
0.4846,0.0000,0.5154
0.4846,0.0000,0.5154
0.4806,0.0000,0.5194
0.4773,0.0076,0.5151
0.4812,0.0000,0.5188
0.4773,0.0000,0.5227
0.4769,0.0000,0.5231
0.4846,0.0000,0.5154
0.4809,0.0076,0.5115
0.4773,0.0076,0.5151
0.4809,0.0076,0.5115
0.4961,0.0000,0.5039
0.4880,0.0000,0.5120
0.4769,0.0231,0.5000
0.4769,0.0231,0.5000
0.4846,0.0154,0.5000
0.4885,0.0153,0.4962
0.4885,0.0153,0.4962
0.4961,0.0078,0.4961
0.5079,0.0000,0.4921
0.5000,0.0000,0.5000
0.5118,0.0000,0.4882
0.5039,0.0079,0.4882
0.5118,0.0000,0.4882
0.5000,0.0000,0.5000
