# Au,Cu,Pt
0.3307,0.3542,0.3151
0.3325,0.3508,0.3167
0.3333,0.3491,0.3176
0.3316,0.3500,0.3184
0.3307,0.3492,0.3201
0.3271,0.3511,0.3218
0.3262,0.3503,0.3235
0.3280,0.3521,0.3199
0.3270,0.3541,0.3189
0.3234,0.3560,0.3206
0.3251,0.3552,0.3197
0.3242,0.3544,0.3214
0.3232,0.3536,0.3232
0.3213,0.3546,0.3241
0.3222,0.3556,0.3222
0.3231,0.3538,0.3231
0.3231,0.3538,0.3231
0.3249,0.3530,0.3221
0.3268,0.3493,0.3239
0.3277,0.3474,0.3249
0.3295,0.3466,0.3239
0.3286,0.3486,0.3228
0.3295,0.3439,0.3266
0.3285,0.3459,0.3256
0.3304,0.3421,0.3275
0.3265,0.3441,0.3294
0.3245,0.3451,0.3304
0.3225,0.3461,0.3314
0.3234,0.3472,0.3294
0.3254,0.3492,0.3254
0.3263,0.3503,0.3234
0.3263,0.3503,0.3234
0.3263,0.3503,0.3234
0.3243,0.3514,0.3243
0.3233,0.3504,0.3263
0.3242,0.3485,0.3273
0.3252,0.3465,0.3283
0.3242,0.3455,0.3303
0.3273,0.3454,0.3273
0.3262,0.3476,0.3262
0.3283,0.3465,0.3252
0.3283,0.3465,0.3252
0.3313,0.3435,0.3252
0.3333,0.3425,0.3242
0.3343,0.3436,0.3221
0.3333,0.3456,0.3211
0.3354,0.3445,0.3201
0.3374,0.3436,0.3190
0.3364,0.3457,0.3179
0.3375,0.3467,0.3158
0.3375,0.3467,0.3158
0.3385,0.3478,0.3137
0.3396,0.3489,0.3115
0.3375,0.3500,0.3125
0.3375,0.3500,0.3125
0.3385,0.3480,0.3135
0.3385,0.3480,0.3135
0.3375,0.3470,0.3155
0.3333,0.3492,0.3175
0.3375,0.3470,0.3155
0.3344,0.3470,0.3186
0.3312,0.3502,0.3186
0.3291,0.3513,0.3196
0.3291,0.3513,0.3196
0.3291,0.3481,0.3228
0.3280,0.3471,0.3249
0.3291,0.3450,0.3259
0.3269,0.3462,0.3269
0.3280,0.3440,0.3280
0.3269,0.3430,0.3301
0.3290,0.3420,0.3290
0.3280,0.3408,0.3312
0.3301,0.3430,0.3269
0.3290,0.3452,0.3258
0.3247,0.3474,0.3279
0.3235,0.3464,0.3301
0.3213,0.3475,0.3312
0.3234,0.3466,0.3300
0.3256,0.3455,0.3289
0.3278,0.3411,0.3311
0.3266,0.3434,0.3300
0.3288,0.3458,0.3254
0.3277,0.3481,0.3242
0.3264,0.3471,0.3265
0.3287,0.3495,0.3218
0.3275,0.3519,0.3206
0.3275,0.3519,0.3206
0.3252,0.3531,0.3217
0.3228,0.3544,0.3228
0.3240,0.3521,0.3239
0.3215,0.3534,0.3251
0.3227,0.3511,0.3262
0.3251,0.3463,0.3286
0.3274,0.3488,0.3238
0.3297,0.3441,0.3262
0.3274,0.3416,0.3310
0.3239,0.3416,0.3345
0.3274,0.3416,0.3310
0.3274,0.3416,0.3310
0.3274,0.3416,0.3310
0.3238,0.3452,0.3310
0.3238,0.3452,0.3310
0.3238,0.3452,0.3310
0.3250,0.3464,0.3286
0.3286,0.3428,0.3286
0.3274,0.3416,0.3310
0.3298,0.3404,0.3298
0.3262,0.3440,0.3298
0.3274,0.3416,0.3310
0.3297,0.3441,0.3262
0.3309,0.3453,0.3238
0.3309,0.3453,0.3238
0.3309,0.3453,0.3238
0.3333,0.3406,0.3261
0.3321,0.3431,0.3248
0.3321,0.3467,0.3212
