# Pd,Pt,Ru
0.340,0.320,0.340
0.460,0.370,0.170
0.510,0.420,0.070
0.510,0.420,0.070
0.530,0.460,0.010
0.520,0.460,0.020
0.530,0.460,0.010
0.550,0.440,0.010
0.550,0.440,0.010
0.550,0.440,0.010
