# Pd,Pt,Ru
0.310,0.330,0.360
0.390,0.480,0.130
0.410,0.550,0.040
0.390,0.590,0.020
0.420,0.570,0.010
0.410,0.570,0.020
0.410,0.580,0.010
0.420,0.580,0.000
