# Pd,Pt,Ru,fd(U)
1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9500,0.0500,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3818,0.3142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9500,0.0000,0.0500,0.8547,0.8547,0.8547,0.8446,0.8446,0.8446,0.8446,0.8547,0.8007,0.7736,0.7838,0.7838,0.7736,0.7736,0.8007,0.7838,0.7736,0.7939,0.7838,0.7838,0.7736,0.7838,0.8007,0.7939,0.7973,0.7838,0.7838,0.7838,0.7736,0.7838,0.8007,0.7736,0.8007,0.7736,0.7770,0.7838,0.7973,0.8007,0.7736,0.7838,0.7736,0.7838,0.7736,0.7838,0.7770,0.7838,0.7973,0.7838,0.7770,0.7736,0.7939,0.7973,0.7939,0.7838,0.7973,0.7973,0.8007,0.7973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9000,0.1000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7365,0.7365,0.2365,0.0541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9000,0.0500,0.0500,0.8615,0.8547,0.8547,0.8446,0.8446,0.8446,0.8446,0.8547,0.8412,0.8142,0.8243,0.8412,0.8446,0.7973,0.7872,0.7872,0.8142,0.7838,0.7736,0.7939,0.7838,0.8041,0.8041,0.7838,0.7838,0.7838,0.7939,0.7973,0.7838,0.7838,0.7838,0.7736,0.7838,0.8007,0.7736,0.8007,0.7736,0.7770,0.7838,0.7973,0.8007,0.7736,0.7838,0.7736,0.7838,0.7736,0.7838,0.7770,0.7838,0.7973,0.7838,0.7770,0.7736,0.7939,0.7973,0.7973,0.7872,0.8007,0.4865,0.4865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9000,0.0000,0.1000,0.7703,0.7838,0.7736,0.7804,0.7804,0.7736,0.7804,0.7770,0.7500,0.7466,0.7500,0.7635,0.7500,0.7534,0.7500,0.7500,0.7534,0.7500,0.7534,0.7061,0.7128,0.7095,0.7061,0.7128,0.7128,0.7128,0.7162,0.7061,0.7162,0.7027,0.7230,0.7061,0.7128,0.7162,0.7128,0.7196,0.7095,0.7027,0.7331,0.7095,0.7061,0.7264,0.7128,0.7027,0.7162,0.7128,0.7230,0.7027,0.6959,0.7095,0.7061,0.7162,0.6993,0.7128,0.7061,0.7162,0.6993,0.7162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,0.1500,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8547,0.8547,0.5541,0.5541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,0.1000,0.0500,0.8919,0.8615,0.8615,0.8615,0.8514,0.8514,0.8547,0.8446,0.8142,0.8243,0.8412,0.8446,0.8378,0.8176,0.8176,0.8108,0.8176,0.7973,0.7872,0.8074,0.7973,0.8108,0.7736,0.7736,0.7838,0.7838,0.7736,0.7838,0.7973,0.7973,0.7838,0.7838,0.7838,0.7736,0.7838,0.8007,0.7736,0.8007,0.7736,0.7770,0.7838,0.7973,0.8007,0.7736,0.7838,0.7736,0.7838,0.7736,0.7838,0.7770,0.7838,0.7973,0.7838,0.7770,0.7736,0.7973,0.8007,0.7973,0.6250,0.6250,0.3750,0.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,0.0500,0.1000,0.8378,0.7770,0.7973,0.7973,0.7736,0.7736,0.7770,0.7770,0.7635,0.7534,0.7568,0.7601,0.7669,0.7500,0.7534,0.7534,0.7534,0.7635,0.7534,0.7027,0.7061,0.7297,0.7331,0.7331,0.7196,0.7196,0.7196,0.7095,0.6993,0.7162,0.7128,0.6993,0.7095,0.6959,0.7128,0.7095,0.7095,0.7095,0.7162,0.7162,0.7061,0.7061,0.7061,0.7162,0.7162,0.6959,0.7061,0.7128,0.7162,0.7095,0.7027,0.7095,0.7095,0.7061,0.6993,0.7162,0.6959,0.7095,0.5068,0.5034,0.3716,0.3885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,0.0000,0.1500,0.7601,0.7534,0.7601,0.7635,0.7635,0.7432,0.7500,0.7601,0.6453,0.6250,0.6520,0.6385,0.6284,0.6250,0.6453,0.6014,0.6014,0.6520,0.6250,0.6115,0.5912,0.5878,0.5946,0.6520,0.5709,0.6047,0.6014,0.5878,0.6047,0.5642,0.5845,0.6216,0.6284,0.5507,0.5676,0.5777,0.6216,0.5811,0.5574,0.5743,0.5676,0.5777,0.6047,0.5845,0.6318,0.5811,0.5912,0.5709,0.5878,0.6216,0.6351,0.6182,0.5608,0.5980,0.5946,0.5574,0.6047,0.5676,0.3142,0.3581,0.3446,0.0000,0.0000,0.3480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
