# Pd,Pt,Ru,U_crit
1.00,0.00,0.00,0.773438,0.773438,0.773438,0.773438,0.773438
0.95,0.05,0.00,0.796875,0.796875,0.796875,0.796875,0.796875
0.95,0.00,0.05,0.773438,0.773438,0.773438,0.773438,0.773438
0.90,0.10,0.00,0.804688,0.796875,0.820312,0.796875,0.796875
0.90,0.05,0.05,0.796875,0.796875,0.796875,0.796875,0.796875
0.90,0.00,0.10,0.773438,0.773438,0.773438,0.773438,0.773438
0.85,0.15,0.00,0.820312,0.820312,0.820312,0.820312,0.820312
0.85,0.10,0.05,0.820312,0.820312,0.820312,0.820312,0.820312
0.85,0.05,0.10,0.820312,0.796875,0.820312,0.796875,0.816406
0.85,0.00,0.15,0.773438,0.800781,0.789062,0.808594,0.773438
0.80,0.20,0.00,0.843750,0.843750,0.843750,0.820312,0.843750
0.80,0.15,0.05,0.820312,0.839844,0.839844,0.839844,0.839844
0.80,0.10,0.10,0.839844,0.839844,0.839844,0.835938,0.839844
0.80,0.05,0.15,0.808594,0.839844,0.824219,0.824219,0.839844
0.80,0.00,0.20,0.808594,0.808594,0.808594,0.828125,0.808594
0.75,0.25,0.00,0.843750,0.867188,0.843750,0.843750,0.843750
0.75,0.20,0.05,0.863281,0.859375,0.843750,0.843750,0.843750
0.75,0.15,0.10,0.847656,0.843750,0.839844,0.839844,0.843750
0.75,0.10,0.15,0.839844,0.839844,0.839844,0.839844,0.839844
0.75,0.05,0.20,0.828125,0.839844,0.839844,0.839844,0.839844
0.75,0.00,0.25,0.808594,0.820312,0.839844,0.812500,0.812500
0.70,0.30,0.00,0.867188,0.867188,0.867188,0.867188,0.867188
0.70,0.25,0.05,0.863281,0.863281,0.863281,0.867188,0.863281
0.70,0.20,0.10,0.863281,0.863281,0.863281,0.863281,0.863281
0.70,0.15,0.15,0.843750,0.863281,0.839844,0.863281,0.863281
0.70,0.10,0.20,0.839844,0.843750,0.839844,0.839844,0.839844
0.70,0.05,0.25,0.839844,0.839844,0.839844,0.839844,0.839844
0.70,0.00,0.30,0.839844,0.812500,0.835938,0.839844,0.812500
0.65,0.35,0.00,0.929688,0.914062,0.867188,0.914062,0.914062
0.65,0.30,0.05,0.875000,0.914062,0.875000,0.886719,0.890625
0.65,0.25,0.10,0.875000,0.886719,0.863281,0.886719,0.886719
0.65,0.20,0.15,0.863281,0.871094,0.863281,0.878906,0.867188
0.65,0.15,0.20,0.863281,0.863281,0.843750,0.867188,0.863281
0.65,0.10,0.25,0.839844,0.843750,0.839844,0.863281,0.839844
0.65,0.05,0.30,0.839844,0.839844,0.839844,0.839844,0.839844
0.65,0.00,0.35,0.839844,0.835938,0.812500,0.839844,0.820312
0.60,0.40,0.00,0.937500,0.945312,0.914062,0.929688,0.945312
0.60,0.35,0.05,0.906250,0.929688,0.890625,0.910156,0.914062
0.60,0.30,0.10,0.890625,0.910156,0.875000,0.890625,0.890625
0.60,0.25,0.15,0.886719,0.886719,0.878906,0.886719,0.886719
0.60,0.20,0.20,0.875000,0.886719,0.863281,0.886719,0.875000
0.60,0.15,0.25,0.863281,0.863281,0.863281,0.875000,0.875000
0.60,0.10,0.30,0.863281,0.863281,0.847656,0.863281,0.863281
0.60,0.05,0.35,0.839844,0.839844,0.839844,0.839844,0.839844
0.60,0.00,0.40,0.824219,0.824219,0.839844,0.839844,0.839844
0.55,0.45,0.00,0.945312,0.945312,0.929688,0.945312,0.945312
0.55,0.40,0.05,0.933594,0.945312,0.914062,0.929688,0.937500
0.55,0.35,0.10,0.910156,0.929688,0.906250,0.906250,0.914062
0.55,0.30,0.15,0.890625,0.914062,0.890625,0.890625,0.890625
0.55,0.25,0.20,0.886719,0.906250,0.886719,0.890625,0.890625
0.55,0.20,0.25,0.875000,0.886719,0.867188,0.890625,0.882812
0.55,0.15,0.30,0.871094,0.875000,0.863281,0.875000,0.875000
0.55,0.10,0.35,0.859375,0.863281,0.863281,0.863281,0.863281
0.55,0.05,0.40,0.839844,0.839844,0.843750,0.839844,0.839844
0.55,0.00,0.45,0.824219,0.808594,0.839844,0.839844,0.839844
0.50,0.50,0.00,0.960938,0.960938,0.945312,0.960938,0.960938
0.50,0.45,0.05,0.945312,0.960938,0.929688,0.945312,0.945312
0.50,0.40,0.10,0.937500,0.945312,0.910156,0.937500,0.937500
0.50,0.35,0.15,0.910156,0.929688,0.906250,0.929688,0.914062
0.50,0.30,0.20,0.906250,0.906250,0.890625,0.906250,0.906250
0.50,0.25,0.25,0.890625,0.898438,0.890625,0.906250,0.898438
0.50,0.20,0.30,0.886719,0.898438,0.878906,0.890625,0.890625
0.50,0.15,0.35,0.871094,0.886719,0.875000,0.875000,0.875000
0.50,0.10,0.40,0.863281,0.863281,0.863281,0.863281,0.863281
0.50,0.05,0.45,0.839844,0.839844,0.839844,0.839844,0.839844
0.50,0.00,0.50,0.820312,0.816406,0.832031,0.820312,0.812500
0.45,0.55,0.00,0.960938,0.960938,0.960938,0.960938,0.960938
0.45,0.50,0.05,0.960938,0.960938,0.957031,0.960938,0.960938
0.45,0.45,0.10,0.945312,0.960938,0.937500,0.945312,0.953125
0.45,0.40,0.15,0.937500,0.949219,0.929688,0.945312,0.929688
0.45,0.35,0.20,0.917969,0.929688,0.910156,0.921875,0.925781
0.45,0.30,0.25,0.906250,0.906250,0.906250,0.906250,0.906250
0.45,0.25,0.30,0.890625,0.906250,0.890625,0.906250,0.902344
0.45,0.20,0.35,0.886719,0.902344,0.890625,0.890625,0.886719
0.45,0.15,0.40,0.878906,0.875000,0.886719,0.886719,0.875000
