# Au,Ir,Pd,Pt,Rh,Ru
0.078,0.220,0.240,0.172,0.155,0.135
0.092,0.240,0.236,0.192,0.162,0.079
0.087,0.232,0.251,0.193,0.164,0.072
0.080,0.231,0.245,0.189,0.175,0.080
0.078,0.221,0.260,0.191,0.181,0.069
0.079,0.223,0.252,0.203,0.168,0.074
0.081,0.223,0.254,0.208,0.157,0.076
0.081,0.223,0.254,0.208,0.157,0.076
