# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.203,0.233,0.199,0.182,0.128
0.068,0.222,0.256,0.208,0.188,0.058
0.065,0.220,0.247,0.220,0.183,0.065
0.063,0.230,0.270,0.201,0.178,0.057
0.064,0.216,0.257,0.199,0.181,0.082
0.058,0.216,0.263,0.205,0.187,0.070
0.053,0.219,0.266,0.207,0.189,0.065
0.053,0.219,0.266,0.207,0.189,0.065
