# Au,Ir,Pd,Pt,Rh,Ru
0.064,0.223,0.189,0.162,0.230,0.132
0.066,0.245,0.197,0.175,0.240,0.079
0.060,0.265,0.190,0.180,0.245,0.060
0.057,0.266,0.203,0.188,0.229,0.057
0.053,0.279,0.195,0.179,0.242,0.053
0.053,0.274,0.200,0.174,0.247,0.053
0.053,0.274,0.205,0.163,0.253,0.053
0.053,0.274,0.205,0.163,0.253,0.053
