# Au,Ir,Pd,Pt,Rh,Ru
0.044,0.172,0.230,0.176,0.179,0.199
0.045,0.190,0.250,0.195,0.190,0.130
0.050,0.188,0.282,0.177,0.199,0.105
0.052,0.192,0.262,0.174,0.203,0.116
0.065,0.200,0.276,0.171,0.200,0.088
0.064,0.197,0.289,0.168,0.197,0.087
0.064,0.197,0.283,0.168,0.202,0.087
0.064,0.197,0.283,0.168,0.202,0.087
