# Au,Ir,Pd,Pt,Rh,Ru
0.027,0.172,0.203,0.186,0.203,0.209
0.031,0.248,0.248,0.186,0.211,0.075
0.051,0.228,0.235,0.221,0.199,0.066
0.048,0.246,0.254,0.222,0.190,0.040
0.047,0.227,0.242,0.227,0.203,0.055
0.048,0.238,0.238,0.230,0.198,0.048
0.048,0.238,0.246,0.222,0.198,0.048
0.048,0.238,0.246,0.222,0.198,0.048
