# Au,Ir,Pd,Pt,Rh,Ru
0.051,0.257,0.166,0.172,0.240,0.115
0.048,0.264,0.168,0.168,0.244,0.108
0.051,0.260,0.166,0.162,0.247,0.115
0.043,0.263,0.168,0.164,0.246,0.116
0.044,0.268,0.167,0.162,0.241,0.118
0.044,0.271,0.170,0.162,0.236,0.118
0.044,0.272,0.171,0.162,0.232,0.118
0.044,0.272,0.167,0.162,0.232,0.123
0.044,0.273,0.163,0.167,0.233,0.119
0.044,0.273,0.163,0.167,0.233,0.119
