# Au,Ir,Pd,Pt,Rh,Ru
0.071,0.213,0.186,0.216,0.186,0.128
0.081,0.242,0.179,0.224,0.202,0.072
0.083,0.244,0.185,0.234,0.171,0.083
0.085,0.241,0.181,0.231,0.171,0.090
0.081,0.239,0.193,0.228,0.173,0.086
0.082,0.245,0.189,0.230,0.168,0.087
0.078,0.249,0.187,0.233,0.166,0.088
0.078,0.249,0.187,0.233,0.166,0.088
